SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.32,0.36,0.33,0.45
-18,0.25,0.18,0.46,0.35
-16,0.17,0.18,0.33,0.24
-14,0.2,0.24,0.41,0.27
-12,0.17,0.14,0.31,0.33
-10,0.06,0.09,0.31,0.23
-9,0.05,0.0,0.29,0.25
-8,0.03,0.02,0.2,0.28
-7,0.03,0.02,0.24,0.27
-6,0.0,0.01,0.25,0.27
-5,0.0,0.0,0.27,0.28
-4,0.0,0.0,0.22,0.33
-3.0,0.0,0.0,0.25,0.29
-2.8,0.0,0.0,0.25,0.37
-2.6,0.0,0.0,0.22,0.31
-2.4,0.0,0.0,0.23,0.25
-2.2,0.0,0.0,0.26,0.3
-2.0,0.0,0.0,0.26,0.26
-1.8,0.0,0.0,0.26,0.33
-1.6,0.0,0.0,0.3,0.24
-1.4,0.0,0.0,0.25,0.26
-1.2,0.0,0.0,0.28,0.37
-1.0,0.0,0.0,0.27,0.26
-0.8,0.0,0.0,0.21,0.29
-0.6,0.0,0.0,0.17,0.29
-0.4,0.0,0.0,0.24,0.37
-0.2,0.0,0.0,0.21,0.28
0.0,0.0,0.0,0.28,0.31
0.2,0.0,0.0,0.25,0.28
0.4,0.0,0.0,0.23,0.26
0.6,0.0,0.0,0.27,0.31
0.8,0.0,0.0,0.3,0.36
1.0,0.0,0.0,0.29,0.36
1.2,0.0,0.0,0.21,0.37
1.4,0.0,0.0,0.27,0.26
1.6,0.0,0.0,0.2,0.34
1.8,0.0,0.0,0.24,0.35
2.0,0.0,0.0,0.26,0.3
2.2,0.0,0.0,0.24,0.33
2.4,0.0,0.0,0.25,0.24
2.6,0.0,0.0,0.25,0.29
2.8,0.0,0.0,0.25,0.34
3.0,0.0,0.0,0.28,0.35
3.2,0.0,0.0,0.22,0.39
3.4,0.0,0.0,0.24,0.36
3.6,0.0,0.0,0.26,0.38
3.8,0.0,0.0,0.27,0.27
4.0,0.0,0.0,0.21,0.28
4.2,0.0,0.0,0.27,0.45
4.4,0.0,0.0,0.19,0.37
4.6,0.0,0.0,0.2,0.32
4.8,0.0,0.0,0.29,0.28
5.0,0.0,0.0,0.24,0.35
5.5,0.0,0.0,0.22,0.38
6.0,0.0,0.0,0.24,0.34
6.5,0.0,0.0,0.22,0.37
7.0,0.0,0.0,0.18,0.35
7.5,0.0,0.0,0.21,0.32
8.0,0.0,0.0,0.29,0.26
8.5,0.0,0.0,0.24,0.29
9.0,0.0,0.0,0.23,0.4
9.5,0.0,0.0,0.23,0.35
10.0,0.0,0.0,0.33,0.35
