SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.39,0.53,0.45,0.48
-18,0.51,0.4,0.49,0.43
-16,0.3,0.47,0.37,0.32
-14,0.36,0.43,0.49,0.48
-12,0.39,0.4,0.34,0.39
-10,0.25,0.41,0.36,0.28
-9,0.25,0.39,0.41,0.23
-8,0.23,0.34,0.29,0.25
-7,0.34,0.34,0.44,0.34
-6,0.23,0.38,0.35,0.31
-5,0.24,0.32,0.3,0.26
-4,0.16,0.32,0.25,0.25
-3.0,0.15,0.31,0.22,0.2
-2.8,0.13,0.34,0.2,0.18
-2.6,0.13,0.26,0.19,0.22
-2.4,0.21,0.28,0.2,0.14
-2.2,0.15,0.29,0.27,0.2
-2.0,0.2,0.29,0.25,0.19
-1.8,0.12,0.28,0.24,0.26
-1.6,0.05,0.23,0.2,0.31
-1.4,0.18,0.33,0.3,0.23
-1.2,0.17,0.27,0.25,0.26
-1.0,0.15,0.25,0.26,0.17
-0.8,0.17,0.24,0.26,0.23
-0.6,0.08,0.22,0.22,0.22
-0.4,0.11,0.25,0.22,0.17
-0.2,0.1,0.26,0.23,0.21
0.0,0.13,0.17,0.21,0.17
0.2,0.06,0.22,0.24,0.2
0.4,0.09,0.23,0.2,0.24
0.6,0.08,0.21,0.23,0.16
0.8,0.02,0.22,0.23,0.14
1.0,0.0,0.21,0.22,0.16
1.2,0.03,0.25,0.27,0.14
1.4,0.01,0.23,0.2,0.22
1.6,0.08,0.24,0.23,0.23
1.8,0.1,0.25,0.22,0.16
2.0,0.06,0.19,0.28,0.1
2.2,0.0,0.19,0.22,0.15
2.4,0.0,0.25,0.13,0.23
2.6,0.05,0.2,0.19,0.09
2.8,0.03,0.28,0.24,0.13
3.0,0.0,0.26,0.22,0.1
3.2,0.01,0.25,0.25,0.19
3.4,0.0,0.22,0.24,0.17
3.6,0.03,0.29,0.21,0.18
3.8,0.0,0.28,0.18,0.16
4.0,0.0,0.25,0.19,0.18
4.2,0.09,0.3,0.2,0.11
4.4,0.0,0.27,0.2,0.18
4.6,0.0,0.22,0.12,0.14
4.8,0.0,0.2,0.21,0.15
5.0,0.0,0.22,0.22,0.09
5.5,0.04,0.27,0.22,0.17
6.0,0.0,0.26,0.17,0.11
6.5,0.0,0.28,0.23,0.11
7.0,0.0,0.24,0.23,0.09
7.5,0.0,0.21,0.19,0.14
8.0,0.0,0.23,0.22,0.12
8.5,0.0,0.26,0.22,0.12
9.0,0.0,0.25,0.21,0.14
9.5,0.0,0.26,0.18,0.11
10.0,0.0,0.23,0.16,0.13
