DT,TEB_RZ,TEB_NRZ,TEB_NRZT
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.2524,0.0,0.0
7,0.2497,0.0,0.0
8,0.2471,0.0,0.2527
9,0.255,0.0,0.495
10,0.2448,0.249,0.3773
11,0.2475,0.124,0.2536
12,0.2489,0.1218,0.2468
13,0.249,0.1236,0.2512
14,0.1237,0.1231,0.253
15,0.1269,0.1288,0.2474
16,0.2483,0.1261,0.2464
17,0.2467,0.1296,0.2488
18,0.2512,0.1255,0.2524
19,0.2522,0.1228,0.2533
20,0.2473,0.2464,0.2484
21,0.2532,0.1272,0.186
22,0.2512,0.1243,0.1942
23,0.2535,0.1227,0.1894
24,0.1287,0.1255,0.1868
25,0.1206,0.1224,0.1891
26,0.2495,0.1273,0.189
27,0.2519,0.1231,0.188
28,0.249,0.1286,0.2521
29,0.2487,0.1304,0.2764
30,0.2503,0.2531,0.2495
31,0.2489,0.1219,0.188
32,0.252,0.1233,0.1896
33,0.25,0.1241,0.1881
34,0.1237,0.1275,0.1868
35,0.1246,0.1245,0.1855
36,0.2486,0.1288,0.1867
37,0.2515,0.1285,0.1861
38,0.2515,0.1303,0.2491
39,0.2508,0.1226,0.2804
40,0.2496,0.2499,0.2497
41,0.2529,0.1276,0.1882
42,0.2533,0.1232,0.1858
43,0.2471,0.1273,0.1848
44,0.1265,0.1267,0.1841
45,0.1244,0.1241,0.188
46,0.2484,0.1263,0.1854
47,0.2464,0.1255,0.1913
48,0.2488,0.1284,0.2543
49,0.2491,0.1222,0.2852
50,0.2505,0.2499,0.2492
51,0.2498,0.1255,0.1852
52,0.2467,0.1204,0.1857
53,0.2469,0.1245,0.1888
54,0.1263,0.1303,0.1811
55,0.1259,0.1247,0.1891
56,0.2487,0.1203,0.1926
57,0.2577,0.1268,0.1893
58,0.2514,0.1308,0.2483
59,0.2456,0.1236,0.2836
60,0.252,0.2488,0.2559
61,0.2501,0.1234,0.1869
62,0.2452,0.1259,0.1877
63,0.2508,0.122,0.186
64,0.1271,0.1292,0.1844
65,0.1263,0.1249,0.184
66,0.2475,0.1264,0.1822
67,0.246,0.1194,0.1879
68,0.2522,0.1206,0.241
69,0.2469,0.1215,0.2797
70,0.2498,0.2507,0.2488
71,0.2494,0.13,0.1843
72,0.2526,0.1201,0.187
73,0.2474,0.1275,0.1897
74,0.1215,0.1258,0.1879
75,0.1292,0.123,0.1881
76,0.2437,0.1281,0.1911
77,0.2533,0.1269,0.1823
78,0.2502,0.124,0.2498
79,0.2488,0.1252,0.2856
80,0.2536,0.2572,0.2519
81,0.2518,0.1211,0.1853
82,0.2499,0.1254,0.1876
83,0.2504,0.1232,0.188
84,0.1225,0.1275,0.1836
85,0.1229,0.122,0.188
86,0.249,0.1224,0.1833
87,0.2487,0.1238,0.1924
88,0.2532,0.1314,0.2524
89,0.2477,0.1273,0.2786
90,0.2497,0.2512,0.2437
91,0.2544,0.1253,0.1838
92,0.2462,0.1234,0.1887
93,0.2485,0.1255,0.1844
94,0.1261,0.1241,0.1908
95,0.1252,0.1276,0.1918
96,0.2483,0.1277,0.1817
97,0.2513,0.1237,0.1834
98,0.2476,0.1272,0.2488
99,0.2497,0.1272,0.2798
100,0.2547,0.2499,0.254
101,0.2479,0.1177,0.1865
102,0.2448,0.1228,0.1889
103,0.2498,0.1229,0.1916
104,0.1218,0.1237,0.1847
105,0.1258,0.1235,0.1844
106,0.2522,0.125,0.1914
107,0.2493,0.1286,0.186
108,0.2516,0.1275,0.2501
109,0.2491,0.1224,0.2803
110,0.2477,0.2507,0.2501
111,0.2521,0.1239,0.1875
112,0.2495,0.1261,0.1896
113,0.2546,0.1206,0.189
114,0.1229,0.1282,0.1869
115,0.1229,0.124,0.187
116,0.2539,0.1244,0.1881
117,0.2501,0.1277,0.1895
118,0.2508,0.1275,0.2501
119,0.2516,0.1253,0.279
120,0.2517,0.2531,0.2431
