SNR,TEB_RZ,TEB_NRZ,TEB_NRZT
-20,0.37,0.29,0.2
-19,0.36,0.13,0.34
-18,0.37,0.22,0.25
-17,0.3,0.15,0.24
-16,0.28,0.16,0.24
-15,0.33,0.09,0.12
-14,0.26,0.15,0.22
-13,0.24,0.05,0.16
-12,0.19,0.1,0.09
-11,0.12,0.05,0.04
-10.0,0.09,0.02,0.11
-9.5,0.09,0.07,0.08
-9.0,0.14,0.0,0.06
-8.5,0.08,0.05,0.03
-8.0,0.16,0.0,0.04
-7.5,0.1,0.0,0.0
-7.0,0.06,0.0,0.01
-6.5,0.09,0.0,0.0
-6.0,0.01,0.0,0.0
-5.5,0.02,0.0,0.0
-5.0,0.04,0.0,0.0
-4.5,0.02,0.0,0.0
-4.0,0.0,0.0,0.01
-3.5,0.0,0.0,0.0
-3.0,0.0,0.0,0.0
-2.9,0.02,0.0,0.0
-2.8,0.0,0.0,0.0
-2.7,0.0,0.0,0.0
-2.6,0.0,0.0,0.0
-2.5,0.03,0.0,0.0
-2.4,0.0,0.0,0.0
-2.3,0.0,0.0,0.0
-2.2,0.0,0.0,0.0
-2.1,0.0,0.0,0.0
-2.0,0.0,0.0,0.0
-1.9,0.02,0.0,0.0
-1.8,0.01,0.0,0.0
-1.7,0.01,0.0,0.0
-1.6,0.0,0.0,0.0
-1.5,0.0,0.0,0.0
-1.4,0.0,0.0,0.0
-1.3,0.0,0.0,0.0
-1.2,0.03,0.0,0.0
-1.1,0.0,0.0,0.0
-1.0,0.0,0.0,0.0
-0.9,0.0,0.0,0.0
-0.8,0.0,0.0,0.0
-0.7,0.0,0.0,0.0
-0.6,0.01,0.0,0.0
-0.5,0.0,0.0,0.0
-0.4,0.0,0.0,0.0
-0.3,0.0,0.0,0.0
-0.2,0.0,0.0,0.0
-0.1,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0
0.2,0.03,0.0,0.0
0.3,0.0,0.0,0.0
0.4,0.0,0.0,0.0
0.5,0.0,0.0,0.0
0.6,0.0,0.0,0.0
0.7,0.0,0.0,0.0
0.8,0.0,0.0,0.0
0.9,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.1,0.0,0.0,0.0
1.2,0.0,0.0,0.0
1.3,0.0,0.0,0.0
1.4,0.0,0.0,0.0
1.5,0.0,0.0,0.0
1.6,0.0,0.0,0.0
1.7,0.0,0.0,0.0
1.8,0.0,0.0,0.0
1.9,0.0,0.0,0.0
2.0,0.0,0.0,0.0
2.1,0.0,0.0,0.0
2.2,0.0,0.0,0.0
2.3,0.0,0.0,0.0
2.4,0.0,0.0,0.0
2.5,0.0,0.0,0.0
2.6,0.0,0.0,0.0
2.7,0.0,0.0,0.0
2.8,0.0,0.0,0.0
2.9,0.0,0.0,0.0
3.0,0.0,0.0,0.0
3.1,0.0,0.0,0.0
3.2,0.0,0.0,0.0
3.3,0.0,0.0,0.0
3.4,0.0,0.0,0.0
3.5,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.7,0.0,0.0,0.0
3.8,0.0,0.0,0.0
3.9,0.0,0.0,0.0
4.0,0.0,0.0,0.0
4.1,0.0,0.0,0.0
4.2,0.0,0.0,0.0
4.3,0.0,0.0,0.0
4.4,0.0,0.0,0.0
4.5,0.0,0.0,0.0
4.6,0.0,0.0,0.0
4.7,0.0,0.0,0.0
4.8,0.0,0.0,0.0
4.9,0.0,0.0,0.0
5.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0
6.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0
7.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0
8.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0
9.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0
10.0,0.0,0.0,0.0
