SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.28,0.39,0.45,0.36
-18,0.46,0.5,0.46,0.47
-16,0.38,0.28,0.39,0.4
-14,0.42,0.36,0.45,0.4
-12,0.21,0.36,0.31,0.37
-10,0.34,0.36,0.36,0.36
-9,0.25,0.29,0.32,0.28
-8,0.19,0.34,0.24,0.29
-7,0.18,0.24,0.32,0.26
-6,0.19,0.34,0.25,0.18
-5,0.23,0.3,0.26,0.23
-4,0.06,0.26,0.29,0.17
-3.0,0.2,0.19,0.21,0.21
-2.8,0.05,0.25,0.25,0.21
-2.6,0.08,0.2,0.26,0.24
-2.4,0.12,0.21,0.19,0.26
-2.2,0.15,0.28,0.26,0.25
-2.0,0.06,0.24,0.17,0.13
-1.8,0.06,0.26,0.22,0.07
-1.6,0.02,0.23,0.21,0.22
-1.4,0.08,0.2,0.2,0.12
-1.2,0.04,0.3,0.22,0.18
-1.0,0.01,0.28,0.25,0.25
-0.8,0.03,0.24,0.3,0.18
-0.6,0.02,0.27,0.18,0.15
-0.4,0.0,0.27,0.19,0.21
-0.2,0.01,0.22,0.2,0.15
0.0,0.02,0.28,0.26,0.32
0.2,0.02,0.21,0.2,0.17
0.4,0.03,0.25,0.1,0.17
0.6,0.0,0.17,0.24,0.19
0.8,0.0,0.31,0.19,0.13
1.0,0.04,0.25,0.22,0.13
1.2,0.0,0.21,0.27,0.17
1.4,0.0,0.23,0.21,0.21
1.6,0.0,0.24,0.19,0.16
1.8,0.0,0.18,0.19,0.12
2.0,0.0,0.28,0.23,0.15
2.2,0.0,0.3,0.27,0.06
2.4,0.0,0.23,0.25,0.12
2.6,0.0,0.2,0.21,0.14
2.8,0.0,0.28,0.19,0.15
3.0,0.02,0.31,0.22,0.19
3.2,0.0,0.28,0.18,0.16
3.4,0.06,0.27,0.2,0.11
3.6,0.0,0.21,0.27,0.09
3.8,0.0,0.19,0.25,0.13
4.0,0.0,0.23,0.21,0.1
4.2,0.0,0.23,0.18,0.15
4.4,0.0,0.23,0.21,0.18
4.6,0.0,0.24,0.26,0.2
4.8,0.01,0.34,0.23,0.1
5.0,0.0,0.29,0.22,0.15
5.5,0.0,0.34,0.22,0.17
6.0,0.0,0.23,0.27,0.1
6.5,0.0,0.17,0.17,0.1
7.0,0.0,0.25,0.19,0.12
7.5,0.0,0.25,0.19,0.1
8.0,0.0,0.24,0.25,0.13
8.5,0.0,0.23,0.23,0.12
9.0,0.0,0.23,0.21,0.13
9.5,0.0,0.27,0.2,0.09
10.0,0.0,0.21,0.2,0.14
