SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.431603,0.431596,0.431049,0.43211
-18,0.414605,0.413909,0.413669,0.414141
-16,0.391069,0.391398,0.392007,0.391482
-14,0.365724,0.364631,0.3643,0.365484
-12,0.331938,0.331059,0.332362,0.33166
-10,0.292426,0.292735,0.292229,0.29242
-9,0.270245,0.269443,0.268811,0.268736
-8,0.245599,0.244414,0.245229,0.246396
-7,0.219939,0.218975,0.221307,0.219827
-6,0.192774,0.191554,0.192547,0.192433
-5,0.165549,0.165212,0.165339,0.164491
-4,0.136473,0.137807,0.137226,0.137043
-3.0,0.11074,0.110134,0.110878,0.110292
-2.8,0.103412,0.105917,0.104409,0.105442
-2.6,0.099106,0.09969,0.10104,0.099843
-2.4,0.094652,0.094225,0.093912,0.093986
-2.2,0.089643,0.089507,0.089235,0.089814
-2.0,0.0852,0.08423,0.084417,0.084189
-1.8,0.079366,0.07973,0.079322,0.079615
-1.6,0.075434,0.075357,0.074706,0.074739
-1.4,0.070345,0.069888,0.069456,0.070465
-1.2,0.065153,0.066085,0.066013,0.06616
-1.0,0.06169,0.061263,0.061036,0.0614
-0.8,0.056867,0.057975,0.057471,0.057276
-0.6,0.052915,0.053327,0.053236,0.052447
-0.4,0.048646,0.049089,0.048504,0.049497
-0.2,0.045347,0.04503,0.045617,0.045413
0.0,0.041798,0.041219,0.041319,0.041846
0.2,0.038606,0.03794,0.038273,0.038008
0.4,0.034723,0.034349,0.034483,0.034792
0.6,0.031602,0.031009,0.031383,0.03171
0.8,0.028731,0.029009,0.029092,0.028767
1.0,0.025763,0.02622,0.026487,0.02577
1.2,0.02367,0.023682,0.023852,0.023356
1.4,0.020781,0.020506,0.0209,0.020858
1.6,0.018525,0.018769,0.018394,0.018782
1.8,0.016493,0.016607,0.016633,0.016268
2.0,0.014348,0.014527,0.014301,0.014291
2.2,0.012567,0.012796,0.012881,0.01273
2.4,0.011057,0.011347,0.011172,0.011294
2.6,0.009641,0.009746,0.009697,0.009498
2.8,0.008606,0.008401,0.008214,0.008478
3.0,0.007227,0.007483,0.0072,0.007145
3.2,0.006024,0.006192,0.006181,0.006015
3.4,0.005246,0.00529,0.005066,0.00501
3.6,0.004429,0.004435,0.004429,0.004335
3.8,0.003564,0.003643,0.00369,0.003664
4.0,0.003097,0.003068,0.003226,0.003179
4.2,0.002463,0.002487,0.002474,0.002369
4.4,0.001963,0.002025,0.002065,0.001996
4.6,0.001494,0.001658,0.001644,0.001651
4.8,0.001293,0.001386,0.001308,0.001389
5.0,0.00103,0.00115,0.001072,0.001096
5.5,5.61E-4,5.54E-4,5.18E-4,5.94E-4
6.0,2.71E-4,3.12E-4,2.9E-4,2.83E-4
6.5,1.17E-4,1.04E-4,1.35E-4,1.01E-4
7.0,6.1E-5,5.4E-5,7.9E-5,4.9E-5
7.5,2.4E-5,9.0E-6,1.4E-5,9.0E-6
8.0,1.5E-5,4.0E-6,6.0E-6,1.1E-5
8.5,0.0,1.0E-6,0.0,5.0E-6
9.0,0.0,3.0E-6,0.0,1.0E-6
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
