SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.443,0.4614,0.4593,0.4504
-18,0.4324,0.4539,0.4644,0.4493
-16,0.4223,0.4451,0.4277,0.4374
-14,0.3926,0.4215,0.4232,0.4219
-12,0.3555,0.4049,0.4068,0.3977
-10,0.3283,0.3859,0.3793,0.3677
-9,0.3168,0.3655,0.3755,0.3501
-8,0.2859,0.365,0.3588,0.3248
-7,0.2638,0.348,0.3452,0.318
-6,0.2465,0.3297,0.3193,0.3068
-5,0.2028,0.3191,0.3192,0.2889
-4,0.181,0.3005,0.2978,0.267
-3.0,0.1664,0.2839,0.2924,0.2555
-2.8,0.1587,0.2855,0.2845,0.2499
-2.6,0.1491,0.282,0.2873,0.2478
-2.4,0.1359,0.291,0.2822,0.2505
-2.2,0.1399,0.2758,0.2771,0.248
-2.0,0.1215,0.2709,0.2806,0.2403
-1.8,0.1266,0.2745,0.2857,0.2405
-1.6,0.1239,0.2698,0.2776,0.2372
-1.4,0.1108,0.2745,0.2725,0.236
-1.2,0.1142,0.2724,0.2734,0.2318
-1.0,0.1036,0.2649,0.2642,0.2363
-0.8,0.0909,0.275,0.2647,0.2199
-0.6,0.0998,0.2614,0.2651,0.2278
-0.4,0.0811,0.2674,0.265,0.2166
-0.2,0.0769,0.2622,0.2679,0.205
0.0,0.0852,0.2557,0.2621,0.2139
0.2,0.0742,0.2681,0.2502,0.208
0.4,0.0646,0.2678,0.2604,0.2074
0.6,0.0618,0.2534,0.2597,0.2138
0.8,0.0639,0.2624,0.2543,0.2019
1.0,0.0578,0.2668,0.2518,0.2031
1.2,0.0556,0.2595,0.2569,0.1969
1.4,0.0465,0.2551,0.2579,0.1938
1.6,0.0465,0.2514,0.2576,0.1976
1.8,0.0404,0.2552,0.2568,0.1945
2.0,0.0396,0.2509,0.2488,0.1891
2.2,0.0319,0.2542,0.2512,0.1817
2.4,0.0313,0.2543,0.2502,0.1836
2.6,0.0296,0.2579,0.2541,0.1852
2.8,0.0291,0.2512,0.2543,0.1853
3.0,0.0225,0.2511,0.2525,0.1817
3.2,0.0178,0.2526,0.2519,0.1692
3.4,0.019,0.249,0.2483,0.175
3.6,0.0172,0.246,0.248,0.1746
3.8,0.0127,0.2573,0.2491,0.1777
4.0,0.0115,0.2521,0.2502,0.1748
4.2,0.0095,0.2519,0.251,0.1735
4.4,0.0114,0.2542,0.2501,0.1632
4.6,0.0085,0.2508,0.2502,0.1721
4.8,0.007,0.2567,0.25,0.1709
5.0,0.0041,0.2504,0.2532,0.1656
5.5,0.0052,0.2489,0.2506,0.167
6.0,0.0029,0.2455,0.2497,0.166
6.5,0.0019,0.249,0.2416,0.1577
7.0,2.0E-4,0.2503,0.2424,0.1573
7.5,1.0E-4,0.2514,0.244,0.1621
8.0,0.0,0.2587,0.2534,0.1646
8.5,0.0,0.2512,0.2483,0.1571
9.0,0.0,0.2503,0.256,0.1587
9.5,0.0,0.2475,0.2505,0.1554
10.0,0.0,0.25,0.25,0.1586
