SNR,TEB_RZ,TEB_NRZ,TEB_NRZT
-20,,0.206133,0.246536
-19,0.297011,0.177632,0.22124
-18,0.276581,0.15215,0.196286
-17,0.251588,0.122881,0.168418
-16,0.226986,0.096741,0.14127
-15,0.200118,0.072953,0.114434
-14,0.172108,0.051316,0.089541
-13,0.144661,0.034136,0.066657
-12,0.116693,0.019691,0.046159
-11,0.091212,0.011347,0.029739
-10.0,0.067803,0.005032,0.01745
-9.5,0.057114,0.003282,0.013221
-9.0,0.047297,0.00207,0.009451
-8.5,0.038046,0.001167,0.006758
-8.0,0.03057,6.35E-4,0.004466
-7.5,0.023645,2.86E-4,0.002834
-7.0,0.017843,1.23E-4,0.001801
-6.5,0.013014,7.3E-5,0.00104
-6.0,0.009372,2.4E-5,5.74E-4
-5.5,0.006264,4.0E-6,3.58E-4
-5.0,0.003976,5.0E-6,1.84E-4
-4.5,0.002835,0.0,9.6E-5
-4.0,0.001625,0.0,3.2E-5
-3.5,9.14E-4,0.0,2.6E-5
-3.0,4.21E-4,0.0,0.0
-2.9,4.06E-4,0.0,0.0
-2.8,4.17E-4,0.0,3.0E-6
-2.7,2.83E-4,0.0,2.0E-6
-2.6,2.41E-4,0.0,0.0
-2.5,1.98E-4,0.0,0.0
-2.4,2.43E-4,0.0,0.0
-2.3,1.66E-4,0.0,0.0
-2.2,1.16E-4,0.0,0.0
-2.1,1.49E-4,0.0,0.0
-2.0,1.06E-4,0.0,0.0
-1.9,7.7E-5,0.0,0.0
-1.8,6.2E-5,0.0,0.0
-1.7,6.8E-5,0.0,0.0
-1.6,3.2E-5,0.0,0.0
-1.5,3.6E-5,0.0,0.0
-1.4,4.0E-5,0.0,0.0
-1.3,5.4E-5,0.0,0.0
-1.2,1.1E-5,0.0,0.0
-1.1,7.0E-6,0.0,0.0
-1.0,1.9E-5,0.0,0.0
-0.9,2.8E-5,0.0,0.0
-0.8,1.3E-5,0.0,0.0
