SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.2258,0.2149,0.2097,0.2175
-18,0.1685,0.167,0.1646,0.1701
-16,0.113,0.1037,0.1111,0.1046
-14,0.0633,0.0536,0.0565,0.0619
-12,0.0319,0.0239,0.0266,0.029
-10,0.0077,0.0077,0.0074,0.0063
-9,0.0038,0.0025,0.0027,0.0042
-8,0.0012,0.0015,8.0E-4,0.0014
-7,3.0E-4,0.0,7.0E-4,4.0E-4
-6,0.0,0.0,0.0,2.0E-4
-5,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0
-3.0,0.0,0.0,0.0,0.0
-2.8,0.0,0.0,0.0,0.0
-2.6,0.0,0.0,0.0,0.0
-2.4,0.0,0.0,0.0,0.0
-2.2,0.0,0.0,0.0,0.0
-2.0,0.0,0.0,0.0,0.0
-1.8,0.0,0.0,0.0,0.0
-1.6,0.0,0.0,0.0,0.0
-1.4,0.0,0.0,0.0,0.0
-1.2,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0
-0.8,0.0,0.0,0.0,0.0
-0.6,0.0,0.0,0.0,0.0
-0.4,0.0,0.0,0.0,0.0
-0.2,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
1.2,0.0,0.0,0.0,0.0
1.4,0.0,0.0,0.0,0.0
1.6,0.0,0.0,0.0,0.0
1.8,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.2,0.0,0.0,0.0,0.0
2.4,0.0,0.0,0.0,0.0
2.6,0.0,0.0,0.0,0.0
2.8,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0
3.2,0.0,0.0,0.0,0.0
3.4,0.0,0.0,0.0,0.0
3.6,0.0,0.0,0.0,0.0
3.8,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
4.2,0.0,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0
4.6,0.0,0.0,0.0,0.0
4.8,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
