SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.47,0.44,0.45,0.4
-18,0.43,0.48,0.35,0.44
-16,0.34,0.35,0.32,0.43
-14,0.44,0.27,0.33,0.29
-12,0.22,0.26,0.29,0.31
-10,0.41,0.23,0.25,0.23
-9,0.16,0.3,0.24,0.22
-8,0.21,0.22,0.09,0.16
-7,0.18,0.2,0.1,0.15
-6,0.11,0.05,0.07,0.16
-5,0.06,0.11,0.12,0.11
-4,0.06,0.14,0.12,0.04
-3.0,0.07,0.03,0.05,0.11
-2.8,0.01,0.07,0.05,0.0
-2.6,0.0,0.03,0.05,0.02
-2.4,0.05,0.04,0.13,0.04
-2.2,0.07,0.04,0.03,0.03
-2.0,0.03,0.03,0.01,0.03
-1.8,0.04,0.07,0.04,0.02
-1.6,0.01,0.05,0.03,0.02
-1.4,0.05,0.04,0.0,0.0
-1.2,0.0,0.0,0.06,0.03
-1.0,0.0,0.05,0.01,0.03
-0.8,0.05,0.01,0.01,0.03
-0.6,0.01,0.0,0.0,0.0
-0.4,0.02,0.03,0.03,0.0
-0.2,0.06,0.02,0.04,0.05
0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.02
0.4,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.04
0.8,0.0,0.0,0.05,0.0
1.0,0.0,0.0,0.01,0.0
1.2,0.0,0.0,0.04,0.0
1.4,0.0,0.02,0.0,0.0
1.6,0.0,0.01,0.0,0.0
1.8,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.2,0.0,0.0,0.0,0.0
2.4,0.0,0.0,0.0,0.0
2.6,0.0,0.0,0.03,0.0
2.8,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0
3.2,0.0,0.0,0.0,0.0
3.4,0.0,0.0,0.0,0.0
3.6,0.0,0.0,0.0,0.0
3.8,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
4.2,0.0,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0
4.6,0.0,0.0,0.0,0.0
4.8,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
