DT,TEB_RZ,TEB_NRZ,TEB_NRZT
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.25,0.0,0.0
7,0.26,0.0,0.0
8,0.29,0.0,0.26
9,0.3,0.0,0.38
10,0.23,0.25,0.35
11,0.25,0.13,0.2
12,0.27,0.12,0.25
13,0.23,0.11,0.3
14,0.12,0.12,0.22
15,0.09,0.12,0.24
16,0.23,0.15,0.31
17,0.16,0.14,0.24
18,0.21,0.12,0.24
19,0.16,0.11,0.27
20,0.21,0.25,0.28
21,0.31,0.11,0.21
22,0.24,0.13,0.22
23,0.25,0.05,0.19
24,0.13,0.11,0.21
25,0.16,0.13,0.18
26,0.23,0.15,0.23
27,0.21,0.11,0.23
28,0.22,0.15,0.27
29,0.21,0.13,0.36
30,0.22,0.26,0.22
31,0.24,0.14,0.22
32,0.22,0.11,0.24
33,0.23,0.11,0.22
34,0.11,0.13,0.17
35,0.09,0.13,0.16
36,0.22,0.04,0.14
37,0.23,0.11,0.15
38,0.19,0.1,0.23
39,0.26,0.15,0.32
40,0.28,0.28,0.23
41,0.24,0.09,0.19
42,0.25,0.15,0.15
43,0.23,0.1,0.19
44,0.08,0.1,0.18
45,0.14,0.12,0.16
46,0.24,0.18,0.15
47,0.23,0.12,0.19
48,0.23,0.08,0.19
49,0.28,0.08,0.27
50,0.21,0.23,0.28
51,0.2,0.09,0.22
52,0.21,0.11,0.18
53,0.27,0.1,0.17
54,0.16,0.07,0.2
55,0.14,0.09,0.16
56,0.25,0.08,0.17
57,0.24,0.08,0.24
58,0.22,0.12,0.18
59,0.2,0.1,0.18
60,0.26,0.21,0.26
61,0.26,0.1,0.17
62,0.22,0.09,0.16
63,0.21,0.13,0.22
64,0.11,0.07,0.19
65,0.12,0.12,0.17
66,0.25,0.11,0.14
67,0.19,0.09,0.17
68,0.18,0.08,0.19
69,0.22,0.11,0.27
70,0.27,0.2,0.22
71,0.19,0.15,0.16
72,0.22,0.08,0.22
73,0.24,0.15,0.16
74,0.11,0.16,0.18
75,0.15,0.12,0.19
76,0.26,0.09,0.17
77,0.21,0.17,0.16
78,0.26,0.11,0.21
79,0.21,0.13,0.25
80,0.22,0.24,0.25
81,0.25,0.11,0.19
82,0.25,0.07,0.18
83,0.19,0.1,0.18
84,0.18,0.12,0.21
85,0.11,0.11,0.22
86,0.22,0.09,0.19
87,0.25,0.06,0.17
88,0.21,0.12,0.2
89,0.24,0.14,0.36
90,0.22,0.2,0.23
91,0.18,0.09,0.17
92,0.2,0.12,0.14
93,0.19,0.13,0.18
94,0.09,0.1,0.15
95,0.07,0.14,0.25
96,0.2,0.07,0.13
97,0.28,0.16,0.15
98,0.22,0.12,0.24
99,0.2,0.09,0.35
100,0.2,0.22,0.25
101,0.25,0.1,0.14
102,0.21,0.13,0.17
103,0.22,0.11,0.14
104,0.11,0.12,0.21
105,0.1,0.12,0.2
106,0.2,0.08,0.2
107,0.22,0.12,0.17
108,0.19,0.13,0.18
109,0.24,0.12,0.22
110,0.22,0.21,0.17
111,0.23,0.13,0.14
112,0.21,0.13,0.13
113,0.19,0.09,0.16
114,0.06,0.11,0.18
115,0.1,0.11,0.21
116,0.22,0.08,0.16
117,0.22,0.09,0.18
118,0.22,0.09,0.24
119,0.23,0.09,0.23
120,0.24,0.2,0.21
