SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.31,0.42,0.38,0.32
-18,0.23,0.36,0.38,0.47
-16,0.29,0.27,0.33,0.3
-14,0.26,0.26,0.36,0.32
-12,0.13,0.31,0.25,0.31
-10,0.12,0.22,0.29,0.18
-9,0.03,0.23,0.21,0.21
-8,0.04,0.2,0.29,0.23
-7,0.03,0.11,0.18,0.18
-6,0.02,0.25,0.19,0.2
-5,0.0,0.13,0.18,0.17
-4,0.0,0.15,0.35,0.23
-3.0,0.0,0.11,0.24,0.09
-2.8,0.01,0.13,0.16,0.17
-2.6,0.0,0.07,0.25,0.18
-2.4,0.0,0.08,0.26,0.14
-2.2,0.0,0.12,0.26,0.12
-2.0,0.0,0.1,0.25,0.08
-1.8,0.0,0.09,0.26,0.13
-1.6,0.0,0.12,0.26,0.16
-1.4,0.0,0.05,0.21,0.1
-1.2,0.0,0.07,0.16,0.11
-1.0,0.0,0.1,0.22,0.17
-0.8,0.0,0.06,0.24,0.09
-0.6,0.0,0.18,0.25,0.12
-0.4,0.0,0.07,0.27,0.14
-0.2,0.0,0.12,0.23,0.18
0.0,0.0,0.09,0.29,0.13
0.2,0.0,0.08,0.24,0.12
0.4,0.0,0.09,0.31,0.13
0.6,0.0,0.02,0.27,0.11
0.8,0.0,0.04,0.21,0.18
1.0,0.0,0.12,0.27,0.13
1.2,0.0,0.07,0.24,0.12
1.4,0.0,0.04,0.25,0.13
1.6,0.0,0.01,0.25,0.24
1.8,0.0,0.0,0.29,0.13
2.0,0.0,0.0,0.25,0.18
2.2,0.0,0.02,0.3,0.21
2.4,0.0,0.06,0.27,0.11
2.6,0.0,0.01,0.27,0.14
2.8,0.0,0.05,0.15,0.25
3.0,0.0,0.05,0.23,0.07
3.2,0.0,0.04,0.23,0.15
3.4,0.0,0.05,0.34,0.12
3.6,0.0,0.04,0.37,0.13
3.8,0.0,0.04,0.3,0.19
4.0,0.0,0.0,0.18,0.21
4.2,0.0,0.0,0.23,0.17
4.4,0.0,0.0,0.29,0.18
4.6,0.0,0.04,0.27,0.14
4.8,0.0,0.01,0.26,0.13
5.0,0.0,0.02,0.21,0.21
5.5,0.0,0.0,0.18,0.28
6.0,0.0,0.02,0.22,0.21
6.5,0.0,0.01,0.26,0.17
7.0,0.0,0.02,0.23,0.16
7.5,0.0,0.0,0.27,0.2
8.0,0.0,0.0,0.28,0.13
8.5,0.0,0.01,0.23,0.17
9.0,0.0,0.02,0.23,0.15
9.5,0.0,0.0,0.2,0.2
10.0,0.0,0.0,0.22,0.19
