SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.3811,0.3845,0.3796,0.3819
-18,0.3463,0.3438,0.3512,0.3562
-16,0.3274,0.3135,0.3112,0.3178
-14,0.2733,0.2703,0.2802,0.2785
-12,0.2308,0.2305,0.2383,0.2349
-10,0.1756,0.1676,0.1727,0.1796
-9,0.1519,0.1432,0.1442,0.1497
-8,0.1207,0.1236,0.1204,0.1185
-7,0.089,0.0907,0.099,0.09
-6,0.0716,0.0701,0.0777,0.0709
-5,0.0498,0.048,0.0466,0.0469
-4,0.0312,0.0281,0.0317,0.0368
-3.0,0.019,0.0224,0.0216,0.0206
-2.8,0.0202,0.0193,0.0155,0.0196
-2.6,0.0148,0.0142,0.0172,0.0149
-2.4,0.0134,0.0135,0.013,0.0127
-2.2,0.0129,0.0156,0.0113,0.0169
-2.0,0.0119,0.0106,0.0112,0.0091
-1.8,0.0089,0.0112,0.0089,0.0103
-1.6,0.0085,0.0076,0.0093,0.0107
-1.4,0.0083,0.0068,0.0078,0.0076
-1.2,0.0062,0.0042,0.0073,0.0071
-1.0,0.0073,0.0044,0.0049,0.0063
-0.8,0.0027,0.0039,0.0042,0.006
-0.6,0.0026,0.0043,0.0039,0.0026
-0.4,0.0019,0.0031,0.0027,0.0032
-0.2,0.0038,0.0031,0.0022,0.0025
0.0,0.0014,0.0025,0.0025,0.0035
0.2,0.0017,0.0034,0.0017,0.0022
0.4,0.0021,0.0019,0.0014,0.0017
0.6,0.0018,0.0012,0.0015,9.0E-4
0.8,0.0013,6.0E-4,0.0015,0.0011
1.0,6.0E-4,8.0E-4,6.0E-4,6.0E-4
1.2,6.0E-4,6.0E-4,5.0E-4,4.0E-4
1.4,2.0E-4,2.0E-4,8.0E-4,7.0E-4
1.6,1.0E-4,5.0E-4,2.0E-4,4.0E-4
1.8,6.0E-4,3.0E-4,3.0E-4,1.0E-4
2.0,1.0E-4,1.0E-4,0.0,2.0E-4
2.2,2.0E-4,1.0E-4,0.0,2.0E-4
2.4,2.0E-4,3.0E-4,1.0E-4,0.0
2.6,0.0,1.0E-4,1.0E-4,2.0E-4
2.8,1.0E-4,2.0E-4,0.0,2.0E-4
3.0,0.0,1.0E-4,0.0,2.0E-4
3.2,0.0,2.0E-4,0.0,0.0
3.4,2.0E-4,1.0E-4,0.0,4.0E-4
3.6,3.0E-4,0.0,0.0,0.0
3.8,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
4.2,0.0,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0
4.6,0.0,0.0,0.0,0.0
4.8,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
