DT,TEB_RZ,TEB_NRZ,TEB_NRZT
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.249954,0.0,0.0
7,0.250089,0.0,0.0
8,0.250031,0.0,0.24979
9,0.249931,0.0,0.500703
10,0.249816,0.250014,0.375165
11,0.249028,0.125038,0.250236
12,0.25001,0.124873,0.249991
13,0.250261,0.124555,0.250107
14,0.125317,0.124953,0.250353
15,0.124784,0.125022,0.250138
16,0.250193,0.12502,0.24952
17,0.249905,0.124653,0.250462
18,0.250451,0.124922,0.250064
19,0.250008,0.124843,0.250226
20,0.24996,0.249686,0.250095
21,0.249916,0.124801,0.187286
22,0.249949,0.125169,0.187998
23,0.24988,0.125123,0.18793
24,0.124613,0.125324,0.187882
25,0.125056,0.125302,0.187907
26,0.250186,0.124617,0.18716
27,0.250323,0.124823,0.187448
28,0.24986,0.124089,0.250113
29,0.249834,0.12456,0.281521
30,0.250026,0.250241,0.2499
31,0.249838,0.125069,0.186852
32,0.249595,0.125382,0.187599
33,0.24996,0.124634,0.187772
34,0.125143,0.125175,0.187294
35,0.124752,0.125356,0.187624
36,0.24953,0.125308,0.187621
37,0.249845,0.124619,0.187415
38,0.250359,0.125715,0.249912
39,0.249996,0.124869,0.280962
40,0.249982,0.249785,0.250035
41,0.250141,0.125164,0.187899
42,0.249846,0.124695,0.187842
43,0.250011,0.125083,0.187038
44,0.124658,0.125514,0.18748
45,0.12462,0.125649,0.187799
46,0.249916,0.125429,0.187841
47,0.249691,0.124519,0.187849
48,0.249764,0.125009,0.25009
49,0.249948,0.125151,0.281041
50,0.250328,0.249708,0.250083
51,0.250231,0.124902,0.187528
52,0.249988,0.125331,0.187027
53,0.250207,0.125105,0.186986
54,0.125122,0.125046,0.1873
55,0.125127,0.125009,0.187697
56,0.249721,0.125041,0.187283
57,0.250221,0.124348,0.187404
58,0.249831,0.124782,0.250191
59,0.249867,0.124535,0.281371
60,0.250175,0.249742,0.249632
61,0.249791,0.125441,0.187239
62,0.250456,0.124961,0.187339
63,0.249678,0.125099,0.187393
64,0.125569,0.125131,0.187733
65,0.125023,0.12497,0.187767
66,0.250091,0.124959,0.187361
67,0.250572,0.124837,0.187529
68,0.24971,0.125216,0.249636
69,0.250027,0.124797,0.280789
70,0.250018,0.250275,0.250292
71,0.250442,0.124355,0.187693
72,0.250114,0.125656,0.187498
73,0.249868,0.1244,0.187405
74,0.124787,0.125422,0.18793
75,0.125095,0.125148,0.188141
76,0.250195,0.124987,0.187521
77,0.250288,0.125118,0.187746
78,0.24967,0.124872,0.249853
79,0.249767,0.124431,0.281134
80,0.250103,0.250005,0.250243
81,0.250208,0.124965,0.187333
82,0.250005,0.124775,0.187418
83,0.250288,0.125013,0.187358
84,0.125028,0.124832,0.187669
85,0.125189,0.125254,0.187635
86,0.250376,0.124923,0.187373
87,0.249826,0.125181,0.187624
88,0.250177,0.124943,0.250001
89,0.249527,0.125229,0.28029
90,0.24998,0.249876,0.249734
91,0.249805,0.124586,0.1878
92,0.249985,0.125065,0.187448
93,0.249894,0.124757,0.187568
94,0.124858,0.124691,0.187666
95,0.124876,0.125179,0.187508
96,0.249662,0.1252,0.187177
97,0.250238,0.125422,0.187343
98,0.250033,0.124897,0.250068
99,0.250075,0.124445,0.28136
100,0.249781,0.250329,0.249847
101,0.249914,0.124772,0.188074
102,0.249967,0.124477,0.18753
103,0.250032,0.124881,0.187468
104,0.125147,0.12533,0.187946
105,0.124662,0.124764,0.187587
106,0.249793,0.12428,0.187056
107,0.24963,0.12493,0.187483
108,0.249446,0.125006,0.249888
109,0.249958,0.125448,0.281993
110,0.249812,0.250065,0.249827
111,0.250331,0.125271,0.187591
112,0.249756,0.125061,0.186907
113,0.249749,0.125036,0.187617
114,0.124851,0.124889,0.187596
115,0.124547,0.124886,0.188032
116,0.249781,0.124763,0.187571
117,0.250259,0.124933,0.187481
118,0.249873,0.125012,0.250191
119,0.249621,0.124985,0.280625
120,0.250234,0.24998,0.249942
