SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.4127,0.4402,0.4362,0.4261
-18,0.3897,0.4361,0.4286,0.4221
-16,0.3557,0.409,0.3962,0.3958
-14,0.3211,0.3824,0.3845,0.3728
-12,0.2807,0.365,0.3605,0.3328
-10,0.2323,0.3318,0.337,0.3098
-9,0.2126,0.3223,0.3233,0.2872
-8,0.2019,0.3102,0.3109,0.269
-7,0.1596,0.2981,0.2874,0.2546
-6,0.1259,0.2906,0.271,0.2365
-5,0.1001,0.2705,0.2745,0.2335
-4,0.0772,0.2648,0.263,0.2105
-3.0,0.0522,0.2671,0.2577,0.198
-2.8,0.0472,0.2574,0.2491,0.1991
-2.6,0.0496,0.2569,0.247,0.2015
-2.4,0.0451,0.2608,0.2625,0.1949
-2.2,0.0441,0.2561,0.2508,0.1914
-2.0,0.0363,0.2583,0.2569,0.1908
-1.8,0.0369,0.2525,0.2544,0.1831
-1.6,0.0328,0.2523,0.2536,0.1867
-1.4,0.0283,0.2528,0.2563,0.1806
-1.2,0.026,0.2586,0.2505,0.1902
-1.0,0.017,0.2547,0.2502,0.1811
-0.8,0.0216,0.2556,0.2464,0.181
-0.6,0.0215,0.2502,0.2468,0.1739
-0.4,0.0195,0.2575,0.2505,0.1781
-0.2,0.0152,0.2517,0.2453,0.1723
0.0,0.0118,0.2531,0.2428,0.1659
0.2,0.014,0.2526,0.2453,0.1722
0.4,0.0117,0.2484,0.2505,0.1631
0.6,0.0105,0.2509,0.2499,0.1669
0.8,0.0081,0.2486,0.2522,0.1642
1.0,0.0055,0.2552,0.2486,0.1745
1.2,0.0045,0.2471,0.2511,0.1666
1.4,0.0036,0.2523,0.2545,0.1667
1.6,0.004,0.2485,0.2543,0.1625
1.8,0.003,0.2568,0.2505,0.1669
2.0,0.0026,0.2517,0.2442,0.1637
2.2,0.0016,0.2442,0.2507,0.1641
2.4,0.0015,0.2545,0.2519,0.1671
2.6,8.0E-4,0.2525,0.2529,0.1606
2.8,0.0013,0.2473,0.246,0.1607
3.0,0.0017,0.2507,0.2484,0.1594
3.2,6.0E-4,0.2481,0.2479,0.1555
3.4,5.0E-4,0.2489,0.2526,0.1535
3.6,2.0E-4,0.2476,0.2514,0.1589
3.8,1.0E-4,0.2482,0.2496,0.161
4.0,2.0E-4,0.2601,0.249,0.1605
4.2,0.0,0.2566,0.2436,0.157
4.4,0.0,0.2523,0.2478,0.1619
4.6,0.0,0.2521,0.2469,0.1553
4.8,3.0E-4,0.2509,0.2512,0.1608
5.0,0.0,0.2458,0.2509,0.1626
5.5,0.0,0.2469,0.2495,0.1603
6.0,0.0,0.2435,0.2504,0.1616
6.5,0.0,0.2531,0.2444,0.1625
7.0,0.0,0.2496,0.2513,0.157
7.5,0.0,0.2543,0.2474,0.1657
8.0,0.0,0.2454,0.2482,0.1709
8.5,0.0,0.2492,0.2487,0.1654
9.0,0.0,0.2488,0.2536,0.1714
9.5,0.0,0.2449,0.2529,0.1697
10.0,0.0,0.253,0.2473,0.1734
