SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.41,0.36,0.4,0.35
-18,0.36,0.38,0.4,0.39
-16,0.21,0.41,0.31,0.34
-14,0.35,0.39,0.3,0.3
-12,0.14,0.28,0.38,0.23
-10,0.21,0.33,0.14,0.2
-9,0.09,0.28,0.31,0.23
-8,0.04,0.28,0.29,0.22
-7,0.11,0.32,0.26,0.23
-6,0.07,0.2,0.28,0.09
-5,0.14,0.27,0.21,0.13
-4,0.08,0.16,0.24,0.14
-3.0,0.0,0.22,0.26,0.13
-2.8,0.0,0.24,0.27,0.11
-2.6,0.0,0.26,0.23,0.17
-2.4,0.04,0.17,0.21,0.1
-2.2,0.0,0.21,0.2,0.12
-2.0,0.0,0.24,0.23,0.1
-1.8,0.0,0.24,0.24,0.1
-1.6,0.0,0.18,0.29,0.14
-1.4,0.03,0.21,0.26,0.14
-1.2,0.0,0.24,0.21,0.06
-1.0,0.0,0.21,0.21,0.18
-0.8,0.0,0.15,0.21,0.15
-0.6,0.0,0.19,0.24,0.14
-0.4,0.0,0.27,0.2,0.1
-0.2,0.0,0.22,0.27,0.1
0.0,0.03,0.17,0.26,0.13
0.2,0.0,0.18,0.22,0.1
0.4,0.0,0.23,0.26,0.11
0.6,0.0,0.29,0.24,0.07
0.8,0.0,0.23,0.23,0.13
1.0,0.0,0.18,0.17,0.1
1.2,0.0,0.27,0.27,0.06
1.4,0.0,0.18,0.21,0.12
1.6,0.0,0.17,0.25,0.1
1.8,0.0,0.21,0.28,0.1
2.0,0.0,0.16,0.18,0.09
2.2,0.0,0.23,0.22,0.12
2.4,0.0,0.19,0.17,0.07
2.6,0.0,0.24,0.18,0.13
2.8,0.0,0.27,0.28,0.06
3.0,0.0,0.24,0.24,0.14
3.2,0.0,0.2,0.16,0.07
3.4,0.0,0.19,0.26,0.12
3.6,0.0,0.19,0.28,0.09
3.8,0.0,0.24,0.24,0.08
4.0,0.0,0.2,0.25,0.13
4.2,0.0,0.26,0.24,0.11
4.4,0.0,0.21,0.25,0.1
4.6,0.0,0.22,0.18,0.09
4.8,0.0,0.25,0.22,0.13
5.0,0.0,0.18,0.2,0.09
5.5,0.0,0.17,0.19,0.13
6.0,0.0,0.28,0.26,0.1
6.5,0.0,0.22,0.29,0.11
7.0,0.0,0.19,0.28,0.16
7.5,0.0,0.22,0.27,0.12
8.0,0.0,0.21,0.22,0.08
8.5,0.0,0.22,0.24,0.09
9.0,0.0,0.24,0.22,0.08
9.5,0.0,0.21,0.24,0.09
10.0,0.0,0.23,0.22,0.11
