SNR,TEB_RZ,TEB_NRZ,TEB_NRZT
-20,0.4199,0.3785,0.3713
-19,0.4091,0.3394,0.3661
-18,0.3957,0.3399,0.3333
-17,0.3775,0.3182,0.3348
-16,0.3805,0.2901,0.2977
-15,0.36,0.2837,0.2686
-14,0.337,0.2445,0.2641
-13,0.3092,0.2239,0.2218
-12,0.2966,0.1864,0.1994
-11,0.2867,0.1706,0.1683
-10.0,0.2646,0.1463,0.1499
-9.5,0.2458,0.1226,0.1373
-9.0,0.2177,0.1185,0.1187
-8.5,0.1979,0.1135,0.102
-8.0,0.1977,0.1018,0.0844
-7.5,0.1839,0.081,0.079
-7.0,0.1654,0.0602,0.066
-6.5,0.1654,0.0458,0.0687
-6.0,0.1454,0.0441,0.0514
-5.5,0.1234,0.0361,0.0379
-5.0,0.1193,0.0337,0.0347
-4.5,0.1144,0.0258,0.0201
-4.0,0.0824,0.0178,0.0184
-3.5,0.0851,0.0157,0.0113
-3.0,0.0691,0.0072,0.0103
-2.9,0.0664,0.0099,0.0105
-2.8,0.067,0.0083,0.0065
-2.7,0.0624,0.0089,0.0075
-2.6,0.0551,0.0066,0.006
-2.5,0.0613,0.0077,0.0061
-2.4,0.0446,0.0039,0.006
-2.3,0.0505,0.0056,0.0034
-2.2,0.0427,0.0052,0.0034
-2.1,0.0519,0.0055,0.0034
-2.0,0.0467,0.0033,0.0027
-1.9,0.0479,0.005,0.0051
-1.8,0.0496,0.0036,0.0013
-1.7,0.0401,0.0047,0.0043
-1.6,0.0459,0.0032,0.0027
-1.5,0.0312,0.0031,0.0021
-1.4,0.033,0.0026,0.0041
-1.3,0.0316,0.0029,0.0015
-1.2,0.0337,0.001,0.0035
-1.1,0.029,0.0027,9.0E-4
-1.0,0.0284,0.0013,4.0E-4
-0.9,0.0313,0.0014,0.0018
-0.8,0.032,0.001,0.0015
-0.7,0.0267,0.0011,0.0012
-0.6,0.0326,0.0,5.0E-4
-0.5,0.0272,7.0E-4,3.0E-4
-0.4,0.0185,0.0017,6.0E-4
-0.3,0.0229,7.0E-4,7.0E-4
-0.2,0.0206,5.0E-4,0.0011
-0.1,0.0268,0.0011,0.0
0.0,0.0153,0.0015,7.0E-4
0.1,0.0194,3.0E-4,9.0E-4
0.2,0.0129,0.001,0.0
0.3,0.0152,0.001,8.0E-4
0.4,0.012,4.0E-4,0.0
0.5,0.0138,4.0E-4,0.0
0.6,0.0142,0.0,2.0E-4
0.7,0.0122,0.0,0.0
0.8,0.0108,0.0,6.0E-4
0.9,0.0118,0.0,4.0E-4
1.0,0.0125,0.0,0.0
1.1,0.0125,0.0,0.0
1.2,0.0072,0.0,0.0
1.3,0.0079,0.0,0.0
1.4,0.0065,0.0,0.0
1.5,0.0052,0.0,0.0
1.6,0.0035,0.0,0.0
1.7,0.0069,0.0,0.0
1.8,0.0048,0.0,0.0
1.9,0.0043,0.0,0.0
2.0,0.0062,0.0,0.0
2.1,0.0054,6.0E-4,0.0
2.2,0.002,0.0,0.0
2.3,0.0042,0.0,0.0
2.4,0.001,0.0,0.0
2.5,0.0016,0.0,0.0
2.6,0.0029,0.0,0.0
2.7,0.0031,0.0,0.0
2.8,0.0015,0.0,0.0
2.9,0.0032,0.0,0.0
3.0,0.0022,0.0,0.0
3.1,0.0034,0.0,0.0
3.2,0.003,0.0,0.0
3.3,9.0E-4,0.0,0.0
3.4,6.0E-4,0.0,0.0
3.5,0.0019,0.0,0.0
3.6,0.0029,0.0,0.0
3.7,8.0E-4,0.0,0.0
3.8,0.0018,0.0,0.0
3.9,0.0015,0.0,0.0
4.0,2.0E-4,0.0,0.0
4.1,0.0,0.0,0.0
4.2,0.0,0.0,0.0
4.3,6.0E-4,0.0,0.0
4.4,0.0011,0.0,0.0
4.5,3.0E-4,0.0,0.0
4.6,0.0,0.0,0.0
4.7,0.0,0.0,0.0
4.8,0.0,0.0,0.0
4.9,0.0,0.0,0.0
5.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0
6.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0
7.0,0.0,0.0,0.0
