SNR,TEB_RZ,TEB_NRZ,TEB_NRZT
-20,0.3578,0.2611,0.3081
-19,0.3534,0.2548,0.2875
-18,0.3174,0.2425,0.2761
-17,0.3103,0.2054,0.2427
-16,0.3009,0.171,0.2102
-15,0.2733,0.1494,0.1916
-14,0.2469,0.1233,0.1623
-13,0.2157,0.1087,0.1369
-12,0.1942,0.0807,0.0984
-11,0.1704,0.057,0.0689
-10.0,0.1322,0.0233,0.0655
-9.5,0.1305,0.0343,0.0434
-9.0,0.1253,0.0224,0.0359
-8.5,0.0911,0.0144,0.0313
-8.0,0.0946,0.0094,0.0303
-7.5,0.0754,0.0072,0.0204
-7.0,0.0697,0.0067,0.0098
-6.5,0.0548,0.0052,0.0141
-6.0,0.0428,0.0014,0.0094
-5.5,0.0405,4.0E-4,0.0042
-5.0,0.0313,0.0015,0.004
-4.5,0.0227,3.0E-4,0.0031
-4.0,0.0195,3.0E-4,0.0016
-3.5,0.0108,0.0,6.0E-4
-3.0,0.0035,0.0,3.0E-4
-2.9,0.0084,0.0,1.0E-4
-2.8,0.009,0.0,5.0E-4
-2.7,0.0104,0.0,0.0
-2.6,0.0112,0.0,0.0
-2.5,0.0039,0.0,0.0
-2.4,0.0034,0.0,0.0
-2.3,0.0063,0.0,0.0
-2.2,0.0057,0.0,0.0
-2.1,0.0063,0.0,4.0E-4
-2.0,0.0057,0.0,0.0
-1.9,0.0044,0.0,0.0
-1.8,0.0032,0.0,0.0
-1.7,0.003,0.0,0.0
-1.6,0.0024,0.0,0.0
-1.5,0.0018,0.0,0.0
-1.4,0.0032,0.0,0.0
-1.3,5.0E-4,0.0,0.0
-1.2,0.002,0.0,0.0
-1.1,0.0014,0.0,0.0
-1.0,0.0031,0.0,0.0
-0.9,0.0024,0.0,0.0
-0.8,5.0E-4,0.0,0.0
-0.7,4.0E-4,0.0,0.0
-0.6,0.0018,0.0,0.0
-0.5,6.0E-4,0.0,0.0
-0.4,0.0012,0.0,0.0
-0.3,4.0E-4,0.0,0.0
-0.2,5.0E-4,0.0,0.0
-0.1,9.0E-4,0.0,0.0
0.0,2.0E-4,0.0,0.0
0.1,0.0,0.0,0.0
0.2,0.0,0.0,0.0
0.3,0.0,0.0,0.0
0.4,6.0E-4,0.0,0.0
0.5,2.0E-4,0.0,0.0
0.6,0.0,0.0,0.0
0.7,0.0,0.0,0.0
0.8,0.0,0.0,0.0
0.9,0.0,0.0,0.0
