SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.4318,0.4177,0.4223,0.4414
-18,0.4089,0.4053,0.4148,0.416
-16,0.3833,0.3898,0.3973,0.3895
-14,0.3653,0.3742,0.3678,0.3725
-12,0.3359,0.3299,0.3249,0.3256
-10,0.294,0.2922,0.2951,0.2931
-9,0.2618,0.265,0.2677,0.2654
-8,0.2432,0.2431,0.2404,0.2485
-7,0.219,0.2192,0.216,0.2174
-6,0.1959,0.2052,0.1999,0.1895
-5,0.1699,0.1665,0.1658,0.1658
-4,0.138,0.1371,0.1324,0.1432
-3.0,0.1037,0.1088,0.1084,0.1127
-2.8,0.1087,0.0923,0.1104,0.1066
-2.6,0.0996,0.1076,0.0895,0.0945
-2.4,0.0946,0.0969,0.0981,0.084
-2.2,0.0846,0.0868,0.092,0.0887
-2.0,0.0847,0.0814,0.0913,0.0784
-1.8,0.081,0.0794,0.0709,0.0765
-1.6,0.0754,0.0765,0.0753,0.0722
-1.4,0.0731,0.071,0.0685,0.0696
-1.2,0.0609,0.0653,0.064,0.0696
-1.0,0.0549,0.0653,0.0602,0.0562
-0.8,0.0579,0.0575,0.0583,0.0562
-0.6,0.0487,0.0579,0.0499,0.0554
-0.4,0.0447,0.0443,0.0543,0.0506
-0.2,0.0475,0.0459,0.0434,0.0479
0.0,0.0434,0.0412,0.0401,0.0411
0.2,0.0341,0.0403,0.0371,0.0303
0.4,0.039,0.0377,0.0378,0.0332
0.6,0.0283,0.04,0.0331,0.0292
0.8,0.031,0.0311,0.0308,0.027
1.0,0.0265,0.0253,0.0244,0.0268
1.2,0.0272,0.0214,0.0271,0.025
1.4,0.0202,0.0235,0.0223,0.0207
1.6,0.0181,0.0178,0.0192,0.0197
1.8,0.0195,0.0146,0.015,0.0161
2.0,0.0139,0.0139,0.0156,0.0135
2.2,0.014,0.0108,0.0128,0.013
2.4,0.0108,0.0104,0.0147,0.0116
2.6,0.0081,0.0106,0.0071,0.0102
2.8,0.0116,0.0091,0.0096,0.0076
3.0,0.009,0.007,0.0084,0.0086
3.2,0.0046,0.0076,0.0068,0.0068
3.4,0.0043,0.0056,0.0055,0.0039
3.6,0.0055,0.0057,0.0041,0.0047
3.8,0.0038,0.0036,0.0028,0.0027
4.0,0.0036,0.0027,0.0043,0.003
4.2,0.0031,0.0016,0.0024,0.0031
4.4,0.0017,0.0013,0.0018,0.0028
4.6,0.0019,0.0016,0.0016,0.003
4.8,0.0015,0.0015,0.001,0.0018
5.0,0.0012,3.0E-4,6.0E-4,0.001
5.5,0.0,3.0E-4,7.0E-4,4.0E-4
6.0,0.0,6.0E-4,0.0,3.0E-4
6.5,0.0,0.0,0.0,1.0E-4
7.0,3.0E-4,0.0,0.0,0.0
7.5,4.0E-4,0.0,1.0E-4,0.0
8.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
