SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.16,0.22,0.3,0.23
-18,0.12,0.15,0.33,0.18
-16,0.05,0.02,0.29,0.21
-14,0.12,0.02,0.32,0.13
-12,0.0,0.03,0.3,0.13
-10,0.0,0.05,0.21,0.16
-9,0.04,0.03,0.21,0.1
-8,0.0,0.0,0.26,0.06
-7,0.0,0.0,0.3,0.17
-6,0.0,0.0,0.26,0.18
-5,0.0,0.0,0.25,0.1
-4,0.0,0.0,0.28,0.09
-3.0,0.0,0.0,0.24,0.1
-2.8,0.0,0.0,0.26,0.02
-2.6,0.0,0.0,0.26,0.05
-2.4,0.0,0.0,0.27,0.08
-2.2,0.0,0.0,0.17,0.05
-2.0,0.0,0.0,0.34,0.03
-1.8,0.0,0.0,0.21,0.13
-1.6,0.0,0.0,0.32,0.15
-1.4,0.0,0.0,0.3,0.1
-1.2,0.0,0.0,0.28,0.08
-1.0,0.0,0.0,0.31,0.1
-0.8,0.0,0.0,0.19,0.04
-0.6,0.0,0.0,0.24,0.09
-0.4,0.0,0.0,0.16,0.05
-0.2,0.0,0.0,0.24,0.05
0.0,0.0,0.0,0.24,0.01
0.2,0.0,0.0,0.23,0.05
0.4,0.0,0.0,0.17,0.01
0.6,0.0,0.0,0.27,0.05
0.8,0.0,0.0,0.22,0.04
1.0,0.0,0.0,0.21,0.02
1.2,0.0,0.0,0.24,0.03
1.4,0.0,0.0,0.19,0.05
1.6,0.0,0.0,0.26,0.0
1.8,0.0,0.0,0.26,0.02
2.0,0.0,0.0,0.24,0.0
2.2,0.0,0.0,0.28,0.03
2.4,0.0,0.0,0.27,0.05
2.6,0.0,0.0,0.25,0.01
2.8,0.0,0.0,0.25,0.04
3.0,0.0,0.0,0.15,0.02
3.2,0.0,0.0,0.2,0.01
3.4,0.0,0.0,0.26,0.0
3.6,0.0,0.0,0.21,0.0
3.8,0.0,0.0,0.26,0.02
4.0,0.0,0.0,0.28,0.0
4.2,0.0,0.0,0.25,0.02
4.4,0.0,0.0,0.24,0.0
4.6,0.0,0.0,0.2,0.0
4.8,0.0,0.0,0.25,0.0
5.0,0.0,0.0,0.29,0.01
5.5,0.0,0.0,0.23,0.02
6.0,0.0,0.0,0.28,0.01
6.5,0.0,0.0,0.23,0.0
7.0,0.0,0.0,0.21,0.0
7.5,0.0,0.0,0.26,0.0
8.0,0.0,0.0,0.27,0.0
8.5,0.0,0.0,0.25,0.0
9.0,0.0,0.0,0.26,0.0
9.5,0.0,0.0,0.26,0.0
10.0,0.0,0.0,0.27,0.0
