SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.413055,0.413087,0.411816,0.411072
-18,0.388371,0.388714,0.388378,0.388748
-16,0.361525,0.361791,0.361974,0.362005
-14,0.328261,0.328502,0.328734,0.327512
-12,0.286779,0.286622,0.287308,0.288486
-10,0.239984,0.238323,0.240305,0.240549
-9,0.212578,0.214021,0.21416,0.212853
-8,0.186789,0.186473,0.186855,0.185381
-7,0.158881,0.159018,0.158207,0.157953
-6,0.130898,0.130637,0.131592,0.130121
-5,0.104349,0.103909,0.103983,0.103986
-4,0.079128,0.0791,0.079443,0.079051
-3.0,0.057398,0.056387,0.056097,0.057688
-2.8,0.052177,0.053015,0.053013,0.052947
-2.6,0.048487,0.048545,0.049135,0.048714
-2.4,0.044979,0.045134,0.045173,0.045098
-2.2,0.041064,0.041051,0.041387,0.041223
-2.0,0.03758,0.037878,0.037561,0.03812
-1.8,0.034378,0.035019,0.034684,0.034607
-1.6,0.031609,0.030999,0.031935,0.03178
-1.4,0.028169,0.028243,0.028576,0.028067
-1.2,0.025622,0.025809,0.025911,0.025873
-1.0,0.022919,0.023076,0.02322,0.023191
-0.8,0.021244,0.02059,0.020604,0.020565
-0.6,0.01802,0.018377,0.019003,0.018403
-0.4,0.016373,0.016497,0.016606,0.016148
-0.2,0.01443,0.014282,0.014459,0.014439
0.0,0.012587,0.012782,0.012726,0.012596
0.2,0.011023,0.011002,0.011048,0.010846
0.4,0.009768,0.009826,0.009392,0.010024
0.6,0.008227,0.00826,0.008325,0.008316
0.8,0.007054,0.00711,0.007211,0.007311
1.0,0.006066,0.006071,0.006049,0.006147
1.2,0.004907,0.005145,0.005128,0.005113
1.4,0.004217,0.00424,0.004273,0.004121
1.6,0.003676,0.003722,0.003662,0.003549
1.8,0.003139,0.003065,0.002962,0.002925
2.0,0.00235,0.002553,0.0024,0.00238
2.2,0.0019,0.001986,0.001995,0.001917
2.4,0.001662,0.001528,0.00166,0.001589
2.6,0.001304,0.001299,0.001292,0.001323
2.8,9.52E-4,0.001032,9.68E-4,9.1E-4
3.0,7.68E-4,8.73E-4,7.38E-4,8.44E-4
3.2,6.44E-4,5.97E-4,6.52E-4,6.36E-4
3.4,4.64E-4,5.06E-4,4.31E-4,5.3E-4
3.6,3.97E-4,3.47E-4,3.03E-4,3.36E-4
3.8,2.59E-4,2.64E-4,3.19E-4,2.41E-4
4.0,1.66E-4,2.39E-4,2.41E-4,1.72E-4
4.2,1.21E-4,1.31E-4,1.59E-4,1.17E-4
4.4,1.15E-4,9.4E-5,1.1E-4,9.6E-5
4.6,5.9E-5,7.6E-5,6.5E-5,7.7E-5
4.8,4.8E-5,4.3E-5,4.3E-5,7.7E-5
5.0,4.0E-5,5.2E-5,4.7E-5,3.7E-5
5.5,1.1E-5,1.8E-5,1.8E-5,7.0E-6
6.0,5.0E-6,1.0E-6,2.0E-6,1.3E-5
6.5,2.0E-6,3.0E-6,2.0E-6,4.0E-6
7.0,0.0,1.0E-6,0.0,0.0
7.5,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
