SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.35,0.39,0.46,0.4
-18,0.28,0.44,0.48,0.48
-16,0.27,0.4,0.4,0.33
-14,0.22,0.32,0.34,0.3
-12,0.23,0.29,0.46,0.36
-10,0.11,0.31,0.21,0.24
-9,0.04,0.26,0.38,0.3
-8,0.11,0.31,0.19,0.18
-7,0.04,0.27,0.29,0.18
-6,0.08,0.23,0.21,0.25
-5,0.06,0.26,0.28,0.14
-4,0.03,0.18,0.23,0.2
-3.0,0.0,0.18,0.25,0.09
-2.8,0.05,0.18,0.2,0.14
-2.6,0.06,0.24,0.19,0.12
-2.4,0.01,0.13,0.22,0.08
-2.2,0.0,0.17,0.21,0.09
-2.0,0.02,0.11,0.25,0.14
-1.8,0.0,0.21,0.21,0.1
-1.6,0.0,0.15,0.25,0.08
-1.4,0.0,0.27,0.18,0.08
-1.2,0.03,0.25,0.2,0.05
-1.0,0.0,0.2,0.19,0.08
-0.8,0.0,0.2,0.19,0.09
-0.6,0.0,0.19,0.25,0.05
-0.4,0.0,0.15,0.2,0.03
-0.2,0.0,0.18,0.33,0.08
0.0,0.0,0.16,0.33,0.16
0.2,0.0,0.14,0.18,0.12
0.4,0.0,0.12,0.27,0.05
0.6,0.0,0.12,0.23,0.06
0.8,0.0,0.16,0.23,0.07
1.0,0.0,0.22,0.26,0.06
1.2,0.0,0.18,0.3,0.08
1.4,0.0,0.14,0.23,0.09
1.6,0.0,0.13,0.27,0.05
1.8,0.0,0.2,0.23,0.05
2.0,0.0,0.2,0.18,0.1
2.2,0.0,0.19,0.2,0.11
2.4,0.0,0.21,0.26,0.08
2.6,0.0,0.12,0.22,0.06
2.8,0.0,0.21,0.23,0.04
3.0,0.0,0.11,0.28,0.1
3.2,0.0,0.1,0.26,0.05
3.4,0.0,0.11,0.31,0.04
3.6,0.0,0.1,0.24,0.07
3.8,0.0,0.16,0.26,0.08
4.0,0.0,0.18,0.22,0.06
4.2,0.0,0.14,0.22,0.08
4.4,0.0,0.12,0.22,0.06
4.6,0.0,0.14,0.26,0.12
4.8,0.0,0.14,0.21,0.09
5.0,0.0,0.14,0.22,0.05
5.5,0.0,0.21,0.26,0.09
6.0,0.0,0.13,0.24,0.07
6.5,0.0,0.09,0.31,0.09
7.0,0.0,0.16,0.26,0.08
7.5,0.0,0.09,0.22,0.11
8.0,0.0,0.13,0.23,0.03
8.5,0.0,0.14,0.19,0.07
9.0,0.0,0.1,0.24,0.11
9.5,0.0,0.08,0.32,0.03
10.0,0.0,0.14,0.24,0.14
