SNR,TEB_RZ,TEB_NRZ,TEB_NRZT
-20,0.4103,0.396,0.4036
-19,0.4033,0.391,0.3816
-18,0.3966,0.3718,0.3734
-17,0.3846,0.3592,0.3572
-16,0.3643,0.3325,0.34
-15,0.3413,0.3163,0.3246
-14,0.3453,0.307,0.3106
-13,0.3144,0.2798,0.2889
-12,0.2982,0.2527,0.2424
-11,0.2813,0.2244,0.2293
-10.0,0.2517,0.2153,0.1906
-9.5,0.2391,0.1869,0.1952
-9.0,0.2254,0.178,0.1643
-8.5,0.2119,0.1741,0.1581
-8.0,0.1999,0.1534,0.1489
-7.5,0.1768,0.1296,0.1256
-7.0,0.1727,0.1205,0.123
-6.5,0.1572,0.1041,0.117
-6.0,0.152,0.1014,0.0981
-5.5,0.1416,0.085,0.0799
-5.0,0.108,0.0682,0.0738
-4.5,0.1105,0.0575,0.0603
-4.0,0.0891,0.0496,0.0494
-3.5,0.0911,0.0533,0.0404
-3.0,0.0666,0.0371,0.0301
-2.9,0.0639,0.0364,0.0245
-2.8,0.0633,0.0332,0.0286
-2.7,0.0611,0.0242,0.0304
-2.6,0.0614,0.0295,0.0358
-2.5,0.0492,0.0293,0.026
-2.4,0.0537,0.0274,0.0264
-2.3,0.0497,0.0187,0.0237
-2.2,0.0514,0.0239,0.0214
-2.1,0.0454,0.0244,0.0186
-2.0,0.051,0.0259,0.0216
-1.9,0.0491,0.0162,0.0173
-1.8,0.0412,0.0167,0.0154
-1.7,0.0354,0.0168,0.0201
-1.6,0.0412,0.021,0.0105
-1.5,0.0398,0.0126,0.0178
-1.4,0.0371,0.0134,0.0153
-1.3,0.0368,0.0127,0.0137
-1.2,0.0374,0.0132,0.0084
-1.1,0.0364,0.012,0.0091
-1.0,0.0269,0.0081,0.0108
-0.9,0.0249,0.0092,0.0102
-0.8,0.0263,0.0109,0.0106
-0.7,0.0207,0.0058,0.0066
-0.6,0.0262,0.0064,0.0066
-0.5,0.0263,0.0069,0.0083
-0.4,0.0191,0.0081,0.0088
-0.3,0.0192,0.0063,0.0064
-0.2,0.0205,0.0048,0.0029
-0.1,0.0246,0.0068,0.0027
0.0,0.0235,0.0019,0.0046
0.1,0.0168,0.0055,0.0048
0.2,0.0195,0.0034,0.0056
0.3,0.0156,0.0024,0.0035
0.4,0.0113,0.0033,0.0043
0.5,0.0169,0.0036,0.0029
0.6,0.0149,0.002,0.0023
0.7,0.0101,0.0013,0.0032
0.8,0.0081,0.0021,0.0022
0.9,0.0069,0.0027,0.0026
1.0,0.0099,0.002,0.0019
1.1,0.0076,5.0E-4,0.004
1.2,0.0087,0.001,7.0E-4
1.3,0.0061,0.0031,0.0019
1.4,0.0081,0.0021,9.0E-4
1.5,0.0081,0.0,7.0E-4
1.6,0.0065,0.0016,2.0E-4
1.7,0.0057,6.0E-4,0.0014
1.8,0.0036,4.0E-4,3.0E-4
1.9,0.0058,0.0,7.0E-4
2.0,0.0048,0.001,0.0
2.1,0.0081,4.0E-4,8.0E-4
2.2,0.0018,0.0,0.0
2.3,0.0034,7.0E-4,0.0
2.4,0.0039,7.0E-4,0.0
2.5,0.002,1.0E-4,5.0E-4
2.6,0.0019,0.0,0.0
2.7,0.003,0.0,0.0
2.8,0.001,0.0,4.0E-4
2.9,0.0011,0.0,0.0
3.0,0.0015,0.0,0.0
3.1,5.0E-4,0.0,0.0
3.2,9.0E-4,0.0012,0.0
3.3,0.0021,0.0,0.0
3.4,5.0E-4,0.0,0.0
3.5,0.001,0.0,0.0
3.6,0.0011,0.0,0.0
3.7,0.0014,0.0,0.0
3.8,3.0E-4,0.0,0.0
3.9,3.0E-4,0.0,3.0E-4
4.0,0.0,0.0,0.0
4.1,4.0E-4,0.0,0.0
4.2,5.0E-4,5.0E-4,0.0
4.3,0.0018,0.0,0.0
4.4,5.0E-4,0.0,0.0
4.5,2.0E-4,0.0,0.0
4.6,0.0,0.0,0.0
4.7,0.0,0.0,0.0
4.8,0.0,0.0,0.0
4.9,0.0,0.0,0.0
5.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0
6.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0
7.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0
8.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0
9.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0
10.0,0.0,0.0,0.0
