SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.4451,0.4618,0.4566,0.4609
-18,0.4313,0.4495,0.4392,0.4452
-16,0.4221,0.4314,0.4365,0.4266
-14,0.3754,0.4269,0.4264,0.4239
-12,0.3623,0.4006,0.4058,0.3807
-10,0.3239,0.3834,0.3863,0.3602
-9,0.3016,0.3598,0.3688,0.3654
-8,0.2944,0.3503,0.3515,0.334
-7,0.2597,0.3414,0.3433,0.3226
-6,0.2408,0.3171,0.3313,0.307
-5,0.2165,0.3007,0.3132,0.2932
-4,0.1891,0.2769,0.3027,0.2724
-3.0,0.1535,0.2706,0.2895,0.2679
-2.8,0.1485,0.2601,0.2873,0.2499
-2.6,0.1407,0.2537,0.2886,0.2513
-2.4,0.1366,0.2557,0.2766,0.2417
-2.2,0.1414,0.2533,0.2797,0.2489
-2.0,0.1285,0.2514,0.2861,0.2459
-1.8,0.1313,0.2397,0.2797,0.2385
-1.6,0.1099,0.2493,0.2728,0.2305
-1.4,0.1203,0.2362,0.2701,0.2282
-1.2,0.1158,0.2349,0.2749,0.2237
-1.0,0.1053,0.2189,0.2644,0.2206
-0.8,0.0932,0.2261,0.2692,0.2269
-0.6,0.0944,0.2244,0.2623,0.2227
-0.4,0.0869,0.2026,0.2652,0.219
-0.2,0.0898,0.2061,0.2573,0.2119
0.0,0.0845,0.2124,0.262,0.2161
0.2,0.0803,0.2066,0.2635,0.2068
0.4,0.0681,0.2006,0.2678,0.2133
0.6,0.068,0.1972,0.2595,0.1984
0.8,0.059,0.1888,0.261,0.2061
1.0,0.0502,0.1912,0.2533,0.1911
1.2,0.0481,0.1942,0.2609,0.1973
1.4,0.0523,0.1853,0.258,0.1977
1.6,0.0458,0.1882,0.2558,0.1845
1.8,0.0439,0.1786,0.2526,0.1995
2.0,0.0403,0.1819,0.2548,0.1841
2.2,0.0363,0.1786,0.2433,0.187
2.4,0.032,0.1644,0.2511,0.1859
2.6,0.0262,0.1742,0.2512,0.1812
2.8,0.0213,0.1693,0.2551,0.1815
3.0,0.0238,0.164,0.2463,0.18
3.2,0.0253,0.1638,0.2453,0.1757
3.4,0.0169,0.1571,0.2439,0.1771
3.6,0.0151,0.1615,0.2494,0.1804
3.8,0.0129,0.1573,0.2445,0.1754
4.0,0.0115,0.1516,0.2497,0.1785
4.2,0.0099,0.1519,0.2468,0.1698
4.4,0.0112,0.1514,0.2511,0.1676
4.6,0.0076,0.1441,0.2519,0.1679
4.8,0.0059,0.1451,0.243,0.1689
5.0,0.0064,0.1466,0.2486,0.1705
5.5,0.0022,0.1382,0.2567,0.1692
6.0,0.0029,0.1337,0.2539,0.1628
6.5,0.0011,0.1348,0.2528,0.1551
7.0,2.0E-4,0.1262,0.2478,0.1593
7.5,0.0,0.1326,0.246,0.1569
8.0,2.0E-4,0.1276,0.2508,0.152
8.5,0.0,0.1212,0.2511,0.1569
9.0,0.0,0.126,0.2459,0.1563
9.5,0.0,0.1236,0.2561,0.1616
10.0,0.0,0.1254,0.2475,0.1605
