SNR,TEB_RZ,TEB_NRZ,TEB_NRZT
-20,0.414929,0.367619,0.369856
-19,0.406933,0.352525,0.353689
-18,0.395587,0.336314,0.334424
-17,0.382467,0.318975,0.31709
-16,0.368643,0.297754,0.29755
-15,0.353175,0.274978,0.275212
-14,0.336004,0.251877,0.250784
-13,0.316652,0.226339,0.226487
-12,0.295544,0.200268,0.19926
-11,0.275608,0.173275,0.172305
-10.0,0.252972,0.143662,0.145119
-9.5,0.238553,0.130734,0.131627
-9.0,0.224671,0.117221,0.117244
-8.5,0.212686,0.105185,0.104573
-8.0,0.198723,0.091378,0.090795
-7.5,0.185133,0.079976,0.07886
-7.0,0.171472,0.068166,0.068184
-6.5,0.156959,0.056976,0.0569
-6.0,0.144506,0.047054,0.047393
-5.5,0.131065,0.038067,0.038328
-5.0,0.117484,0.030134,0.03061
-4.5,0.103268,0.023553,0.023334
-4.0,0.091435,0.017875,0.017984
-3.5,0.079628,0.0132,0.013217
-3.0,0.066416,0.009185,0.009645
-2.9,0.064383,0.008385,0.008691
-2.8,0.062533,0.007708,0.007792
-2.7,0.061032,0.007506,0.007519
-2.6,0.059831,0.007214,0.006897
-2.5,0.056521,0.005986,0.006362
-2.4,0.054702,0.005876,0.005716
-2.3,0.053608,0.005231,0.005288
-2.2,0.050667,0.005125,0.004924
-2.1,0.047991,0.004828,0.004566
-2.0,0.046891,0.004297,0.004021
-1.9,0.045143,0.003864,0.003903
-1.8,0.043409,0.003588,0.003304
-1.7,0.041388,0.00306,0.003174
-1.6,0.039632,0.003016,0.002912
-1.5,0.036872,0.0028,0.002667
-1.4,0.035629,0.002227,0.002286
-1.3,0.034525,0.002218,0.00209
-1.2,0.033609,0.001942,0.00195
-1.1,0.031598,0.001718,0.001661
-1.0,0.029818,0.00156,0.001492
-0.9,0.028831,0.001392,0.001445
-0.8,0.026941,0.001231,0.001181
-0.7,0.026158,0.001171,0.001217
-0.6,0.024243,0.001103,0.001077
-0.5,0.022855,8.61E-4,9.28E-4
-0.4,0.021943,8.85E-4,7.79E-4
-0.3,0.020825,7.12E-4,6.58E-4
-0.2,0.019676,5.21E-4,6.28E-4
-0.1,0.01841,5.31E-4,4.3E-4
0.0,0.01792,4.37E-4,4.14E-4
0.1,0.01616,4.32E-4,4.5E-4
0.2,0.015143,3.67E-4,2.96E-4
0.3,0.01464,3.08E-4,3.44E-4
0.4,0.013704,2.61E-4,3.31E-4
0.5,0.012965,2.59E-4,2.56E-4
0.6,0.012277,2.35E-4,2.08E-4
0.7,0.011383,2.03E-4,1.84E-4
0.8,0.010507,9.5E-5,1.82E-4
0.9,0.010019,1.25E-4,1.12E-4
1.0,0.00911,1.14E-4,1.23E-4
1.1,0.008674,5.5E-5,7.1E-5
1.2,0.007951,9.3E-5,9.4E-5
1.3,0.00754,4.5E-5,8.7E-5
1.4,0.006635,5.9E-5,7.6E-5
1.5,0.006421,5.7E-5,2.9E-5
1.6,0.005727,2.2E-5,5.3E-5
1.7,0.005457,1.9E-5,1.7E-5
1.8,0.004842,2.7E-5,3.3E-5
1.9,0.004624,1.1E-5,1.4E-5
2.0,0.00417,1.7E-5,2.2E-5
2.1,0.003765,3.2E-5,1.8E-5
2.2,0.003474,9.0E-6,4.0E-6
2.3,0.003128,5.0E-6,1.2E-5
2.4,0.002877,1.0E-5,5.0E-6
2.5,0.00232,9.0E-6,4.0E-6
2.6,0.002169,0.0,1.6E-5
2.7,0.002069,3.0E-6,4.0E-6
2.8,0.00199,2.0E-6,0.0
2.9,0.00167,0.0,0.0
3.0,0.001554,0.0,0.0
3.1,0.001402,0.0,0.0
3.2,0.001136,5.0E-6,0.0
3.3,0.001127,4.0E-6,0.0
3.4,9.58E-4,5.0E-6,0.0
3.5,9.81E-4,0.0,0.0
3.6,7.51E-4,0.0,0.0
3.7,7.74E-4,0.0,0.0
3.8,6.43E-4,0.0,0.0
3.9,5.37E-4,0.0,0.0
4.0,4.29E-4,0.0,0.0
4.1,4.1E-4,0.0,0.0
4.2,2.97E-4,0.0,0.0
4.3,3.21E-4,0.0,0.0
4.4,2.48E-4,0.0,0.0
4.5,2.28E-4,0.0,0.0
4.6,2.41E-4,0.0,0.0
4.7,1.48E-4,0.0,0.0
4.8,1.32E-4,0.0,0.0
4.9,1.07E-4,0.0,0.0
5.0,6.3E-5,0.0,0.0
5.5,3.9E-5,0.0,0.0
6.0,2.0E-5,0.0,0.0
6.5,0.0,0.0,0.0
7.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0
8.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0
9.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0
10.0,0.0,0.0,0.0
