SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.430713,0.450599,0.452215,0.446174
-18,0.413172,0.439954,0.440668,0.434677
-16,0.392015,0.423959,0.424808,0.416994
-14,0.365955,0.406972,0.406157,0.396429
-12,0.331812,0.384821,0.385347,0.37233
-10,0.292625,0.359356,0.360037,0.3438
-9,0.269208,0.345456,0.345992,0.328341
-8,0.245412,0.333168,0.332525,0.310342
-7,0.220301,0.318178,0.318587,0.295097
-6,0.193992,0.30511,0.30538,0.27803
-5,0.16504,0.292389,0.291626,0.260963
-4,0.136888,0.2809,0.280291,0.244987
-3.0,0.110591,0.270808,0.270556,0.23046
-2.8,0.104779,0.268854,0.268732,0.226757
-2.6,0.099117,0.267445,0.266785,0.224287
-2.4,0.093875,0.265913,0.266111,0.22137
-2.2,0.089478,0.264329,0.263673,0.219503
-2.0,0.085406,0.26235,0.263187,0.21534
-1.8,0.079027,0.261877,0.261492,0.21355
-1.6,0.074762,0.260855,0.259545,0.21071
-1.4,0.069908,0.25923,0.258606,0.208185
-1.2,0.065371,0.258074,0.258273,0.205488
-1.0,0.060888,0.257739,0.256947,0.202969
-0.8,0.057532,0.256326,0.256395,0.200561
-0.6,0.052614,0.255075,0.255492,0.198419
-0.4,0.049128,0.254899,0.254395,0.196408
-0.2,0.045005,0.25448,0.254354,0.193962
0.0,0.041495,0.25359,0.253674,0.193299
0.2,0.038885,0.253345,0.25278,0.189371
0.4,0.034791,0.253027,0.252755,0.187779
0.6,0.03206,0.251816,0.251791,0.185454
0.8,0.029117,0.250981,0.25164,0.18414
1.0,0.025743,0.252007,0.251125,0.181968
1.2,0.02358,0.251255,0.251183,0.181312
1.4,0.020917,0.251355,0.251791,0.179236
1.6,0.018912,0.250822,0.250127,0.178181
1.8,0.016548,0.250728,0.251389,0.176078
2.0,0.014453,0.251275,0.250332,0.174415
2.2,0.012965,0.250669,0.250829,0.173869
2.4,0.011299,0.250003,0.250604,0.172242
2.6,0.009808,0.249966,0.249531,0.171127
2.8,0.008365,0.250031,0.249661,0.169831
3.0,0.006975,0.249936,0.250089,0.16807
3.2,0.006184,0.249661,0.249838,0.167769
3.4,0.005187,0.250736,0.250112,0.166293
3.6,0.004546,0.250495,0.250048,0.166198
3.8,0.003605,0.249743,0.250333,0.164634
4.0,0.003138,0.249411,0.249846,0.164271
4.2,0.002523,0.249861,0.249131,0.163469
4.4,0.002088,0.249809,0.24986,0.162277
4.6,0.001623,0.25013,0.24961,0.161848
4.8,0.001223,0.250464,0.250505,0.160858
5.0,0.001073,0.249921,0.249447,0.1605
5.5,5.24E-4,0.24919,0.249846,0.158722
6.0,3.14E-4,0.250183,0.250442,0.159202
6.5,1.37E-4,0.249788,0.250026,0.158548
7.0,5.2E-5,0.249639,0.250228,0.159351
7.5,2.6E-5,0.249584,0.250062,0.159789
8.0,2.0E-6,0.25055,0.250753,0.160829
8.5,4.0E-6,0.250029,0.248887,0.161297
9.0,0.0,0.24977,0.250007,0.162868
9.5,0.0,0.250863,0.249578,0.164928
10.0,0.0,0.249916,0.249895,0.167176
