SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.4,0.36,0.39,0.36
-18,0.22,0.3,0.4,0.3
-16,0.27,0.27,0.32,0.36
-14,0.24,0.28,0.3,0.35
-12,0.13,0.27,0.24,0.3
-10,0.03,0.19,0.22,0.23
-9,0.07,0.11,0.25,0.21
-8,0.03,0.05,0.26,0.22
-7,0.03,0.1,0.23,0.28
-6,0.03,0.12,0.28,0.19
-5,0.03,0.06,0.21,0.26
-4,0.0,0.14,0.16,0.24
-3.0,0.0,0.01,0.19,0.27
-2.8,0.01,0.02,0.28,0.29
-2.6,0.0,0.01,0.27,0.25
-2.4,0.0,0.08,0.27,0.26
-2.2,0.0,0.02,0.27,0.13
-2.0,0.0,0.08,0.18,0.17
-1.8,0.0,0.01,0.23,0.25
-1.6,0.0,0.03,0.23,0.23
-1.4,0.0,0.01,0.23,0.26
-1.2,0.0,0.03,0.24,0.24
-1.0,0.0,0.02,0.19,0.24
-0.8,0.0,0.02,0.24,0.23
-0.6,0.0,0.03,0.25,0.27
-0.4,0.0,0.02,0.24,0.24
-0.2,0.0,0.0,0.17,0.19
0.0,0.0,0.0,0.23,0.18
0.2,0.0,0.0,0.25,0.18
0.4,0.0,0.0,0.28,0.2
0.6,0.0,0.01,0.26,0.24
0.8,0.0,0.01,0.23,0.26
1.0,0.0,0.02,0.18,0.2
1.2,0.0,0.0,0.25,0.26
1.4,0.0,0.0,0.27,0.24
1.6,0.0,0.0,0.27,0.22
1.8,0.0,0.02,0.23,0.23
2.0,0.0,0.0,0.19,0.22
2.2,0.0,0.0,0.3,0.24
2.4,0.0,0.0,0.23,0.24
2.6,0.0,0.0,0.2,0.21
2.8,0.0,0.0,0.24,0.25
3.0,0.0,0.0,0.25,0.22
3.2,0.0,0.0,0.26,0.28
3.4,0.0,0.0,0.24,0.3
3.6,0.0,0.0,0.23,0.2
3.8,0.0,0.0,0.24,0.27
4.0,0.0,0.0,0.24,0.3
4.2,0.0,0.0,0.25,0.27
4.4,0.0,0.0,0.16,0.22
4.6,0.0,0.0,0.24,0.27
4.8,0.0,0.0,0.2,0.24
5.0,0.0,0.0,0.27,0.22
5.5,0.0,0.0,0.2,0.23
6.0,0.0,0.0,0.23,0.29
6.5,0.0,0.0,0.17,0.23
7.0,0.0,0.0,0.28,0.28
7.5,0.0,0.0,0.22,0.24
8.0,0.0,0.0,0.18,0.27
8.5,0.0,0.0,0.34,0.22
9.0,0.0,0.0,0.21,0.27
9.5,0.0,0.0,0.27,0.27
10.0,0.0,0.0,0.25,0.23
