SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.4207,0.4143,0.4067,0.4212
-18,0.4001,0.3915,0.3941,0.3996
-16,0.3548,0.3557,0.3635,0.3655
-14,0.341,0.3322,0.3202,0.3394
-12,0.2879,0.2881,0.2918,0.2801
-10,0.2322,0.238,0.2391,0.2385
-9,0.2172,0.227,0.2126,0.2165
-8,0.1857,0.1887,0.1926,0.1778
-7,0.1541,0.161,0.1573,0.1582
-6,0.1315,0.1252,0.1381,0.1336
-5,0.0999,0.1048,0.1041,0.0959
-4,0.0703,0.0788,0.0809,0.0757
-3.0,0.0581,0.056,0.0653,0.059
-2.8,0.0514,0.0467,0.0552,0.0517
-2.6,0.0471,0.041,0.0512,0.0509
-2.4,0.0483,0.046,0.0438,0.0412
-2.2,0.0466,0.0423,0.0446,0.0429
-2.0,0.0364,0.0377,0.0381,0.035
-1.8,0.0329,0.0329,0.0343,0.0296
-1.6,0.0345,0.0284,0.0263,0.0401
-1.4,0.0304,0.0313,0.022,0.027
-1.2,0.0244,0.0233,0.0261,0.026
-1.0,0.019,0.0157,0.0208,0.0229
-0.8,0.0194,0.0234,0.0178,0.0216
-0.6,0.0208,0.0166,0.0154,0.018
-0.4,0.012,0.017,0.0152,0.0179
-0.2,0.0124,0.0152,0.0153,0.0151
0.0,0.0116,0.0145,0.0149,0.0162
0.2,0.0113,0.0103,0.0091,0.0123
0.4,0.0128,0.0075,0.0095,0.0074
0.6,0.0064,0.0086,0.0093,0.0064
0.8,0.0075,0.0067,0.0086,0.0072
1.0,0.0069,0.0054,0.0064,0.003
1.2,0.0042,0.0044,0.0031,0.0043
1.4,0.0041,0.0058,0.0028,0.0032
1.6,0.0031,0.0032,0.0041,0.0049
1.8,0.0026,0.003,0.0042,0.0044
2.0,0.0039,0.0019,0.0022,0.0021
2.2,0.0029,0.0035,0.0013,0.0017
2.4,8.0E-4,0.0019,0.0014,0.0016
2.6,0.0012,0.001,0.0015,0.0012
2.8,4.0E-4,5.0E-4,2.0E-4,5.0E-4
3.0,6.0E-4,5.0E-4,0.0012,0.001
3.2,8.0E-4,5.0E-4,6.0E-4,8.0E-4
3.4,7.0E-4,0.0012,9.0E-4,7.0E-4
3.6,0.0,5.0E-4,8.0E-4,0.0
3.8,0.0,6.0E-4,2.0E-4,8.0E-4
4.0,0.0,3.0E-4,0.001,0.0
4.2,4.0E-4,0.0,1.0E-4,1.0E-4
4.4,2.0E-4,0.0,2.0E-4,2.0E-4
4.6,0.0,0.0,2.0E-4,3.0E-4
4.8,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0
5.5,3.0E-4,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
