SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.41,0.46,0.45,0.46
-18,0.55,0.46,0.49,0.37
-16,0.42,0.34,0.39,0.37
-14,0.39,0.32,0.46,0.45
-12,0.38,0.35,0.36,0.49
-10,0.31,0.43,0.4,0.44
-9,0.22,0.25,0.36,0.24
-8,0.23,0.28,0.3,0.27
-7,0.23,0.31,0.3,0.26
-6,0.23,0.23,0.21,0.24
-5,0.2,0.2,0.2,0.19
-4,0.16,0.13,0.22,0.13
-3.0,0.18,0.15,0.17,0.26
-2.8,0.18,0.13,0.22,0.12
-2.6,0.05,0.17,0.09,0.15
-2.4,0.08,0.08,0.08,0.17
-2.2,0.26,0.15,0.14,0.09
-2.0,0.1,0.14,0.13,0.2
-1.8,0.12,0.09,0.08,0.13
-1.6,0.06,0.03,0.02,0.18
-1.4,0.1,0.14,0.1,0.16
-1.2,0.07,0.04,0.02,0.07
-1.0,0.11,0.13,0.2,0.13
-0.8,0.13,0.15,0.09,0.09
-0.6,0.06,0.11,0.11,0.05
-0.4,0.11,0.05,0.03,0.03
-0.2,0.12,0.07,0.09,0.07
0.0,0.09,0.06,0.1,0.02
0.2,0.03,0.09,0.07,0.09
0.4,0.09,0.09,0.11,0.07
0.6,0.04,0.04,0.17,0.07
0.8,0.1,0.07,0.03,0.01
1.0,0.1,0.02,0.01,0.04
1.2,0.02,0.03,0.09,0.01
1.4,0.06,0.02,0.05,0.13
1.6,0.11,0.14,0.03,0.02
1.8,0.03,0.04,0.01,0.03
2.0,0.06,0.06,0.0,0.03
2.2,0.0,0.0,0.01,0.03
2.4,0.01,0.05,0.01,0.05
2.6,0.0,0.0,0.02,0.03
2.8,0.0,0.01,0.01,0.11
3.0,0.03,0.01,0.0,0.0
3.2,0.01,0.05,0.02,0.0
3.4,0.03,0.04,0.04,0.01
3.6,0.02,0.0,0.02,0.0
3.8,0.0,0.03,0.0,0.0
4.0,0.0,0.03,0.0,0.02
4.2,0.02,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0
4.6,0.01,0.0,0.03,0.0
4.8,0.0,0.01,0.0,0.0
5.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
7.5,0.0,0.04,0.0,0.0
8.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
