SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.2973,0.315,0.3504,0.352
-18,0.2492,0.2741,0.3337,0.3263
-16,0.2044,0.2182,0.3038,0.2971
-14,0.132,0.1642,0.2774,0.261
-12,0.0834,0.1254,0.265,0.2318
-10,0.039,0.0661,0.2514,0.1979
-9,0.0308,0.0541,0.2522,0.1945
-8,0.0103,0.0374,0.2463,0.1845
-7,0.0088,0.0253,0.2498,0.1818
-6,0.0027,0.0215,0.25,0.1656
-5,8.0E-4,0.0091,0.2484,0.1729
-4,0.0014,0.0064,0.2494,0.1688
-3.0,0.0,0.0023,0.2519,0.1662
-2.8,0.0,0.0011,0.2546,0.1653
-2.6,0.0,0.0019,0.2455,0.1681
-2.4,0.0,0.0024,0.2451,0.1623
-2.2,0.0,0.0012,0.2486,0.1659
-2.0,0.0,9.0E-4,0.2441,0.1578
-1.8,0.0,3.0E-4,0.2476,0.1592
-1.6,0.0,5.0E-4,0.2472,0.1675
-1.4,0.0,5.0E-4,0.2462,0.1657
-1.2,0.0,0.0,0.2531,0.1649
-1.0,0.0,2.0E-4,0.2504,0.1627
-0.8,0.0,0.0,0.2551,0.1716
-0.6,0.0,0.0,0.2503,0.1657
-0.4,0.0,2.0E-4,0.2497,0.1627
-0.2,0.0,2.0E-4,0.2515,0.1652
0.0,0.0,2.0E-4,0.2498,0.1706
0.2,0.0,0.0,0.26,0.1643
0.4,0.0,0.0,0.2573,0.1652
0.6,0.0,1.0E-4,0.2458,0.165
0.8,0.0,0.0,0.2526,0.1658
1.0,0.0,0.0,0.2444,0.1701
1.2,0.0,0.0,0.253,0.167
1.4,0.0,0.0,0.255,0.1717
1.6,0.0,0.0,0.2497,0.1701
1.8,0.0,0.0,0.2553,0.1655
2.0,0.0,0.0,0.2559,0.1734
2.2,0.0,0.0,0.251,0.1712
2.4,0.0,0.0,0.2479,0.1781
2.6,0.0,0.0,0.252,0.1748
2.8,0.0,0.0,0.2448,0.1801
3.0,0.0,0.0,0.2511,0.1758
3.2,0.0,0.0,0.2531,0.1776
3.4,0.0,0.0,0.2491,0.1783
3.6,0.0,0.0,0.2523,0.1809
3.8,0.0,0.0,0.2484,0.1804
4.0,0.0,0.0,0.2448,0.1859
4.2,0.0,0.0,0.2543,0.1874
4.4,0.0,0.0,0.2504,0.188
4.6,0.0,0.0,0.2422,0.1854
4.8,0.0,0.0,0.2533,0.1918
5.0,0.0,0.0,0.2498,0.1848
5.5,0.0,0.0,0.2561,0.196
6.0,0.0,0.0,0.2489,0.1963
6.5,0.0,0.0,0.2502,0.2028
7.0,0.0,0.0,0.2512,0.2049
7.5,0.0,0.0,0.2495,0.2058
8.0,0.0,0.0,0.2525,0.2133
8.5,0.0,0.0,0.2433,0.2129
9.0,0.0,0.0,0.2525,0.2181
9.5,0.0,0.0,0.2527,0.2156
10.0,0.0,0.0,0.2528,0.2238
