SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.32,0.37,0.36,0.37
-18,0.35,0.39,0.34,0.39
-16,0.23,0.36,0.34,0.32
-14,0.24,0.31,0.33,0.34
-12,0.22,0.29,0.31,0.17
-10,0.17,0.25,0.23,0.29
-9,0.11,0.29,0.27,0.21
-8,0.09,0.3,0.28,0.14
-7,0.05,0.23,0.26,0.28
-6,0.01,0.28,0.27,0.17
-5,0.04,0.26,0.33,0.16
-4,0.0,0.24,0.31,0.19
-3.0,0.01,0.24,0.28,0.21
-2.8,0.0,0.27,0.25,0.16
-2.6,0.0,0.3,0.16,0.2
-2.4,0.0,0.27,0.21,0.11
-2.2,0.0,0.32,0.29,0.14
-2.0,0.0,0.27,0.24,0.13
-1.8,0.02,0.28,0.23,0.13
-1.6,0.0,0.29,0.19,0.16
-1.4,0.0,0.34,0.27,0.16
-1.2,0.0,0.32,0.22,0.2
-1.0,0.0,0.25,0.23,0.19
-0.8,0.0,0.26,0.2,0.22
-0.6,0.0,0.3,0.27,0.24
-0.4,0.0,0.25,0.19,0.11
-0.2,0.0,0.29,0.25,0.19
0.0,0.01,0.3,0.2,0.11
0.2,0.0,0.28,0.21,0.15
0.4,0.0,0.34,0.23,0.16
0.6,0.0,0.22,0.24,0.17
0.8,0.0,0.33,0.29,0.12
1.0,0.0,0.26,0.22,0.16
1.2,0.0,0.26,0.24,0.2
1.4,0.0,0.33,0.23,0.15
1.6,0.0,0.22,0.23,0.16
1.8,0.0,0.34,0.31,0.17
2.0,0.0,0.36,0.22,0.1
2.2,0.0,0.32,0.26,0.22
2.4,0.0,0.22,0.19,0.12
2.6,0.0,0.33,0.22,0.18
2.8,0.0,0.31,0.17,0.11
3.0,0.0,0.33,0.23,0.19
3.2,0.0,0.33,0.25,0.24
3.4,0.0,0.38,0.26,0.22
3.6,0.0,0.25,0.24,0.12
3.8,0.0,0.23,0.23,0.18
4.0,0.0,0.35,0.24,0.19
4.2,0.0,0.27,0.25,0.19
4.4,0.0,0.35,0.24,0.12
4.6,0.0,0.28,0.22,0.2
4.8,0.0,0.25,0.25,0.16
5.0,0.0,0.25,0.31,0.23
5.5,0.0,0.29,0.25,0.21
6.0,0.0,0.38,0.24,0.19
6.5,0.0,0.37,0.23,0.22
7.0,0.0,0.4,0.22,0.28
7.5,0.0,0.35,0.24,0.2
8.0,0.0,0.3,0.22,0.19
8.5,0.0,0.39,0.27,0.19
9.0,0.0,0.4,0.33,0.19
9.5,0.0,0.32,0.21,0.16
10.0,0.0,0.48,0.26,0.17
