SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.3119,0.3426,0.3705,0.3796
-18,0.2693,0.3126,0.3558,0.3352
-16,0.2322,0.2619,0.3222,0.311
-14,0.1718,0.22,0.2975,0.2956
-12,0.1209,0.186,0.2766,0.2677
-10,0.0711,0.1433,0.2596,0.2532
-9,0.0524,0.1256,0.2508,0.2439
-8,0.0284,0.118,0.2507,0.2392
-7,0.0225,0.1024,0.2473,0.235
-6,0.009,0.0768,0.2464,0.2394
-5,0.0052,0.0662,0.2472,0.2341
-4,0.0023,0.0535,0.2477,0.2338
-3.0,0.0013,0.0437,0.2415,0.2366
-2.8,4.0E-4,0.0353,0.2528,0.2302
-2.6,8.0E-4,0.0386,0.2491,0.2338
-2.4,6.0E-4,0.0344,0.2509,0.2408
-2.2,7.0E-4,0.0334,0.2466,0.2384
-2.0,0.0,0.0305,0.2477,0.2329
-1.8,5.0E-4,0.0279,0.2486,0.235
-1.6,1.0E-4,0.0277,0.2527,0.234
-1.4,1.0E-4,0.0262,0.2488,0.2329
-1.2,0.0,0.022,0.2538,0.2328
-1.0,0.0,0.0219,0.2433,0.231
-0.8,1.0E-4,0.0185,0.2511,0.2321
-0.6,5.0E-4,0.0169,0.2522,0.2376
-0.4,0.0,0.0144,0.253,0.2338
-0.2,0.0,0.0163,0.2447,0.2361
0.0,0.0,0.0099,0.2462,0.2363
0.2,0.0,0.0114,0.2492,0.2407
0.4,0.0,0.0107,0.2508,0.2362
0.6,0.0,0.0056,0.2475,0.2431
0.8,0.0,0.0077,0.2515,0.237
1.0,0.0,0.007,0.2538,0.2395
1.2,0.0,0.0061,0.2555,0.2426
1.4,0.0,0.0053,0.2513,0.248
1.6,0.0,0.0039,0.253,0.2431
1.8,0.0,0.006,0.2521,0.2431
2.0,0.0,0.0043,0.2529,0.243
2.2,0.0,0.0032,0.2468,0.244
2.4,0.0,0.0027,0.2508,0.2441
2.6,0.0,0.0022,0.2482,0.2471
2.8,0.0,0.0018,0.2421,0.2444
3.0,0.0,0.0014,0.2536,0.2443
3.2,0.0,0.0014,0.2436,0.2452
3.4,0.0,7.0E-4,0.2528,0.2427
3.6,0.0,3.0E-4,0.2517,0.2459
3.8,0.0,6.0E-4,0.2466,0.2442
4.0,0.0,6.0E-4,0.2512,0.2465
4.2,0.0,0.0,0.2531,0.2411
4.4,0.0,0.0,0.252,0.2464
4.6,0.0,3.0E-4,0.2473,0.2457
4.8,0.0,0.0,0.2477,0.2461
5.0,0.0,5.0E-4,0.2497,0.2493
5.5,0.0,0.0,0.2512,0.2458
6.0,0.0,0.0,0.2516,0.2488
6.5,0.0,0.0,0.2448,0.2512
7.0,0.0,0.0,0.256,0.2503
7.5,0.0,0.0,0.2493,0.2495
8.0,0.0,0.0,0.2464,0.249
8.5,0.0,0.0,0.2523,0.2523
9.0,0.0,0.0,0.2469,0.2473
9.5,0.0,0.0,0.2478,0.2478
10.0,0.0,0.0,0.2487,0.2475
