SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.4369,0.4519,0.4475,0.4426
-18,0.4191,0.4339,0.4405,0.4334
-16,0.3933,0.427,0.4295,0.4184
-14,0.3673,0.3957,0.4094,0.402
-12,0.3279,0.3802,0.3877,0.3753
-10,0.2898,0.3589,0.3524,0.3395
-9,0.2722,0.3455,0.3442,0.3306
-8,0.2437,0.3362,0.3305,0.321
-7,0.2182,0.33,0.3278,0.2882
-6,0.1795,0.3048,0.308,0.2748
-5,0.1726,0.3044,0.294,0.2624
-4,0.1253,0.2809,0.2849,0.2425
-3.0,0.1155,0.2725,0.2668,0.2236
-2.8,0.0956,0.2668,0.2674,0.2274
-2.6,0.1107,0.2672,0.2659,0.2275
-2.4,0.0955,0.2628,0.2564,0.2223
-2.2,0.0864,0.2623,0.2581,0.222
-2.0,0.0887,0.2616,0.262,0.2206
-1.8,0.0794,0.2613,0.2605,0.2166
-1.6,0.0799,0.26,0.2596,0.2078
-1.4,0.0677,0.2602,0.258,0.2056
-1.2,0.063,0.2582,0.26,0.1991
-1.0,0.0595,0.2613,0.2556,0.2003
-0.8,0.0608,0.2589,0.2564,0.2024
-0.6,0.0484,0.2619,0.2521,0.2026
-0.4,0.0459,0.2538,0.2558,0.2023
-0.2,0.0438,0.2472,0.2553,0.1999
0.0,0.0414,0.2586,0.2554,0.1868
0.2,0.0448,0.2514,0.2505,0.192
0.4,0.0355,0.2456,0.2523,0.1899
0.6,0.0358,0.2555,0.2413,0.1887
0.8,0.029,0.2506,0.2434,0.1865
1.0,0.0253,0.2499,0.2462,0.1932
1.2,0.0294,0.2553,0.2461,0.1834
1.4,0.0229,0.2518,0.2488,0.1793
1.6,0.0189,0.2529,0.2462,0.1805
1.8,0.0146,0.2495,0.2509,0.1826
2.0,0.0149,0.2491,0.2512,0.1729
2.2,0.0124,0.2444,0.2383,0.1709
2.4,0.013,0.2469,0.244,0.1749
2.6,0.0082,0.2495,0.2565,0.171
2.8,0.0082,0.2453,0.2536,0.1676
3.0,0.0069,0.2504,0.2447,0.1733
3.2,0.0063,0.2565,0.2422,0.1718
3.4,0.0046,0.245,0.2489,0.1708
3.6,0.0061,0.2531,0.2475,0.1688
3.8,0.0038,0.2563,0.2528,0.1655
4.0,0.0026,0.2552,0.2498,0.1629
4.2,0.0033,0.2524,0.2482,0.1543
4.4,0.0041,0.2503,0.2546,0.1659
4.6,0.0019,0.2495,0.2509,0.1624
4.8,0.0017,0.2468,0.2511,0.1669
5.0,9.0E-4,0.2484,0.2447,0.1642
5.5,0.001,0.2579,0.2496,0.1482
6.0,4.0E-4,0.247,0.2474,0.1599
6.5,0.0,0.2473,0.2564,0.1566
7.0,0.0,0.2544,0.2486,0.1602
7.5,0.0,0.2513,0.2477,0.1588
8.0,0.0,0.2489,0.2529,0.1586
8.5,0.0,0.2526,0.2546,0.1621
9.0,0.0,0.2543,0.2458,0.1616
9.5,0.0,0.252,0.2435,0.1553
10.0,0.0,0.2458,0.2511,0.1656
