SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.4335,0.4555,0.4508,0.4544
-18,0.4047,0.4386,0.4355,0.4365
-16,0.3891,0.4268,0.421,0.4176
-14,0.3677,0.4103,0.4006,0.3921
-12,0.3343,0.3761,0.3884,0.3776
-10,0.2876,0.3644,0.3571,0.3341
-9,0.261,0.345,0.346,0.3344
-8,0.2392,0.3266,0.328,0.2956
-7,0.2218,0.3259,0.3249,0.2871
-6,0.1988,0.3123,0.3038,0.2622
-5,0.1637,0.2956,0.2952,0.257
-4,0.1345,0.2873,0.2802,0.2273
-3.0,0.1098,0.2669,0.2702,0.2072
-2.8,0.1036,0.2693,0.2711,0.2116
-2.6,0.0976,0.2638,0.2703,0.2059
-2.4,0.099,0.2693,0.2671,0.1928
-2.2,0.0903,0.2632,0.2652,0.201
-2.0,0.0853,0.2627,0.2682,0.1949
-1.8,0.0807,0.2657,0.2533,0.1869
-1.6,0.0724,0.2549,0.2637,0.1915
-1.4,0.0663,0.2591,0.2589,0.1859
-1.2,0.066,0.2562,0.2558,0.1796
-1.0,0.0585,0.2551,0.2543,0.1762
-0.8,0.0587,0.264,0.2517,0.173
-0.6,0.0547,0.2554,0.2493,0.1631
-0.4,0.0492,0.253,0.2559,0.1686
-0.2,0.0457,0.2509,0.2562,0.1549
0.0,0.0439,0.2528,0.2541,0.1616
0.2,0.0416,0.2596,0.254,0.166
0.4,0.0337,0.2525,0.2481,0.1585
0.6,0.0324,0.2545,0.2477,0.1462
0.8,0.0257,0.2468,0.251,0.1485
1.0,0.027,0.247,0.2517,0.1467
1.2,0.0219,0.2592,0.2548,0.1407
1.4,0.0222,0.2455,0.2515,0.1344
1.6,0.0177,0.2504,0.2543,0.1418
1.8,0.0145,0.2531,0.2487,0.1371
2.0,0.0171,0.2513,0.2529,0.1373
2.2,0.0125,0.2453,0.2493,0.1344
2.4,0.0095,0.2413,0.2484,0.134
2.6,0.0113,0.2518,0.2523,0.1275
2.8,0.0075,0.2483,0.2575,0.1332
3.0,0.0065,0.2616,0.2487,0.1252
3.2,0.0073,0.255,0.2506,0.1222
3.4,0.006,0.256,0.2481,0.1139
3.6,0.0025,0.2534,0.2504,0.1171
3.8,0.0025,0.2457,0.2511,0.1133
4.0,0.0041,0.2469,0.249,0.1107
4.2,0.002,0.2449,0.2546,0.1147
4.4,0.0016,0.2535,0.2448,0.1138
4.6,0.0037,0.2456,0.2459,0.1105
4.8,0.0023,0.2523,0.2469,0.109
5.0,0.0011,0.2524,0.248,0.1059
5.5,3.0E-4,0.2509,0.2483,0.0986
6.0,4.0E-4,0.2583,0.2511,0.0981
6.5,3.0E-4,0.2502,0.2501,0.0929
7.0,0.0,0.2519,0.2525,0.0976
7.5,0.0,0.2491,0.2447,0.0944
8.0,0.0,0.2465,0.2537,0.0931
8.5,0.0,0.2469,0.2503,0.0942
9.0,0.0,0.2526,0.2467,0.093
9.5,0.0,0.2534,0.2513,0.0872
10.0,0.0,0.2462,0.251,0.0893
