DT,TEB_RZ,TEB_NRZ,TEB_NRZT
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.2486,0.0,0.0
3,0.2479,0.2517,0.2516
4,0.125,0.1258,0.1201
5,0.2511,0.125,0.1201
6,0.2487,0.2491,0.2466
7,0.1246,0.1251,0.126
8,0.2511,0.1246,0.1166
9,0.2467,0.2517,0.2482
10,0.1252,0.1264,0.1282
11,0.2529,0.1221,0.1249
12,0.2487,0.2479,0.247
13,0.1243,0.1263,0.1238
14,0.2508,0.1252,0.1277
15,0.2458,0.2523,0.2537
16,0.1233,0.1271,0.1261
17,0.2529,0.1195,0.1262
18,0.2516,0.2539,0.2456
19,0.124,0.1257,0.131
20,0.2447,0.1244,0.1272
21,0.2499,0.2488,0.2461
22,0.1242,0.1229,0.1263
23,0.2471,0.1285,0.1266
24,0.2439,0.2538,0.2503
25,0.1225,0.1299,0.1226
26,0.2476,0.1228,0.1314
27,0.2513,0.2529,0.2508
28,0.1228,0.1291,0.1284
29,0.2512,0.1282,0.1281
30,0.2515,0.252,0.2532
31,0.1246,0.1283,0.13
32,0.2516,0.1223,0.1219
33,0.2492,0.248,0.2511
34,0.126,0.1221,0.1283
35,0.2506,0.1279,0.1219
36,0.2511,0.2441,0.2556
37,0.1263,0.123,0.1238
38,0.2482,0.1236,0.1259
39,0.2507,0.2491,0.2494
40,0.1231,0.1286,0.1257
41,0.2521,0.1219,0.1298
42,0.2502,0.2526,0.2454
43,0.1242,0.1253,0.1223
44,0.2523,0.1249,0.1224
45,0.2495,0.2481,0.2498
46,0.1249,0.1209,0.1262
47,0.2507,0.1281,0.1257
48,0.25,0.2457,0.2506
49,0.1252,0.1288,0.1238
50,0.2462,0.1231,0.1245
51,0.2492,0.2496,0.251
52,0.1261,0.1257,0.1251
53,0.2498,0.1234,0.1241
54,0.2486,0.2458,0.2506
55,0.1247,0.1268,0.1224
56,0.2467,0.1271,0.1265
57,0.2501,0.2504,0.2488
58,0.1302,0.1245,0.1281
59,0.2468,0.1178,0.129
60,0.2451,0.2483,0.2469
61,0.1292,0.124,0.1237
62,0.2429,0.1239,0.1248
63,0.2543,0.2456,0.2541
64,0.1242,0.1249,0.1296
65,0.2491,0.1184,0.1235
66,0.248,0.2474,0.2486
67,0.1278,0.1258,0.1234
68,0.2513,0.1218,0.1253
69,0.2496,0.2516,0.2559
70,0.1263,0.1283,0.1255
71,0.2482,0.1184,0.1222
72,0.2505,0.2502,0.252
73,0.1234,0.1187,0.1228
74,0.2479,0.1302,0.1294
75,0.251,0.2501,0.2472
76,0.1219,0.1231,0.128
77,0.2517,0.1273,0.1288
78,0.2533,0.2512,0.2477
79,0.125,0.1202,0.1286
80,0.2506,0.1262,0.1218
81,0.2484,0.2453,0.2472
82,0.1204,0.1224,0.1256
83,0.2473,0.1228,0.1191
84,0.2472,0.2501,0.2505
85,0.1161,0.1237,0.1196
86,0.2536,0.1262,0.1232
87,0.2526,0.2465,0.2495
88,0.1264,0.1244,0.1264
89,0.2416,0.1246,0.1294
90,0.2496,0.2509,0.2508
91,0.1248,0.1184,0.1234
92,0.2488,0.1239,0.124
93,0.2524,0.2501,0.2527
94,0.1244,0.1229,0.1186
95,0.2447,0.129,0.1231
96,0.2498,0.2493,0.2476
97,0.1263,0.123,0.1263
98,0.2491,0.1254,0.1229
99,0.2495,0.2497,0.2451
100,0.1242,0.1255,0.1276
101,0.2528,0.1242,0.1247
102,0.2493,0.2521,0.249
103,0.1264,0.1277,0.1237
104,0.2449,0.1241,0.1232
105,0.2444,0.2496,0.2466
106,0.1196,0.1211,0.1245
107,0.2473,0.1216,0.1282
108,0.2487,0.2497,0.2478
109,0.1294,0.1226,0.1221
110,0.2471,0.1252,0.1225
111,0.2495,0.2475,0.2457
112,0.129,0.1257,0.1224
113,0.2472,0.1228,0.1254
114,0.2484,0.2484,0.2474
115,0.1244,0.1259,0.1216
116,0.2475,0.1217,0.1245
