SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.4385,0.4454,0.4396,0.4458
-18,0.4273,0.4214,0.4351,0.431
-16,0.4171,0.4029,0.4081,0.4135
-14,0.3836,0.3905,0.3898,0.3938
-12,0.3641,0.3608,0.3525,0.3575
-10,0.3251,0.3289,0.3253,0.3386
-9,0.3078,0.3022,0.3119,0.2981
-8,0.3001,0.2849,0.2969,0.2849
-7,0.2615,0.2613,0.2656,0.2699
-6,0.2349,0.2357,0.2326,0.2389
-5,0.206,0.2145,0.2116,0.2073
-4,0.1861,0.1856,0.1954,0.1942
-3.0,0.1591,0.156,0.1549,0.1509
-2.8,0.1524,0.1581,0.1507,0.1532
-2.6,0.1507,0.1465,0.1436,0.1467
-2.4,0.1369,0.1329,0.1452,0.148
-2.2,0.1266,0.1286,0.1342,0.1355
-2.0,0.1249,0.1294,0.1277,0.1347
-1.8,0.1152,0.1267,0.1333,0.1243
-1.6,0.1238,0.1182,0.1204,0.1217
-1.4,0.1221,0.1088,0.1222,0.1139
-1.2,0.1116,0.1078,0.1125,0.1107
-1.0,0.1018,0.0985,0.1042,0.1033
-0.8,0.1,0.0977,0.0991,0.0929
-0.6,0.0979,0.0914,0.0903,0.0936
-0.4,0.0924,0.0814,0.0862,0.0915
-0.2,0.0812,0.0868,0.0816,0.0819
0.0,0.0819,0.0778,0.0784,0.0813
0.2,0.0771,0.0771,0.0723,0.0669
0.4,0.063,0.074,0.0735,0.0752
0.6,0.0662,0.0674,0.0659,0.0625
0.8,0.0606,0.0592,0.0605,0.0615
1.0,0.0586,0.06,0.0524,0.0592
1.2,0.0567,0.052,0.0529,0.0564
1.4,0.0449,0.0478,0.0505,0.0425
1.6,0.0434,0.0428,0.0376,0.0468
1.8,0.0386,0.0406,0.0387,0.0385
2.0,0.0372,0.0336,0.0345,0.0333
2.2,0.0325,0.0311,0.0383,0.0294
2.4,0.0301,0.0321,0.031,0.0279
2.6,0.0242,0.0281,0.0294,0.0274
2.8,0.0236,0.0331,0.0263,0.028
3.0,0.0217,0.0206,0.0213,0.0269
3.2,0.0194,0.0242,0.0165,0.0205
3.4,0.0167,0.0189,0.0179,0.0161
3.6,0.0115,0.014,0.0188,0.0213
3.8,0.0134,0.0132,0.0173,0.0154
4.0,0.0154,0.0106,0.0136,0.014
4.2,0.0119,0.0097,0.0092,0.011
4.4,0.0097,0.0073,0.01,0.0083
4.6,0.0073,0.0107,0.0067,0.0095
4.8,0.0069,0.0062,0.0068,0.0063
5.0,0.0079,0.0082,0.0058,0.007
5.5,0.0032,0.004,0.0045,0.0036
6.0,0.0031,0.0029,0.0021,0.0027
6.5,0.0019,6.0E-4,0.0013,9.0E-4
7.0,5.0E-4,8.0E-4,8.0E-4,0.0
7.5,2.0E-4,0.0,4.0E-4,0.0
8.0,0.0,4.0E-4,4.0E-4,2.0E-4
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,4.0E-4
10.0,0.0,0.0,0.0,0.0
