SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.349038,0.38465,0.394517,0.385446
-18,0.313711,0.356573,0.372499,0.357524
-16,0.269797,0.32536,0.346816,0.327983
-14,0.219631,0.290395,0.318038,0.296317
-12,0.166369,0.252674,0.29323,0.261313
-10,0.109992,0.215648,0.270717,0.229333
-9,0.08455,0.199732,0.262992,0.217361
-8,0.0615,0.184573,0.257671,0.203813
-7,0.042194,0.170438,0.253974,0.192604
-6,0.025528,0.157339,0.250861,0.182485
-5,0.014981,0.144469,0.249978,0.174908
-4,0.007266,0.131963,0.250492,0.168061
-3.0,0.003145,0.119318,0.250342,0.163498
-2.8,0.002416,0.116934,0.250484,0.16296
-2.6,0.002148,0.115267,0.24973,0.162699
-2.4,0.001599,0.112462,0.249798,0.161728
-2.2,0.001319,0.10946,0.249928,0.161284
-2.0,0.001136,0.106945,0.250123,0.161121
-1.8,7.82E-4,0.104429,0.250115,0.1602
-1.6,5.86E-4,0.101314,0.249698,0.159777
-1.4,4.79E-4,0.098855,0.249984,0.159368
-1.2,4.32E-4,0.095893,0.249593,0.158784
