SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.431619,0.431234,0.431181,0.431209
-18,0.41274,0.413222,0.4145,0.414194
-16,0.391298,0.391492,0.390816,0.391267
-14,0.364009,0.364881,0.364456,0.364202
-12,0.332286,0.331419,0.332991,0.330753
-10,0.292422,0.291573,0.291023,0.292663
-9,0.269388,0.26881,0.269759,0.269558
-8,0.245227,0.245305,0.244818,0.244781
-7,0.219105,0.220294,0.219345,0.219799
-6,0.192539,0.192869,0.192647,0.192426
-5,0.164814,0.166099,0.165844,0.165519
-4,0.136947,0.136425,0.1376,0.137376
-3.0,0.110334,0.110064,0.109487,0.10945
-2.8,0.104561,0.10475,0.104581,0.104602
-2.6,0.099747,0.099326,0.100088,0.099645
-2.4,0.09487,0.094555,0.094648,0.094632
-2.2,0.089187,0.088686,0.090325,0.090102
-2.0,0.084003,0.084377,0.084335,0.084549
-1.8,0.079876,0.08,0.079621,0.079603
-1.6,0.074039,0.07482,0.074806,0.074805
-1.4,0.070123,0.070623,0.0708,0.070669
-1.2,0.065252,0.065095,0.065332,0.064891
-1.0,0.061398,0.061666,0.061466,0.061143
-0.8,0.057001,0.057061,0.05628,0.057315
-0.6,0.053335,0.052972,0.052321,0.053313
-0.4,0.049301,0.048769,0.048794,0.04952
-0.2,0.044925,0.044997,0.045367,0.045059
0.0,0.04185,0.041287,0.041702,0.041105
0.2,0.038034,0.038096,0.0383,0.038533
0.4,0.034912,0.034591,0.034651,0.034417
0.6,0.031721,0.031637,0.031946,0.031416
0.8,0.028738,0.028521,0.028984,0.028422
1.0,0.025668,0.026086,0.026016,0.025595
1.2,0.023182,0.023133,0.023167,0.023286
1.4,0.020605,0.020878,0.021041,0.020881
1.6,0.018505,0.018674,0.018974,0.01862
1.8,0.016454,0.01659,0.016546,0.01664
2.0,0.014404,0.014533,0.01453,0.014948
2.2,0.012978,0.012853,0.013004,0.013014
2.4,0.011139,0.011075,0.011078,0.011098
2.6,0.009925,0.009906,0.009731,0.009868
2.8,0.008364,0.00838,0.008309,0.00808
3.0,0.007214,0.007175,0.007069,0.00736
3.2,0.006276,0.005941,0.006178,0.006009
3.4,0.005225,0.005105,0.005268,0.0053
3.6,0.004408,0.004428,0.004473,0.004386
3.8,0.00387,0.003527,0.003568,0.00363
4.0,0.003045,0.002961,0.00303,0.003111
4.2,0.002514,0.002534,0.002612,0.002492
4.4,0.002047,0.002033,0.001888,0.002111
4.6,0.00167,0.001642,0.001543,0.001574
4.8,0.001304,0.001345,0.001309,0.001284
5.0,0.001038,0.001059,9.69E-4,0.001022
5.5,5.69E-4,6.2E-4,5.79E-4,5.94E-4
6.0,2.92E-4,2.78E-4,2.99E-4,3.08E-4
6.5,1.34E-4,1.17E-4,1.49E-4,1.1E-4
7.0,5.6E-5,6.4E-5,3.2E-5,5.2E-5
7.5,2.0E-5,1.2E-5,2.1E-5,3.7E-5
8.0,6.0E-6,7.0E-6,1.6E-5,7.0E-6
8.5,7.0E-6,0.0,0.0,5.0E-6
9.0,0.0,2.0E-6,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
