SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.375664,0.37537,0.376166,0.375436
-18,0.344994,0.345335,0.345293,0.345395
-16,0.307448,0.308121,0.308063,0.308592
-14,0.263389,0.263488,0.263259,0.263924
-12,0.213232,0.212931,0.213725,0.214591
-10,0.158763,0.158923,0.158177,0.158738
-9,0.130989,0.131403,0.131358,0.131493
-8,0.104324,0.104451,0.103922,0.104456
-7,0.078412,0.079455,0.078093,0.078276
-6,0.056071,0.056571,0.056341,0.056468
-5,0.037789,0.037301,0.037578,0.03733
-4,0.023154,0.022902,0.022714,0.022874
-3.0,0.012594,0.012545,0.012535,0.012659
-2.8,0.011332,0.011123,0.010829,0.010902
-2.6,0.009354,0.009461,0.009522,0.009554
-2.4,0.008169,0.007984,0.008266,0.008076
-2.2,0.006924,0.007068,0.00693,0.007196
-2.0,0.005945,0.006064,0.006048,0.005973
-1.8,0.005068,0.005142,0.005036,0.00513
-1.6,0.004253,0.00414,0.004192,0.004355
-1.4,0.003691,0.003597,0.003557,0.003456
-1.2,0.002843,0.002935,0.002999,0.002905
-1.0,0.002526,0.002347,0.002372,0.002408
-0.8,0.002089,0.001998,0.001926,0.001885
-0.6,0.00163,0.001611,0.001522,0.001615
-0.4,0.001231,0.001333,0.001334,0.001228
-0.2,0.001057,9.47E-4,9.6E-4,9.94E-4
0.0,7.85E-4,7.41E-4,7.96E-4,7.21E-4
0.2,6.26E-4,6.64E-4,5.55E-4,5.91E-4
0.4,4.75E-4,4.25E-4,4.39E-4,4.75E-4
0.6,3.41E-4,3.9E-4,3.32E-4,3.78E-4
0.8,2.74E-4,2.49E-4,2.64E-4,2.54E-4
1.0,2.02E-4,1.94E-4,1.74E-4,1.78E-4
1.2,1.54E-4,1.39E-4,1.35E-4,1.6E-4
1.4,1.04E-4,8.7E-5,1.07E-4,1.13E-4
1.6,8.4E-5,7.5E-5,9.1E-5,7.7E-5
1.8,5.1E-5,4.0E-5,3.7E-5,4.6E-5
2.0,2.3E-5,3.1E-5,3.4E-5,3.4E-5
2.2,3.0E-5,1.9E-5,1.9E-5,2.1E-5
2.4,1.3E-5,1.9E-5,1.1E-5,2.1E-5
2.6,9.0E-6,1.0E-5,1.2E-5,1.3E-5
2.8,3.0E-6,1.5E-5,4.0E-6,6.0E-6
3.0,3.0E-6,7.0E-6,6.0E-6,2.0E-6
3.2,0.0,9.0E-6,3.0E-6,4.0E-6
3.4,2.0E-6,0.0,3.0E-6,0.0
3.6,0.0,3.0E-6,0.0,0.0
3.8,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
4.2,0.0,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0
4.6,0.0,0.0,0.0,0.0
4.8,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
