SNR,TEB_RZ,TEB_NRZ,TEB_NRZT
-60,0.499208,0.49907,0.499234
-55,0.498288,0.497334,0.498091
-50,0.496297,0.495378,0.495555
-45,0.495497,0.491685,0.493674
-40,0.493275,0.487616,0.488223
-35,0.487691,0.477946,0.479646
-30,0.478275,0.459508,0.461881
-28,0.471448,0.450289,0.452652
-26,0.465889,0.437829,0.440781
-24,0.457069,0.420699,0.424552
-22,0.445083,0.402666,0.406318
-20,0.431425,0.375759,0.383325
-19,0.424154,0.361995,0.36879
-18,0.412215,0.345536,0.354128
-17,0.403434,0.326924,0.337736
-16,0.392877,0.309117,0.318408
-15,0.378121,0.287821,0.298845
-14,0.36288,0.262676,0.275969
-13,0.349129,0.239866,0.252871
-12,0.331332,0.21372,0.227351
-11,0.3121,0.18622,0.202046
-10.0,0.293529,0.158361,0.174153
-9.5,0.27978,0.145217,0.160545
-9.0,0.269033,0.130303,0.146842
-8.5,0.259869,0.117228,0.13186
-8.0,0.244802,0.104566,0.119321
-7.5,0.233022,0.090182,0.107155
-7.0,0.220595,0.079478,0.094579
-6.5,0.206164,0.067868,0.081866
-6.0,0.193655,0.056579,0.070199
-5.5,0.17869,0.047501,0.058889
-5.0,0.165719,0.037391,0.049384
-4.5,0.1514,0.029779,0.041509
-4.0,0.137181,0.0225,0.03325
-3.5,0.124027,0.017683,0.025827
-3.0,0.109391,0.012747,0.020393
-2.9,0.107538,0.011818,0.019339
-2.8,0.104825,0.01097,0.018082
-2.7,0.102329,0.010392,0.016815
-2.6,0.099545,0.009233,0.016173
-2.5,0.098103,0.008849,0.015159
-2.4,0.094346,0.008354,0.013905
-2.3,0.091955,0.0075,0.013463
-2.2,0.088489,0.006845,0.012152
-2.1,0.087019,0.006752,0.011568
-2.0,0.084122,0.005991,0.01085
-1.9,0.081955,0.005384,0.010023
-1.8,0.079669,0.004901,0.009501
-1.7,0.077521,0.004622,0.008854
-1.6,0.073307,0.004153,0.008682
-1.5,0.071728,0.003798,0.007443
-1.4,0.069917,0.003716,0.007267
-1.3,0.067622,0.003255,0.006976
-1.2,0.064944,0.002973,0.006261
-1.1,0.063105,0.002917,0.00581
-1.0,0.060678,0.002188,0.005232
-0.9,0.058741,0.002117,0.004993
-0.8,0.056572,0.001979,0.004361
-0.7,0.054898,0.001789,0.004204
-0.6,0.053238,0.001572,0.003669
-0.5,0.05196,0.001429,0.003502
-0.4,0.04925,0.001264,0.003205
-0.3,0.046527,0.001104,0.003057
-0.2,0.04542,9.1E-4,0.002613
-0.1,0.043098,8.99E-4,0.002336
0.0,0.041347,7.95E-4,0.002257
0.1,0.039574,6.43E-4,0.002124
0.2,0.038094,5.3E-4,0.001903
0.3,0.037193,5.55E-4,0.001612
0.4,0.034932,4.34E-4,0.001625
0.5,0.033408,4.45E-4,0.001415
0.6,0.032296,3.25E-4,0.001176
0.7,0.029831,2.84E-4,0.001075
0.8,0.028971,2.65E-4,9.8E-4
0.9,0.027138,2.46E-4,8.83E-4
1.0,0.025465,2.38E-4,8.01E-4
1.1,0.025272,1.77E-4,6.99E-4
1.2,0.024058,1.43E-4,5.97E-4
1.3,0.022028,1.38E-4,5.1E-4
1.4,0.020736,1.41E-4,4.71E-4
1.5,0.01919,9.9E-5,4.34E-4
1.6,0.019403,6.4E-5,3.73E-4
1.7,0.017351,7.3E-5,3.41E-4
1.8,0.016293,7.3E-5,2.93E-4
1.9,0.015626,4.9E-5,2.29E-4
2.0,0.014634,3.1E-5,2.19E-4
2.1,0.014032,2.8E-5,2.01E-4
2.2,0.012775,2.9E-5,1.79E-4
2.3,0.012348,6.0E-6,1.59E-4
2.4,0.011355,1.4E-5,1.01E-4
2.5,0.010374,6.0E-6,7.3E-5
2.6,0.009439,5.0E-6,1.15E-4
2.7,0.009081,1.0E-5,6.6E-5
2.8,0.008462,1.2E-5,6.6E-5
2.9,0.0078,4.0E-6,6.9E-5
3.0,0.007083,0.0,3.3E-5
3.1,0.006545,1.3E-5,2.7E-5
3.2,0.006095,0.0,4.1E-5
3.3,0.005793,0.0,3.0E-5
3.4,0.005088,2.0E-6,3.1E-5
3.5,0.004589,0.0,2.1E-5
3.6,0.004471,0.0,1.8E-5
3.7,0.004122,0.0,3.0E-6
3.8,0.003685,0.0,1.2E-5
3.9,0.003516,0.0,6.0E-6
4.0,0.003024,0.0,3.0E-6
4.1,0.002862,0.0,6.0E-6
4.2,0.002348,0.0,5.0E-6
4.3,0.00238,0.0,3.0E-6
4.4,0.001949,0.0,1.0E-5
4.5,0.001853,0.0,0.0
4.6,0.001729,0.0,0.0
4.7,0.001398,0.0,6.0E-6
4.8,0.001316,0.0,1.0E-6
4.9,0.001186,0.0,0.0
5.0,9.78E-4,0.0,5.0E-6
5.5,5.83E-4,0.0,0.0
6.0,2.82E-4,0.0,0.0
6.5,1.09E-4,0.0,0.0
7.0,4.2E-5,0.0,0.0
7.5,3.4E-5,0.0,0.0
8.0,1.3E-5,0.0,0.0
8.5,0.0,0.0,0.0
9.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0
10.0,0.0,0.0,0.0
