SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.443077,0.44366,0.444332,0.44404
-18,0.430117,0.428163,0.429145,0.429052
-16,0.410825,0.411874,0.412534,0.411887
-14,0.389767,0.389239,0.389365,0.389351
-12,0.362247,0.361654,0.361532,0.360709
-10,0.328033,0.328106,0.327292,0.327318
-9,0.307747,0.308414,0.309614,0.308259
-8,0.285832,0.286365,0.287293,0.287257
-7,0.263606,0.262679,0.263171,0.264258
-6,0.238783,0.239119,0.239976,0.238753
-5,0.213856,0.213544,0.214109,0.212807
-4,0.186314,0.18561,0.185899,0.185926
-3.0,0.159037,0.158788,0.158035,0.158818
-2.8,0.153471,0.153767,0.152788,0.152754
-2.6,0.14671,0.146845,0.147519,0.146337
-2.4,0.141503,0.141653,0.14106,0.141304
-2.2,0.136571,0.136181,0.136267,0.135793
-2.0,0.130319,0.131091,0.130169,0.130456
-1.8,0.126844,0.124613,0.125346,0.125187
-1.6,0.120341,0.119967,0.120298,0.120576
-1.4,0.113864,0.114197,0.113584,0.114581
-1.2,0.108398,0.109465,0.110021,0.109275
-1.0,0.103522,0.103986,0.104293,0.104611
-0.8,0.09878,0.098868,0.098633,0.098685
-0.6,0.093667,0.093277,0.093666,0.094796
-0.4,0.088641,0.089429,0.088055,0.088388
-0.2,0.083639,0.083625,0.083518,0.083343
0.0,0.07888,0.078978,0.079353,0.079037
0.2,0.074292,0.07358,0.074426,0.073338
0.4,0.069497,0.069041,0.070059,0.069307
0.6,0.064546,0.065097,0.064982,0.065165
0.8,0.06055,0.061142,0.06073,0.060578
1.0,0.056712,0.056685,0.05647,0.056548
1.2,0.052769,0.051772,0.051924,0.052206
1.4,0.048425,0.047906,0.047775,0.048609
1.6,0.044138,0.043843,0.044197,0.044154
1.8,0.041116,0.040729,0.040901,0.040172
2.0,0.037048,0.037238,0.037471,0.037483
2.2,0.033924,0.034454,0.033829,0.033881
2.4,0.031131,0.031332,0.03054,0.031207
2.6,0.028316,0.028554,0.028015,0.027987
2.8,0.025256,0.025209,0.025396,0.025842
3.0,0.022922,0.022493,0.022857,0.023093
3.2,0.020537,0.020202,0.020785,0.020389
3.4,0.017982,0.018264,0.018166,0.017883
3.6,0.016096,0.016421,0.015777,0.01608
3.8,0.014111,0.014138,0.014254,0.014082
4.0,0.012558,0.012434,0.012261,0.012205
4.2,0.010851,0.010688,0.011253,0.010769
4.4,0.009511,0.00938,0.009587,0.009216
4.6,0.00806,0.008187,0.008125,0.008248
4.8,0.006871,0.007078,0.007066,0.006985
5.0,0.005852,0.00593,0.00586,0.005967
5.5,0.003849,0.003963,0.003784,0.003899
6.0,0.002277,0.002516,0.002405,0.002429
6.5,0.001461,0.001325,0.001498,0.00132
7.0,7.57E-4,7.95E-4,7.77E-4,8.11E-4
7.5,4.1E-4,4.0E-4,3.76E-4,4.04E-4
8.0,2.03E-4,2.19E-4,1.91E-4,1.81E-4
8.5,8.3E-5,7.5E-5,8.9E-5,7.9E-5
9.0,3.7E-5,3.1E-5,2.9E-5,2.3E-5
9.5,1.0E-5,1.5E-5,2.3E-5,2.2E-5
10.0,2.0E-6,3.0E-6,2.0E-6,5.0E-6
