SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.4502,0.4486,0.4481,0.4446
-18,0.4289,0.4225,0.4325,0.4264
-16,0.4091,0.4136,0.4004,0.4234
-14,0.3821,0.3835,0.3832,0.3894
-12,0.3719,0.3603,0.359,0.3604
-10,0.3223,0.3327,0.3184,0.3258
-9,0.3171,0.3004,0.3155,0.3041
-8,0.2845,0.2987,0.2929,0.2874
-7,0.2637,0.2696,0.2612,0.2638
-6,0.2415,0.236,0.2457,0.2412
-5,0.2109,0.2078,0.214,0.2083
-4,0.1883,0.1829,0.1941,0.185
-3.0,0.1656,0.1553,0.1623,0.1606
-2.8,0.1487,0.1549,0.163,0.1519
-2.6,0.1444,0.1557,0.1521,0.1495
-2.4,0.1325,0.1423,0.1357,0.1474
-2.2,0.1307,0.1352,0.1332,0.1324
-2.0,0.1331,0.1289,0.13,0.1344
-1.8,0.1297,0.1239,0.128,0.118
-1.6,0.1213,0.1211,0.1238,0.1177
-1.4,0.1174,0.1108,0.1152,0.1094
-1.2,0.1163,0.1094,0.1118,0.1053
-1.0,0.0975,0.0945,0.1072,0.1035
-0.8,0.0965,0.0893,0.1022,0.1005
-0.6,0.084,0.0893,0.0965,0.093
-0.4,0.0839,0.0866,0.0869,0.0911
-0.2,0.0791,0.0841,0.0864,0.083
0.0,0.0837,0.0788,0.0763,0.0819
0.2,0.075,0.0764,0.0645,0.0701
0.4,0.0735,0.0727,0.0642,0.0677
0.6,0.0657,0.0686,0.0687,0.0698
0.8,0.0567,0.0602,0.0551,0.0636
1.0,0.0558,0.0576,0.057,0.0535
1.2,0.0515,0.0542,0.053,0.0517
1.4,0.0459,0.0469,0.0507,0.0469
1.6,0.0466,0.0442,0.0436,0.0421
1.8,0.039,0.0398,0.0431,0.0414
2.0,0.0348,0.0391,0.039,0.0349
2.2,0.0289,0.0373,0.0331,0.0348
2.4,0.0341,0.0377,0.0286,0.0309
2.6,0.0253,0.0317,0.023,0.031
2.8,0.0284,0.0284,0.0276,0.0235
3.0,0.0221,0.0244,0.0252,0.0269
3.2,0.0201,0.0185,0.0237,0.018
3.4,0.0209,0.0183,0.0166,0.0162
3.6,0.0175,0.0174,0.0149,0.016
3.8,0.0137,0.0139,0.0172,0.0158
4.0,0.0125,0.0148,0.0135,0.0141
4.2,0.0089,0.0111,0.0105,0.0101
4.4,0.01,0.0091,0.0082,0.0109
4.6,0.0081,0.009,0.0094,0.0095
4.8,0.0049,0.006,0.0058,0.0064
5.0,0.0072,0.0046,0.0069,0.0055
5.5,0.0054,0.0057,0.0038,0.0034
6.0,0.0016,0.0011,0.0026,0.0013
6.5,0.0012,8.0E-4,0.0021,0.002
7.0,7.0E-4,9.0E-4,7.0E-4,0.001
7.5,0.0,5.0E-4,0.0,6.0E-4
8.0,2.0E-4,3.0E-4,4.0E-4,2.0E-4
8.5,0.0,0.0,0.0,2.0E-4
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,1.0E-4
10.0,0.0,0.0,0.0,0.0
