SNR,TEB_RZ,TEB_NRZ,TEB_NRZT
-20,0.48,0.39,0.29
-19,0.45,0.35,0.42
-18,0.29,0.39,0.28
-17,0.4,0.43,0.3
-16,0.4,0.25,0.28
-15,0.4,0.3,0.25
-14,0.27,0.28,0.2
-13,0.31,0.26,0.15
-12,0.31,0.17,0.22
-11,0.31,0.21,0.2
-10.0,0.33,0.11,0.1
-9.5,0.28,0.11,0.14
-9.0,0.28,0.1,0.09
-8.5,0.27,0.18,0.09
-8.0,0.26,0.12,0.09
-7.5,0.2,0.07,0.11
-7.0,0.15,0.08,0.12
-6.5,0.13,0.12,0.09
-6.0,0.16,0.07,0.03
-5.5,0.17,0.03,0.01
-5.0,0.14,0.01,0.02
-4.5,0.03,0.0,0.03
-4.0,0.11,0.03,0.02
-3.5,0.08,0.0,0.03
-3.0,0.07,0.0,0.01
-2.9,0.12,0.03,0.0
-2.8,0.06,0.01,0.0
-2.7,0.07,0.01,0.0
-2.6,0.04,0.02,0.0
-2.5,0.03,0.0,0.0
-2.4,0.05,0.02,0.0
-2.3,0.05,0.02,0.0
-2.2,0.03,0.0,0.01
-2.1,0.02,0.0,0.01
-2.0,0.05,0.0,0.0
-1.9,0.01,0.0,0.0
-1.8,0.03,0.01,0.02
-1.7,0.04,0.0,0.01
-1.6,0.1,0.0,0.0
-1.5,0.01,0.0,0.0
-1.4,0.04,0.02,0.0
-1.3,0.01,0.0,0.03
-1.2,0.05,0.0,0.01
-1.1,0.06,0.01,0.0
-1.0,0.02,0.0,0.0
-0.9,0.01,0.0,0.0
-0.8,0.01,0.0,0.0
-0.7,0.01,0.0,0.0
-0.6,0.05,0.0,0.0
-0.5,0.02,0.0,0.0
-0.4,0.03,0.0,0.0
-0.3,0.01,0.0,0.0
-0.2,0.01,0.0,0.0
-0.1,0.04,0.0,0.0
0.0,0.03,0.0,0.0
0.1,0.02,0.0,0.0
0.2,0.0,0.0,0.0
0.3,0.02,0.0,0.0
0.4,0.02,0.0,0.0
0.5,0.0,0.0,0.0
0.6,0.01,0.0,0.0
0.7,0.03,0.01,0.0
0.8,0.01,0.0,0.0
0.9,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.1,0.0,0.0,0.0
1.2,0.0,0.0,0.0
1.3,0.01,0.0,0.0
1.4,0.01,0.0,0.01
1.5,0.0,0.0,0.0
1.6,0.0,0.0,0.0
1.7,0.0,0.0,0.0
1.8,0.02,0.0,0.0
1.9,0.01,0.0,0.0
2.0,0.0,0.0,0.0
2.1,0.0,0.0,0.0
2.2,0.0,0.01,0.0
2.3,0.0,0.0,0.0
2.4,0.03,0.0,0.0
2.5,0.0,0.0,0.0
2.6,0.01,0.0,0.0
2.7,0.0,0.0,0.0
2.8,0.0,0.0,0.0
2.9,0.0,0.0,0.0
3.0,0.0,0.0,0.0
3.1,0.01,0.0,0.0
3.2,0.0,0.0,0.0
3.3,0.0,0.0,0.0
3.4,0.0,0.0,0.0
3.5,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.7,0.0,0.0,0.0
3.8,0.0,0.0,0.0
3.9,0.0,0.0,0.0
4.0,0.0,0.0,0.0
4.1,0.0,0.0,0.0
4.2,0.0,0.0,0.0
4.3,0.0,0.0,0.0
4.4,0.0,0.0,0.0
4.5,0.0,0.0,0.0
4.6,0.0,0.0,0.0
4.7,0.0,0.0,0.0
4.8,0.0,0.0,0.0
4.9,0.0,0.0,0.0
5.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0
6.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0
7.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0
8.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0
9.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0
10.0,0.0,0.0,0.0
