SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.444649,0.443725,0.443921,0.443514
-18,0.429446,0.430398,0.428226,0.429522
-16,0.411554,0.410443,0.411758,0.412178
-14,0.388484,0.388797,0.389074,0.388131
-12,0.360516,0.360886,0.360741,0.360635
-10,0.328501,0.328399,0.327611,0.32748
-9,0.307005,0.308218,0.306481,0.30773
-8,0.287704,0.287186,0.286646,0.285996
-7,0.264987,0.262716,0.264388,0.264784
-6,0.238627,0.239109,0.238494,0.239411
-5,0.2137,0.214709,0.214488,0.212612
-4,0.186866,0.18536,0.186269,0.186882
-3.0,0.158483,0.158025,0.158006,0.15864
-2.8,0.152061,0.152355,0.153476,0.152185
-2.6,0.147166,0.147574,0.147502,0.14687
-2.4,0.142001,0.141536,0.141149,0.141639
-2.2,0.135679,0.134553,0.136733,0.134994
-2.0,0.130325,0.130837,0.130095,0.131376
-1.8,0.124679,0.125612,0.125277,0.125528
-1.6,0.119264,0.120037,0.119691,0.119373
-1.4,0.114726,0.114467,0.113613,0.113965
-1.2,0.109118,0.108613,0.109382,0.10881
-1.0,0.104318,0.103982,0.104227,0.104051
-0.8,0.097916,0.099137,0.098406,0.098146
-0.6,0.092778,0.093383,0.093202,0.093306
-0.4,0.088218,0.088724,0.088634,0.088249
-0.2,0.083354,0.083487,0.083712,0.083699
0.0,0.079269,0.078701,0.078546,0.078745
0.2,0.073545,0.074448,0.07396,0.074586
0.4,0.069613,0.069501,0.069978,0.069963
0.6,0.065334,0.06524,0.064775,0.064718
0.8,0.061256,0.060571,0.060389,0.060411
1.0,0.056675,0.056355,0.055931,0.055885
1.2,0.051772,0.052167,0.051969,0.05244
1.4,0.047499,0.048144,0.048321,0.048292
1.6,0.044798,0.045222,0.044686,0.044834
1.8,0.040564,0.040976,0.041047,0.040784
2.0,0.037056,0.037311,0.037782,0.037622
2.2,0.035043,0.034138,0.034742,0.033375
2.4,0.030836,0.031052,0.031394,0.031549
2.6,0.027897,0.028486,0.028674,0.027952
2.8,0.025548,0.025338,0.025881,0.025314
3.0,0.02271,0.022376,0.022879,0.022949
3.2,0.020541,0.020437,0.020322,0.020733
3.4,0.018036,0.018208,0.018412,0.018077
3.6,0.016496,0.016309,0.016188,0.015947
3.8,0.014117,0.014322,0.013833,0.01415
4.0,0.012476,0.012547,0.012663,0.012976
4.2,0.01105,0.010665,0.010749,0.010783
4.4,0.009411,0.009257,0.009462,0.009614
4.6,0.008072,0.008348,0.008333,0.0078
4.8,0.006953,0.007261,0.006847,0.007078
5.0,0.005927,0.005863,0.00609,0.005771
5.5,0.003834,0.003926,0.003852,0.003823
6.0,0.002348,0.002358,0.002322,0.002372
6.5,0.001362,0.001509,0.001386,0.001349
7.0,7.86E-4,7.88E-4,6.31E-4,7.56E-4
7.5,4.31E-4,3.81E-4,3.84E-4,4.41E-4
8.0,1.76E-4,1.87E-4,2.14E-4,1.96E-4
8.5,1.0E-4,9.1E-5,6.5E-5,9.1E-5
9.0,3.8E-5,3.6E-5,2.3E-5,2.6E-5
9.5,9.0E-6,1.3E-5,1.4E-5,8.0E-6
10.0,9.0E-6,0.0,0.0,4.0E-6
