SNR,TEB_RZ,TEB_NRZ,TEB_NRZT
-20,0.3919,0.3154,0.3287
-19,0.3898,0.3088,0.3263
-18,0.361,0.262,0.2829
-17,0.3457,0.2542,0.2628
-16,0.3266,0.2208,0.2591
-15,0.323,0.1845,0.2344
-14,0.2947,0.1809,0.1941
-13,0.2875,0.1452,0.1797
-12,0.2464,0.118,0.1603
-11,0.2388,0.0882,0.1119
-10.0,0.2055,0.0678,0.0955
-9.5,0.1872,0.0633,0.0693
-9.0,0.1895,0.0413,0.0686
-8.5,0.1614,0.0401,0.0551
-8.0,0.1559,0.0364,0.0426
-7.5,0.1352,0.0196,0.0364
-7.0,0.1307,0.0184,0.0265
-6.5,0.1097,0.0161,0.0193
-6.0,0.0986,0.0076,0.0146
-5.5,0.0838,0.0036,0.0125
-5.0,0.0704,0.0031,0.0064
-4.5,0.0566,0.0028,0.0066
-4.0,0.0514,0.0013,0.0018
-3.5,0.047,0.0,0.0035
-3.0,0.0299,0.001,0.002
-2.9,0.0303,0.0,0.001
-2.8,0.0264,0.0,0.001
-2.7,0.0288,2.0E-4,8.0E-4
-2.6,0.0251,0.001,1.0E-4
-2.5,0.0241,0.001,0.0015
-2.4,0.0205,0.0,0.0014
-2.3,0.0228,4.0E-4,9.0E-4
-2.2,0.0256,0.0,0.0
-2.1,0.0165,0.0,0.0
-2.0,0.0252,0.0,5.0E-4
-1.9,0.0183,0.0,9.0E-4
-1.8,0.013,8.0E-4,0.0011
-1.7,0.0188,0.0,1.0E-4
-1.6,0.0127,4.0E-4,0.0
-1.5,0.0127,0.0,2.0E-4
-1.4,0.0144,0.0,0.0
-1.3,0.0154,0.0,0.0
-1.2,0.0102,0.0,0.0
-1.1,0.009,0.0,5.0E-4
-1.0,0.0116,0.0,0.0
-0.9,0.0159,4.0E-4,0.0
-0.8,0.0084,0.0,0.0
-0.7,0.0108,0.0,0.0
-0.6,0.0082,0.0,0.0
-0.5,0.005,0.0,0.0
-0.4,0.0058,0.0,0.0
-0.3,0.0062,0.0,0.0
-0.2,0.0043,0.0,0.0
-0.1,0.0046,0.0,2.0E-4
0.0,0.0066,0.0,0.0
0.1,0.0051,0.0,0.0
0.2,0.0044,0.0,0.0
0.3,0.005,0.0,0.0
0.4,0.0036,0.0,0.0
0.5,0.0018,0.0,0.0
0.6,0.0033,0.0,0.0
0.7,0.0018,0.0,0.0
0.8,0.0029,0.0,0.0
0.9,0.0017,0.0,0.0
1.0,8.0E-4,0.0,0.0
1.1,0.0017,0.0,0.0
1.2,8.0E-4,0.0,0.0
1.3,0.002,0.0,0.0
1.4,0.0012,0.0,0.0
1.5,0.0012,0.0,0.0
1.6,0.0018,0.0,0.0
1.7,0.0,0.0,0.0
1.8,5.0E-4,0.0,0.0
1.9,3.0E-4,0.0,0.0
2.0,5.0E-4,0.0,0.0
2.1,3.0E-4,0.0,0.0
2.2,9.0E-4,0.0,0.0
2.3,8.0E-4,0.0,0.0
2.4,8.0E-4,0.0,0.0
2.5,8.0E-4,0.0,0.0
2.6,0.0,0.0,0.0
2.7,0.0,0.0,0.0
2.8,0.0,0.0,0.0
2.9,0.0,0.0,0.0
3.0,0.0,0.0,0.0
3.1,0.0,0.0,0.0
3.2,0.0,0.0,0.0
3.3,0.0,0.0,0.0
3.4,1.0E-4,0.0,0.0
3.5,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.7,0.0,0.0,0.0
3.8,0.0,0.0,0.0
3.9,0.0,0.0,0.0
4.0,0.0,0.0,0.0
4.1,0.0,0.0,0.0
4.2,0.0,0.0,0.0
4.3,0.0,0.0,0.0
4.4,0.0,0.0,0.0
4.5,0.0,0.0,0.0
4.6,0.0,0.0,0.0
4.7,0.0,0.0,0.0
4.8,0.0,0.0,0.0
4.9,0.0,0.0,0.0
5.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0
6.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0
7.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0
8.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0
9.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0
10.0,0.0,0.0,0.0
