SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.35,0.3,0.3,0.41
-18,0.34,0.37,0.33,0.4
-16,0.22,0.34,0.41,0.31
-14,0.33,0.25,0.36,0.31
-12,0.18,0.19,0.25,0.31
-10,0.11,0.16,0.32,0.31
-9,0.12,0.08,0.31,0.23
-8,0.15,0.15,0.3,0.31
-7,0.05,0.07,0.33,0.3
-6,0.06,0.02,0.27,0.29
-5,0.03,0.06,0.22,0.21
-4,0.09,0.1,0.3,0.2
-3.0,0.0,0.01,0.23,0.16
-2.8,0.0,0.0,0.23,0.19
-2.6,0.0,0.01,0.22,0.2
-2.4,0.0,0.03,0.28,0.16
-2.2,0.01,0.0,0.29,0.16
-2.0,0.0,0.03,0.24,0.18
-1.8,0.0,0.03,0.26,0.16
-1.6,0.0,0.0,0.24,0.2
-1.4,0.0,0.02,0.27,0.18
-1.2,0.0,0.02,0.24,0.19
-1.0,0.04,0.0,0.23,0.2
-0.8,0.0,0.03,0.22,0.16
-0.6,0.0,0.0,0.24,0.16
-0.4,0.0,0.0,0.24,0.17
-0.2,0.0,0.0,0.2,0.2
0.0,0.0,0.0,0.2,0.18
0.2,0.01,0.0,0.24,0.15
0.4,0.0,0.0,0.26,0.18
0.6,0.0,0.0,0.22,0.2
0.8,0.0,0.0,0.26,0.16
1.0,0.0,0.0,0.27,0.17
1.2,0.0,0.0,0.27,0.2
1.4,0.0,0.0,0.21,0.15
1.6,0.0,0.0,0.19,0.13
1.8,0.0,0.0,0.31,0.18
2.0,0.0,0.0,0.28,0.18
2.2,0.0,0.0,0.2,0.21
2.4,0.0,0.0,0.19,0.16
2.6,0.0,0.0,0.28,0.18
2.8,0.0,0.0,0.25,0.14
3.0,0.0,0.0,0.26,0.18
3.2,0.0,0.0,0.27,0.2
3.4,0.0,0.0,0.2,0.23
3.6,0.0,0.0,0.26,0.18
3.8,0.0,0.0,0.26,0.17
4.0,0.0,0.0,0.25,0.22
4.2,0.0,0.0,0.26,0.18
4.4,0.0,0.0,0.24,0.16
4.6,0.0,0.0,0.24,0.15
4.8,0.0,0.0,0.19,0.21
5.0,0.0,0.0,0.25,0.19
5.5,0.0,0.0,0.22,0.2
6.0,0.0,0.0,0.22,0.17
6.5,0.0,0.0,0.23,0.14
7.0,0.0,0.0,0.24,0.17
7.5,0.0,0.0,0.24,0.22
8.0,0.0,0.0,0.24,0.14
8.5,0.0,0.0,0.21,0.23
9.0,0.0,0.0,0.24,0.18
9.5,0.0,0.0,0.25,0.2
10.0,0.0,0.0,0.2,0.2
