SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.49,0.28,0.42,0.43
-18,0.35,0.49,0.44,0.36
-16,0.34,0.36,0.25,0.41
-14,0.32,0.37,0.42,0.3
-12,0.33,0.48,0.28,0.41
-10,0.31,0.34,0.26,0.32
-9,0.22,0.34,0.32,0.23
-8,0.14,0.26,0.16,0.25
-7,0.32,0.3,0.29,0.2
-6,0.3,0.12,0.12,0.28
-5,0.16,0.11,0.21,0.19
-4,0.14,0.03,0.09,0.07
-3.0,0.09,0.07,0.19,0.06
-2.8,0.08,0.09,0.06,0.13
-2.6,0.1,0.02,0.12,0.13
-2.4,0.14,0.1,0.08,0.05
-2.2,0.12,0.09,0.17,0.06
-2.0,0.08,0.09,0.13,0.04
-1.8,0.1,0.02,0.05,0.06
-1.6,0.04,0.0,0.04,0.07
-1.4,0.07,0.05,0.15,0.13
-1.2,0.1,0.08,0.02,0.1
-1.0,0.03,0.13,0.09,0.05
-0.8,0.0,0.06,0.13,0.13
-0.6,0.08,0.06,0.07,0.09
-0.4,0.0,0.02,0.02,0.05
-0.2,0.09,0.0,0.05,0.1
0.0,0.09,0.12,0.08,0.06
0.2,0.01,0.05,0.06,0.06
0.4,0.1,0.06,0.03,0.02
0.6,0.0,0.01,0.04,0.0
0.8,0.04,0.04,0.1,0.01
1.0,0.03,0.07,0.03,0.0
1.2,0.01,0.0,0.0,0.05
1.4,0.0,0.01,0.03,0.02
1.6,0.0,0.0,0.01,0.0
1.8,0.01,0.04,0.01,0.0
2.0,0.02,0.0,0.0,0.01
2.2,0.0,0.0,0.0,0.0
2.4,0.03,0.03,0.0,0.03
2.6,0.0,0.0,0.0,0.01
2.8,0.0,0.0,0.03,0.0
3.0,0.0,0.0,0.02,0.03
3.2,0.0,0.0,0.0,0.03
3.4,0.0,0.0,0.0,0.0
3.6,0.0,0.0,0.0,0.01
3.8,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
4.2,0.01,0.0,0.03,0.0
4.4,0.0,0.0,0.0,0.0
4.6,0.0,0.0,0.0,0.0
4.8,0.0,0.0,0.03,0.0
5.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
