SNR,TEB_RZ,TEB_NRZ,TEB_NRZT
-60,0.49968049968049966,0.4979064979064979,0.4982074982074982
-55,0.49768949768949766,0.4970974970974971,0.4969024969024969
-50,0.49635549635549636,0.4924834924834925,0.49372849372849376
-45,0.49345949345949347,0.48794448794448797,0.4885034885034885
-40,0.4869414869414869,0.47884347884347883,0.4808084808084808
-35,0.477000477000477,0.46182946182946183,0.46445746445746444
-30,0.4603294603294603,0.43242043242043243,0.4381764381764382
-32,0.46935046935046937,0.44518444518444517,0.45042145042145043
-30,0.4611874611874612,0.4309294309294309,0.43844743844743844
-28,0.4492944492944493,0.4139494139494139,0.4218894218894219
-26,0.4378074378074378,0.39123539123539125,0.4037594037594038
-24,0.421044421044421,0.36501836501836504,0.3789083789083789
-22,0.40026340026340024,0.3321683321683322,0.3477553477553478
-20,0.3754903754903755,0.2928162928162928,0.3125783125783126
-19,0.36016636016636017,0.26916526916526917,0.2899392899392899
-18,0.3448323448323448,0.24535124535124536,0.2679192679192679
-17,0.32743832743832746,0.22008422008422007,0.2441032441032441
-16,0.30775830775830776,0.192997192997193,0.2197052197052197
-15,0.28726328726328726,0.16542616542616542,0.19255219255219255
-14,0.2642852642852643,0.13661413661413663,0.16536816536816537
-13,0.23903123903123902,0.11077311077311078,0.13866713866713867
-12,0.21383321383321383,0.08446408446408446,0.11346411346411346
-11,0.1865031865031865,0.061482061482061486,0.08815108815108814
-10.0,0.15873215873215873,0.040988040988040986,0.06646606646606647
-9.5,0.14482314482314482,0.033857033857033855,0.0562980562980563
-9.0,0.13197913197913197,0.026033026033026034,0.0476000476000476
-8.5,0.11725711725711725,0.019783019783019783,0.03867403867403867
-8.0,0.10327910327910328,0.014655014655014655,0.031753031753031756
-7.5,0.09161109161109161,0.010342010342010342,0.025201025201025202
-7.0,0.07883207883207884,0.007278007278007278,0.019794019794019794
-6.5,0.06712406712406713,0.00483000483000483,0.015253015253015253
-6.0,0.05647105647105647,0.003041003041003041,0.011267011267011268
-5.5,0.04736604736604737,0.001872001872001872,0.008342008342008342
-5.0,0.037843037843037844,0.001001001001001001,0.006003006003006003
-4.5,0.029727029727029727,5.68000568000568E-4,0.004027004027004027
-4.0,0.022727022727022726,2.59000259000259E-4,0.002718002718002718
-3.5,0.017276017276017276,1.28000128000128E-4,0.001607001607001607
-3.0,0.012562012562012562,4.4000044000044E-5,0.001058001058001058
-2.7,0.010161010161010162,2.9000029000029E-5,7.59000759000759E-4
-2.4,0.008308008308008309,1.5000015000015E-5,4.8000048000048E-4
-2.1,0.006454006454006454,5.000005000005E-6,3.61000361000361E-4
-1.8,0.005006005006005006,4.000004000004E-6,2.16000216000216E-4
-1.5,0.003695003695003695,4.000004000004E-6,1.35000135000135E-4
-1.2,0.002926002926002926,0.0,1.04000104000104E-4
-0.9,0.002227002227002227,0.0,7.000007000007E-5
-0.6,0.001616001616001616,0.0,3.8000038000038E-5
-0.3,0.001055001055001055,0.0,2.000002000002E-5
0.0,7.64000764000764E-4,0.0,1.1000011000011E-5
0.3,5.29000529000529E-4,0.0,7.000007000007E-6
0.6,3.6000036000036E-4,0.0,2.000002000002E-6
0.9,2.16000216000216E-4,0.0,1.000001000001E-6
1.2,1.65000165000165E-4,0.0,0.0
1.5,8.4000084000084E-5,0.0,0.0
1.8,6.8000068000068E-5,0.0,0.0
2.1,3.000003000003E-5,0.0,0.0
2.4,1.4000014000014E-5,0.0,0.0
2.7,6.000006000006E-6,0.0,0.0
3.0,4.000004000004E-6,0.0,0.0
3.3,0.0,0.0,0.0
3.6,1.000001000001E-6,0.0,0.0
3.9,0.0,0.0,0.0
4.5,0.0,0.0,0.0
5.5,0.0,0.0,0.0
6.5,0.0,0.0,0.0
7.5,0.0,0.0,0.0
8.5,0.0,0.0,0.0
9.5,0.0,0.0,0.0
