SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.3635,0.3715,0.3789,0.3649
-18,0.3497,0.3406,0.3543,0.3441
-16,0.3057,0.3111,0.3027,0.3046
-14,0.2662,0.2665,0.2711,0.2576
-12,0.211,0.2088,0.2088,0.2175
-10,0.1563,0.1568,0.1567,0.1607
-9,0.1368,0.1266,0.1368,0.1292
-8,0.1023,0.107,0.1084,0.1035
-7,0.0815,0.0815,0.079,0.078
-6,0.0589,0.0583,0.0634,0.0556
-5,0.0366,0.037,0.0465,0.0365
-4,0.0224,0.0206,0.0212,0.021
-3.0,0.0147,0.0151,0.0124,0.015
-2.8,0.009,0.0097,0.0112,0.0088
-2.6,0.0094,0.0101,0.0111,0.0099
-2.4,0.0061,0.0049,0.0092,0.006
-2.2,0.0067,0.0072,0.0082,0.0081
-2.0,0.0074,0.0058,0.0074,0.0098
-1.8,0.0054,0.0042,0.0054,0.0032
-1.6,0.0049,0.0065,0.004,0.0045
-1.4,0.0034,0.0032,0.0037,0.0033
-1.2,0.0035,0.004,0.0035,0.003
-1.0,0.0027,0.0017,0.0035,0.0015
-0.8,0.0014,0.0017,0.0026,0.0026
-0.6,0.0015,6.0E-4,0.001,0.0024
-0.4,0.0013,0.0012,0.0014,0.002
-0.2,0.0012,5.0E-4,0.0013,4.0E-4
0.0,2.0E-4,2.0E-4,9.0E-4,7.0E-4
0.2,8.0E-4,3.0E-4,3.0E-4,0.0
0.4,6.0E-4,2.0E-4,0.0,2.0E-4
0.6,6.0E-4,2.0E-4,4.0E-4,0.0
0.8,3.0E-4,7.0E-4,7.0E-4,2.0E-4
1.0,0.0,2.0E-4,3.0E-4,5.0E-4
1.2,3.0E-4,1.0E-4,3.0E-4,0.0
1.4,0.0,0.0,4.0E-4,4.0E-4
1.6,1.0E-4,5.0E-4,0.0,0.0
1.8,0.0,0.0,8.0E-4,0.0
2.0,0.0,0.0,0.0,0.0
2.2,2.0E-4,0.0,0.0,0.0
2.4,0.0,0.0,0.0,0.0
2.6,0.0,0.0,0.0,0.0
2.8,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0
3.2,0.0,0.0,0.0,0.0
3.4,0.0,0.0,0.0,0.0
3.6,0.0,0.0,0.0,0.0
3.8,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
4.2,0.0,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0
4.6,0.0,0.0,0.0,0.0
4.8,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
