SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.4374,0.4297,0.4333,0.4396
-18,0.4144,0.4142,0.4177,0.4052
-16,0.387,0.3961,0.3864,0.3856
-14,0.3675,0.3593,0.3582,0.3715
-12,0.333,0.319,0.3274,0.3271
-10,0.2919,0.2896,0.29,0.2852
-9,0.2642,0.274,0.2712,0.2747
-8,0.2533,0.2463,0.2486,0.2491
-7,0.2131,0.2131,0.2154,0.2229
-6,0.1812,0.1886,0.1958,0.2019
-5,0.1659,0.1696,0.1675,0.1689
-4,0.1316,0.1427,0.1505,0.1398
-3.0,0.1204,0.1073,0.1073,0.1103
-2.8,0.1027,0.1009,0.0981,0.1015
-2.6,0.0957,0.0921,0.1106,0.099
-2.4,0.0921,0.0995,0.0887,0.096
-2.2,0.0854,0.0851,0.0931,0.0932
-2.0,0.0835,0.0917,0.0816,0.0791
-1.8,0.0764,0.0803,0.0804,0.0826
-1.6,0.0703,0.0791,0.0773,0.0741
-1.4,0.0685,0.0688,0.0705,0.0728
-1.2,0.061,0.0619,0.073,0.0634
-1.0,0.0633,0.0599,0.0635,0.0632
-0.8,0.0533,0.0555,0.0514,0.0535
-0.6,0.0499,0.0515,0.0559,0.0525
-0.4,0.0528,0.0472,0.0508,0.0438
-0.2,0.0513,0.0447,0.0452,0.0433
0.0,0.0433,0.0378,0.0405,0.0439
0.2,0.0383,0.0407,0.0313,0.0311
0.4,0.0361,0.0389,0.0336,0.0345
0.6,0.0268,0.029,0.0268,0.0332
0.8,0.0268,0.0296,0.0241,0.0278
1.0,0.0275,0.0251,0.023,0.0277
1.2,0.0239,0.0244,0.0234,0.0212
1.4,0.0227,0.0213,0.025,0.0208
1.6,0.0205,0.0203,0.0162,0.02
1.8,0.0154,0.019,0.015,0.0138
2.0,0.0169,0.0164,0.0151,0.0124
2.2,0.0119,0.0126,0.0115,0.011
2.4,0.0094,0.0108,0.0117,0.0095
2.6,0.0093,0.0088,0.0088,0.0127
2.8,0.0084,0.0119,0.0074,0.0111
3.0,0.0087,0.0084,0.0083,0.0069
3.2,0.0077,0.0062,0.0069,0.0058
3.4,0.0047,0.0058,0.005,0.0063
3.6,0.004,0.0055,0.0045,0.0041
3.8,0.0034,0.0024,0.0041,0.0034
4.0,0.0038,0.0023,0.0024,0.0024
4.2,0.0018,0.003,0.0022,0.0018
4.4,0.0017,0.0011,0.0033,0.0022
4.6,0.0019,0.0025,0.0013,0.0034
4.8,6.0E-4,6.0E-4,8.0E-4,9.0E-4
5.0,8.0E-4,7.0E-4,9.0E-4,0.0012
5.5,2.0E-4,6.0E-4,7.0E-4,0.0
6.0,8.0E-4,2.0E-4,2.0E-4,3.0E-4
6.5,0.0,0.0,0.0,0.0
7.0,2.0E-4,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
