SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.57,0.45,0.42,0.44
-18,0.46,0.47,0.43,0.38
-16,0.46,0.43,0.38,0.46
-14,0.36,0.33,0.41,0.33
-12,0.46,0.41,0.39,0.39
-10,0.29,0.32,0.42,0.37
-9,0.34,0.34,0.3,0.36
-8,0.26,0.49,0.39,0.28
-7,0.25,0.24,0.41,0.41
-6,0.31,0.2,0.33,0.18
-5,0.28,0.28,0.31,0.24
-4,0.27,0.32,0.24,0.34
-3.0,0.15,0.16,0.27,0.21
-2.8,0.14,0.31,0.28,0.23
-2.6,0.17,0.22,0.31,0.23
-2.4,0.04,0.25,0.3,0.22
-2.2,0.24,0.34,0.23,0.2
-2.0,0.06,0.23,0.26,0.18
-1.8,0.16,0.25,0.28,0.18
-1.6,0.11,0.22,0.34,0.21
-1.4,0.17,0.28,0.26,0.24
-1.2,0.16,0.18,0.26,0.29
-1.0,0.17,0.21,0.21,0.14
-0.8,0.03,0.22,0.28,0.21
-0.6,0.15,0.19,0.21,0.23
-0.4,0.2,0.14,0.3,0.23
-0.2,0.07,0.18,0.28,0.16
0.0,0.08,0.18,0.21,0.22
0.2,0.0,0.28,0.23,0.18
0.4,0.08,0.21,0.32,0.23
0.6,0.02,0.17,0.24,0.25
0.8,0.07,0.22,0.25,0.22
1.0,0.11,0.15,0.24,0.14
1.2,0.02,0.19,0.17,0.18
1.4,0.07,0.21,0.19,0.16
1.6,0.06,0.17,0.22,0.13
1.8,0.01,0.17,0.23,0.18
2.0,0.05,0.3,0.19,0.23
2.2,0.12,0.18,0.24,0.14
2.4,0.02,0.19,0.25,0.15
2.6,0.01,0.16,0.24,0.17
2.8,0.01,0.13,0.21,0.15
3.0,0.0,0.18,0.22,0.18
3.2,0.02,0.1,0.2,0.17
3.4,0.01,0.14,0.17,0.15
3.6,0.0,0.14,0.23,0.13
3.8,0.03,0.15,0.23,0.1
4.0,0.0,0.12,0.23,0.2
4.2,0.0,0.11,0.26,0.19
4.4,0.0,0.15,0.25,0.11
4.6,0.02,0.16,0.26,0.17
4.8,0.0,0.18,0.23,0.13
5.0,0.0,0.16,0.18,0.12
5.5,0.0,0.13,0.2,0.12
6.0,0.03,0.19,0.22,0.13
6.5,0.0,0.12,0.23,0.18
7.0,0.0,0.1,0.14,0.11
7.5,0.0,0.15,0.23,0.12
8.0,0.0,0.09,0.2,0.19
8.5,0.0,0.11,0.23,0.14
9.0,0.0,0.1,0.24,0.14
9.5,0.0,0.09,0.2,0.16
10.0,0.0,0.1,0.23,0.18
