SNR,TEB_RZ,TEB_NRZ,TEB_NRZT
-20,0.398187,0.317758,0.334292
-19,0.38606,0.295996,0.316201
-18,0.372102,0.275007,0.296001
-17,0.357287,0.252498,0.272593
-16,0.338866,0.226177,0.249647
-15,0.322531,0.19849,0.224275
-14,0.302994,0.171937,0.195574
-13,0.280275,0.145383,0.170483
-12,0.256431,0.117588,0.14195
-11,0.231396,0.090248,0.115123
-10.0,0.206427,0.067914,0.089311
-9.5,0.193367,0.056853,0.07683
-9.0,0.178868,0.046916,0.065221
-8.5,0.165681,0.038216,0.054527
-8.0,0.149825,0.029944,0.045182
-7.5,0.138711,0.023655,0.036381
-7.0,0.123618,0.01793,0.029252
-6.5,0.109534,0.012829,0.022663
-6.0,0.096573,0.009035,0.017207
-5.5,0.085204,0.006128,0.01221
-5.0,0.073274,0.00414,0.008682
-4.5,0.060509,0.002584,0.005826
-4.0,0.051215,0.001644,0.003925
-3.5,0.041496,9.97E-4,0.002561
-3.0,0.033111,4.1E-4,0.001586
-2.9,0.032875,3.99E-4,0.001278
-2.8,0.030572,3.45E-4,0.001206
-2.7,0.029394,3.05E-4,0.001072
-2.6,0.028134,3.38E-4,8.99E-4
-2.5,0.02649,2.36E-4,8.97E-4
-2.4,0.025199,1.57E-4,8.47E-4
-2.3,0.024371,1.56E-4,6.55E-4
-2.2,0.022425,1.42E-4,6.39E-4
-2.1,0.02096,7.1E-5,4.92E-4
-2.0,0.019938,1.0E-4,5.41E-4
-1.9,0.019084,8.2E-5,4.22E-4
-1.8,0.018578,9.9E-5,3.39E-4
-1.7,0.017205,3.9E-5,3.08E-4
-1.6,0.015853,4.7E-5,2.91E-4
-1.5,0.014963,6.2E-5,2.01E-4
-1.4,0.014467,2.1E-5,2.11E-4
-1.3,0.01318,2.3E-5,1.79E-4
-1.2,0.012487,1.5E-5,1.86E-4
-1.1,0.011299,3.1E-5,1.44E-4
-1.0,0.010484,2.3E-5,1.01E-4
-0.9,0.010178,9.0E-6,9.9E-5
-0.8,0.009426,8.0E-6,7.9E-5
-0.7,0.008746,0.0,4.0E-5
-0.6,0.008178,4.0E-6,7.2E-5
-0.5,0.007842,4.0E-6,4.8E-5
-0.4,0.006762,3.0E-6,3.5E-5
-0.3,0.006412,0.0,3.5E-5
-0.2,0.005972,0.0,3.1E-5
-0.1,0.005417,3.0E-6,2.6E-5
0.0,0.005238,0.0,2.2E-5
0.1,0.004374,7.0E-6,2.0E-5
0.2,0.004102,4.0E-6,1.2E-5
0.3,0.003746,0.0,1.3E-5
0.4,0.00367,0.0,9.0E-6
0.5,0.003155,0.0,2.1E-5
0.6,0.003,0.0,0.0
0.7,0.002509,0.0,0.0
0.8,0.002421,0.0,1.0E-6
0.9,0.002178,0.0,1.0E-6
1.0,0.001923,0.0,0.0
1.1,0.001864,0.0,0.0
1.2,0.001794,0.0,0.0
1.3,0.001403,0.0,0.0
1.4,0.001323,0.0,0.0
1.5,0.00117,0.0,2.0E-6
1.6,0.001084,0.0,0.0
1.7,9.36E-4,0.0,0.0
1.8,6.74E-4,0.0,0.0
1.9,6.29E-4,0.0,0.0
2.0,5.39E-4,0.0,0.0
2.1,5.09E-4,0.0,0.0
2.2,5.28E-4,0.0,4.0E-6
2.3,4.36E-4,0.0,0.0
2.4,3.66E-4,0.0,0.0
2.5,3.2E-4,0.0,0.0
2.6,2.21E-4,0.0,0.0
2.7,2.34E-4,0.0,0.0
2.8,1.51E-4,0.0,0.0
2.9,1.57E-4,0.0,0.0
3.0,1.38E-4,0.0,0.0
3.1,1.17E-4,0.0,0.0
3.2,1.04E-4,0.0,0.0
3.3,8.4E-5,0.0,0.0
3.4,9.3E-5,0.0,0.0
3.5,1.08E-4,0.0,0.0
3.6,4.9E-5,0.0,0.0
3.7,4.9E-5,0.0,0.0
3.8,2.2E-5,0.0,0.0
3.9,3.8E-5,0.0,0.0
4.0,6.0E-6,0.0,0.0
4.1,1.5E-5,0.0,0.0
4.2,9.0E-6,0.0,0.0
4.3,9.0E-6,0.0,0.0
4.4,2.1E-5,0.0,0.0
4.5,2.3E-5,0.0,0.0
4.6,7.0E-6,0.0,0.0
4.7,0.0,0.0,0.0
4.8,1.5E-5,0.0,0.0
4.9,5.0E-6,0.0,0.0
5.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0
6.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0
7.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0
8.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0
9.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0
10.0,0.0,0.0,0.0
