SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.4138,0.4353,0.4264,0.4276
-18,0.3779,0.4133,0.4198,0.4086
-16,0.3517,0.4015,0.3978,0.403
-14,0.3304,0.3764,0.3855,0.3705
-12,0.2832,0.3499,0.3625,0.3373
-10,0.2361,0.3222,0.3244,0.3055
-9,0.2145,0.3107,0.3131,0.2964
-8,0.1884,0.2818,0.3067,0.2804
-7,0.1517,0.2661,0.2857,0.2559
-6,0.1291,0.2448,0.2749,0.246
-5,0.1115,0.2286,0.2726,0.2246
-4,0.0763,0.2125,0.2628,0.2137
-3.0,0.0546,0.2022,0.2563,0.1965
-2.8,0.051,0.1922,0.2564,0.1986
-2.6,0.0442,0.1868,0.2495,0.1981
-2.4,0.0432,0.1891,0.2495,0.1881
-2.2,0.0336,0.1866,0.2581,0.1859
-2.0,0.0416,0.1796,0.2522,0.1932
-1.8,0.04,0.1865,0.2551,0.1871
-1.6,0.0324,0.1782,0.2544,0.1878
-1.4,0.0282,0.1739,0.2565,0.1853
-1.2,0.0254,0.1708,0.2517,0.1843
-1.0,0.0242,0.1694,0.2486,0.1799
-0.8,0.0238,0.1659,0.2598,0.1799
-0.6,0.0145,0.1544,0.2537,0.1684
-0.4,0.017,0.1555,0.2512,0.1719
-0.2,0.0145,0.1564,0.2479,0.1741
0.0,0.0141,0.1619,0.2489,0.1755
0.2,0.0119,0.1567,0.2491,0.1746
0.4,0.0105,0.1523,0.2505,0.1705
0.6,0.0093,0.148,0.2544,0.1712
0.8,0.0081,0.1517,0.2522,0.1733
1.0,0.0062,0.1494,0.2451,0.1663
1.2,0.0057,0.1407,0.248,0.1696
1.4,0.0047,0.141,0.2455,0.1663
1.6,0.003,0.1493,0.2538,0.1604
1.8,0.0033,0.1466,0.2551,0.1634
2.0,0.0036,0.1375,0.254,0.1695
2.2,0.0019,0.1396,0.248,0.1607
2.4,0.0016,0.1404,0.2514,0.1654
2.6,0.0014,0.1392,0.2448,0.1629
2.8,3.0E-4,0.1356,0.247,0.1622
3.0,0.001,0.135,0.2484,0.1596
3.2,9.0E-4,0.1387,0.2536,0.1577
3.4,9.0E-4,0.138,0.258,0.1643
3.6,7.0E-4,0.1321,0.2473,0.1593
3.8,1.0E-4,0.1305,0.2525,0.1651
4.0,3.0E-4,0.13,0.2548,0.1545
4.2,0.0,0.1338,0.2528,0.1611
4.4,1.0E-4,0.1252,0.2546,0.1578
4.6,0.0,0.1259,0.2492,0.1593
4.8,0.0,0.1256,0.2523,0.1605
5.0,0.0,0.1239,0.245,0.1557
5.5,0.0,0.1284,0.2526,0.1593
6.0,0.0,0.134,0.2499,0.1603
6.5,0.0,0.1229,0.2493,0.1576
7.0,0.0,0.1217,0.2515,0.1583
7.5,0.0,0.1257,0.2468,0.1676
8.0,0.0,0.1236,0.2586,0.1642
8.5,0.0,0.1303,0.2453,0.1706
9.0,0.0,0.1203,0.2424,0.1724
9.5,0.0,0.1271,0.2534,0.1713
10.0,0.0,0.1251,0.2485,0.1764
