SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.45,0.32,0.43,0.41
-18,0.35,0.23,0.41,0.41
-16,0.42,0.32,0.43,0.34
-14,0.31,0.34,0.3,0.2
-12,0.3,0.27,0.22,0.29
-10,0.14,0.19,0.28,0.23
-9,0.16,0.21,0.32,0.29
-8,0.27,0.26,0.22,0.15
-7,0.1,0.12,0.07,0.1
-6,0.17,0.1,0.14,0.13
-5,0.15,0.08,0.11,0.06
-4,0.13,0.05,0.14,0.03
-3.0,0.03,0.13,0.01,0.04
-2.8,0.0,0.0,0.12,0.07
-2.6,0.05,0.09,0.01,0.08
-2.4,0.04,0.03,0.07,0.01
-2.2,0.05,0.01,0.04,0.04
-2.0,0.08,0.04,0.02,0.03
-1.8,0.05,0.07,0.06,0.03
-1.6,0.0,0.0,0.0,0.04
-1.4,0.04,0.0,0.04,0.0
-1.2,0.03,0.02,0.03,0.02
-1.0,0.02,0.0,0.03,0.01
-0.8,0.01,0.04,0.06,0.02
-0.6,0.0,0.0,0.04,0.0
-0.4,0.0,0.0,0.0,0.04
-0.2,0.01,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0
0.4,0.0,0.02,0.0,0.0
0.6,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.01
1.0,0.0,0.0,0.0,0.0
1.2,0.0,0.0,0.0,0.01
1.4,0.0,0.0,0.0,0.0
1.6,0.0,0.0,0.0,0.0
1.8,0.0,0.03,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.2,0.0,0.0,0.0,0.0
2.4,0.0,0.0,0.0,0.0
2.6,0.0,0.0,0.0,0.0
2.8,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0
3.2,0.0,0.0,0.0,0.0
3.4,0.0,0.0,0.0,0.0
3.6,0.0,0.0,0.0,0.0
3.8,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
4.2,0.0,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0
4.6,0.0,0.0,0.0,0.0
4.8,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
