SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.4298,0.4445,0.4496,0.4515
-18,0.4069,0.4464,0.4434,0.429
-16,0.3894,0.4258,0.4224,0.4253
-14,0.3582,0.3969,0.4038,0.3925
-12,0.3365,0.3816,0.3893,0.3862
-10,0.2772,0.3604,0.3503,0.3409
-9,0.2628,0.3547,0.3443,0.3304
-8,0.2426,0.3316,0.3315,0.3124
-7,0.2211,0.3268,0.3142,0.2931
-6,0.1909,0.3064,0.3077,0.2771
-5,0.1594,0.2946,0.293,0.264
-4,0.1241,0.278,0.285,0.2395
-3.0,0.1135,0.266,0.2739,0.2248
-2.8,0.1072,0.2735,0.2768,0.2251
-2.6,0.0898,0.2669,0.2665,0.2182
-2.4,0.0998,0.2707,0.2651,0.2155
-2.2,0.0901,0.2681,0.2632,0.2118
-2.0,0.0856,0.2664,0.2495,0.2177
-1.8,0.0782,0.2622,0.2685,0.2182
-1.6,0.0787,0.2636,0.2625,0.2099
-1.4,0.071,0.255,0.2635,0.2081
-1.2,0.0709,0.2542,0.2539,0.2021
-1.0,0.0578,0.2618,0.2547,0.2056
-0.8,0.055,0.2563,0.2612,0.2013
-0.6,0.0484,0.2543,0.2584,0.1985
-0.4,0.0493,0.2483,0.257,0.1953
-0.2,0.0432,0.2543,0.2631,0.1883
0.0,0.0389,0.2523,0.2493,0.1948
0.2,0.0412,0.2562,0.2523,0.1863
0.4,0.0405,0.248,0.2622,0.1774
0.6,0.0354,0.2522,0.2562,0.1906
0.8,0.029,0.2474,0.2538,0.1831
1.0,0.0252,0.2526,0.2517,0.1808
1.2,0.0255,0.2561,0.2573,0.1749
1.4,0.023,0.2505,0.251,0.1808
1.6,0.0193,0.253,0.2577,0.1739
1.8,0.0172,0.2455,0.2507,0.1739
2.0,0.0156,0.2499,0.2529,0.1697
2.2,0.0138,0.2449,0.247,0.1766
2.4,0.0114,0.2513,0.2497,0.1736
2.6,0.0084,0.2512,0.251,0.1715
2.8,0.0101,0.2542,0.2431,0.1749
3.0,0.0088,0.252,0.2485,0.1652
3.2,0.0056,0.2506,0.2477,0.1713
3.4,0.0059,0.2499,0.244,0.1701
3.6,0.0052,0.2468,0.2497,0.1675
3.8,0.0029,0.2435,0.2463,0.1663
4.0,0.0029,0.2532,0.2545,0.157
4.2,0.0021,0.2475,0.2544,0.1563
4.4,0.0027,0.254,0.2504,0.1626
4.6,3.0E-4,0.2455,0.2487,0.1667
4.8,0.0017,0.2551,0.2527,0.1599
5.0,8.0E-4,0.2563,0.2533,0.1621
5.5,6.0E-4,0.254,0.2517,0.1562
6.0,1.0E-4,0.2544,0.2474,0.1636
6.5,2.0E-4,0.2525,0.2498,0.1579
7.0,0.0,0.2543,0.2501,0.16
7.5,1.0E-4,0.2492,0.2469,0.1617
8.0,0.0,0.2467,0.2496,0.1578
8.5,0.0,0.2582,0.2493,0.1569
9.0,0.0,0.2479,0.2559,0.1621
9.5,0.0,0.2496,0.2502,0.1668
10.0,0.0,0.2506,0.2511,0.155
