DT,TEB_RZ,TEB_NRZ,TEB_NRZT
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.250204,0.0,0.0
10,0.249551,0.0,0.0
11,0.250175,0.0,0.250151
12,0.249816,0.0,0.500392
13,0.249944,0.0,0.500319
14,0.250158,0.0,0.500101
15,0.250666,0.249844,0.374896
16,0.250094,0.12531,0.249583
17,0.250179,0.12513,0.250102
18,0.24977,0.125135,0.250124
19,0.249944,0.125215,0.25016
20,0.125137,0.125183,0.25016
21,0.125312,0.124512,0.249831
22,0.12496,0.124698,0.250205
23,0.124811,0.124785,0.249831
24,0.250354,0.125216,0.250213
25,0.250453,0.12484,0.249802
26,0.250065,0.124789,0.250283
27,0.249793,0.125054,0.25002
28,0.250197,0.125121,0.250013
29,0.250311,0.125154,0.250295
30,0.250382,0.250178,0.25017
31,0.250102,0.12493,0.188024
32,0.249977,0.125498,0.187076
33,0.25012,0.12456,0.187073
34,0.250565,0.125082,0.187499
35,0.124877,0.12481,0.187761
36,0.125113,0.124358,0.18716
37,0.124784,0.12532,0.187401
38,0.124565,0.125022,0.187962
39,0.249589,0.124604,0.187667
40,0.250723,0.12477,0.187258
41,0.250061,0.125098,0.249799
42,0.250061,0.125007,0.280658
43,0.249731,0.125136,0.281364
44,0.24986,0.124756,0.280359
45,0.24987,0.2501,0.250105
46,0.249693,0.12501,0.186963
47,0.249882,0.124313,0.18757
48,0.24996,0.124796,0.187392
49,0.249953,0.125459,0.187756
50,0.125106,0.124959,0.187635
51,0.125258,0.125166,0.18727
52,0.124416,0.124784,0.187655
53,0.124303,0.125314,0.188008
54,0.249881,0.124814,0.187841
55,0.249798,0.125045,0.187913
56,0.24997,0.124404,0.250013
57,0.250047,0.125394,0.280728
58,0.249581,0.125161,0.280783
59,0.250028,0.125002,0.280887
60,0.250042,0.250577,0.250383
61,0.250049,0.125584,0.18781
62,0.250086,0.124747,0.187086
63,0.250456,0.124993,0.187539
64,0.249762,0.125528,0.187725
65,0.124815,0.125133,0.188062
66,0.1253,0.124592,0.187744
67,0.124727,0.125437,0.187519
68,0.125078,0.125313,0.187478
69,0.249999,0.125094,0.187813
70,0.250095,0.125258,0.188026
71,0.249467,0.125388,0.250158
72,0.249734,0.124969,0.281091
73,0.249314,0.125832,0.281437
74,0.249902,0.125122,0.281533
75,0.250166,0.249691,0.24924
76,0.249643,0.125036,0.187862
77,0.250008,0.125085,0.187904
78,0.249781,0.124964,0.187873
79,0.249862,0.124679,0.187449
80,0.12429,0.125282,0.187691
81,0.124523,0.124664,0.187385
82,0.12524,0.125045,0.187204
83,0.125231,0.124387,0.187779
84,0.249767,0.124635,0.187322
85,0.250177,0.125001,0.187356
86,0.249621,0.125403,0.250274
87,0.249692,0.124939,0.281308
88,0.250056,0.125011,0.281068
89,0.250144,0.124583,0.280717
90,0.25016,0.25031,0.249429
91,0.249912,0.124911,0.187037
92,0.250032,0.125347,0.187699
93,0.25028,0.124782,0.187255
94,0.249852,0.125295,0.187247
95,0.125028,0.124894,0.187529
96,0.124741,0.12456,0.187261
97,0.124841,0.124924,0.187728
98,0.125098,0.125258,0.187647
99,0.249942,0.124824,0.187801
100,0.250519,0.124625,0.187432
101,0.249886,0.124906,0.249713
102,0.250254,0.125012,0.281291
103,0.249516,0.125071,0.281353
104,0.2501,0.125407,0.280582
105,0.250604,0.249971,0.250175
106,0.249879,0.124987,0.187365
107,0.24966,0.125098,0.187656
108,0.2499,0.125098,0.187183
109,0.250187,0.124633,0.187512
110,0.12515,0.125086,0.187242
111,0.125087,0.124871,0.187676
112,0.124884,0.124814,0.187968
113,0.125116,0.125085,0.187299
114,0.250157,0.125107,0.187071
115,0.249451,0.125294,0.187561
116,0.250204,0.125014,0.25035
117,0.250292,0.125424,0.281617
118,0.250109,0.124299,0.280925
119,0.249957,0.124343,0.281135
120,0.249637,0.249832,0.249728
