SNR,TEB_RZ,TEB_NRZ,TEB_NRZT
-60,0.4996,0.5004,0.5017
-55,0.5053,0.4999,0.494
-50,0.4834,0.4986,0.5023
-45,0.5053,0.4901,0.4913
-40,0.4906,0.4877,0.4832
-35,0.482,0.4715,0.4706
-30,0.4781,0.465,0.4591
-28,0.4803,0.449,0.4479
-26,0.4661,0.4261,0.438
-24,0.455,0.4316,0.4217
-22,0.4528,0.3994,0.3956
-20,0.4213,0.3691,0.3898
-19,0.4148,0.3551,0.3698
-18,0.4123,0.3385,0.3559
-17,0.4164,0.3297,0.3478
-16,0.4018,0.3119,0.3211
-15,0.3783,0.283,0.3028
-14,0.3703,0.2773,0.2759
-13,0.3622,0.2388,0.2542
-12,0.3196,0.2014,0.2254
-11,0.3221,0.1838,0.2036
-10.0,0.2868,0.1592,0.1629
-9.5,0.2799,0.1392,0.17
-9.0,0.2665,0.1321,0.1513
-8.5,0.2533,0.1254,0.1208
-8.0,0.2593,0.1029,0.1091
-7.5,0.2374,0.0915,0.1084
-7.0,0.2242,0.0706,0.0867
-6.5,0.194,0.0662,0.0877
-6.0,0.1848,0.0608,0.0697
-5.5,0.1752,0.045,0.0607
-5.0,0.1581,0.0376,0.0531
-4.5,0.1637,0.0263,0.0395
-4.0,0.1313,0.0268,0.0309
-3.5,0.1272,0.0176,0.025
-3.0,0.1024,0.0136,0.0234
-2.9,0.1124,0.0134,0.0166
-2.8,0.104,0.007,0.0201
-2.7,0.0851,0.011,0.0159
-2.6,0.1027,0.0065,0.0166
-2.5,0.0928,0.0072,0.0128
-2.4,0.0976,0.0115,0.0125
-2.3,0.0959,0.0094,0.0121
-2.2,0.1013,0.0086,0.0119
-2.1,0.0821,0.0071,0.0123
-2.0,0.092,0.0048,0.0097
-1.9,0.0744,0.0059,0.0077
-1.8,0.0803,0.0048,0.0089
-1.7,0.077,0.006,0.0073
-1.6,0.0772,0.0058,0.0071
-1.5,0.0759,0.0024,0.0079
-1.4,0.073,0.0048,0.0079
-1.3,0.0676,0.0032,0.0061
-1.2,0.0666,0.0018,0.0067
-1.1,0.0602,0.0033,0.0049
-1.0,0.0563,0.0028,0.0062
-0.9,0.0629,0.0015,0.0049
-0.8,0.0485,0.0037,0.0059
-0.7,0.049,4.0E-4,0.0055
-0.6,0.0521,5.0E-4,0.005
-0.5,0.0475,5.0E-4,0.0042
-0.4,0.0577,0.0011,0.0029
-0.3,0.0517,0.0022,0.0039
-0.2,0.0459,8.0E-4,0.0031
-0.1,0.0485,0.0,0.0031
0.0,0.0458,2.0E-4,0.0033
0.1,0.0412,0.0,0.0024
0.2,0.0351,5.0E-4,0.0015
0.3,0.0306,5.0E-4,0.0012
0.4,0.0293,7.0E-4,0.0025
0.5,0.0345,5.0E-4,6.0E-4
0.6,0.0303,6.0E-4,8.0E-4
0.7,0.025,0.0012,5.0E-4
0.8,0.0323,0.0,0.0015
0.9,0.0257,7.0E-4,0.0015
1.0,0.0308,0.001,0.001
1.1,0.0274,0.0,2.0E-4
1.2,0.0204,0.0,4.0E-4
1.3,0.0248,0.0,4.0E-4
1.4,0.0216,0.0,6.0E-4
1.5,0.0194,0.0,6.0E-4
1.6,0.0207,0.0,0.0
1.7,0.0195,0.0,3.0E-4
1.8,0.0158,0.0,1.0E-4
1.9,0.0143,0.0,7.0E-4
2.0,0.0095,3.0E-4,0.0
2.1,0.0139,0.0,0.0
2.2,0.0147,0.0,0.0
2.3,0.0123,0.0,2.0E-4
2.4,0.0102,0.0,0.0
2.5,0.0081,0.0,0.0
2.6,0.0103,0.0,3.0E-4
2.7,0.0107,0.0,1.0E-4
2.8,0.0069,0.0,0.0
2.9,0.0092,0.0,0.0
3.0,0.0059,0.0,0.0
3.1,0.0026,0.0,0.0
3.2,0.0038,0.0,0.0
3.3,0.0076,0.0,0.0
3.4,0.0046,0.0,0.0
3.5,0.0053,0.0,0.0
3.6,0.0058,0.0,2.0E-4
3.7,0.0058,0.0,0.0
3.8,0.0041,0.0,0.0
3.9,0.0023,0.0,0.0
4.0,0.0028,0.0,0.0
4.1,0.0028,0.0,0.0
4.2,0.0028,0.0,1.0E-4
4.3,0.002,0.0,0.0
4.4,0.003,0.0,0.0
4.5,0.0017,0.0,0.0
4.6,0.0021,0.0,0.0
4.7,0.0011,0.0,0.0
4.8,0.0026,0.0,0.0
4.9,0.0016,0.0,0.0
5.0,0.0018,0.0,0.0
5.5,7.0E-4,0.0,0.0
6.0,8.0E-4,0.0,0.0
6.5,5.0E-4,0.0,0.0
7.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0
8.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0
9.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0
10.0,0.0,0.0,0.0
