SNR,TEB_RZ,TEB_NRZ,TEB_NRZT
-20,0.368621,0.280995,0.310238
-19,0.353241,0.256954,0.289386
-18,0.337048,0.232186,0.265633
-17,0.317437,0.206747,0.241463
-16,0.297123,0.177843,0.213662
-15,0.275868,0.150665,0.189019
-14,0.2515,0.123418,0.16049
-13,0.225779,0.09699,0.134826
-12,0.199806,0.072763,0.107582
-11,0.172979,0.050859,0.081701
-10.0,0.145399,0.033421,0.05977
-9.5,0.130428,0.026913,0.049247
-9.0,0.11746,0.020393,0.040336
-8.5,0.103983,0.015467,0.032475
-8.0,0.09302,0.01116,0.02547
-7.5,0.079456,0.007432,0.019103
-7.0,0.067228,0.005205,0.014805
-6.5,0.057521,0.003382,0.01062
-6.0,0.047625,0.001843,0.007364
-5.5,0.037763,0.001114,0.005145
-5.0,0.029987,6.33E-4,0.003221
-4.5,0.023542,3.64E-4,0.002072
-4.0,0.01791,1.5E-4,0.001208
-3.5,0.012991,6.0E-5,6.96E-4
-3.0,0.009669,1.8E-5,3.41E-4
-2.9,0.008655,4.4E-5,3.22E-4
-2.8,0.007933,2.3E-5,2.62E-4
-2.7,0.007127,8.0E-6,2.11E-4
-2.6,0.006837,1.3E-5,2.11E-4
-2.5,0.006475,2.0E-6,1.84E-4
-2.4,0.005999,6.0E-6,1.55E-4
-2.3,0.00547,1.1E-5,1.43E-4
-2.2,0.004823,5.0E-6,1.22E-4
-2.1,0.004384,4.0E-6,5.9E-5
-2.0,0.004213,5.0E-6,7.7E-5
-1.9,0.003984,0.0,5.6E-5
-1.8,0.003696,0.0,9.0E-5
-1.7,0.003182,0.0,6.1E-5
-1.6,0.002926,0.0,4.2E-5
-1.5,0.002522,0.0,4.7E-5
-1.4,0.002294,0.0,1.9E-5
-1.3,0.002385,0.0,3.4E-5
-1.2,0.002004,0.0,3.3E-5
-1.1,0.001747,0.0,2.4E-5
-1.0,0.001503,0.0,9.0E-6
-0.9,0.00144,0.0,1.0E-5
-0.8,0.001296,0.0,1.3E-5
-0.7,0.001241,0.0,4.0E-6
-0.6,0.001049,0.0,1.0E-5
-0.5,8.23E-4,0.0,0.0
-0.4,8.33E-4,0.0,0.0
-0.3,7.48E-4,0.0,8.0E-6
-0.2,6.52E-4,0.0,0.0
-0.1,5.4E-4,0.0,2.0E-6
0.0,4.24E-4,0.0,0.0
0.1,3.85E-4,0.0,2.0E-6
0.2,4.13E-4,0.0,1.0E-6
0.3,3.03E-4,0.0,0.0
0.4,3.43E-4,0.0,2.0E-6
0.5,2.3E-4,0.0,2.0E-6
0.6,1.84E-4,0.0,0.0
0.7,1.81E-4,0.0,0.0
0.8,1.55E-4,0.0,0.0
0.9,1.24E-4,0.0,0.0
1.0,1.25E-4,0.0,0.0
1.1,9.3E-5,0.0,0.0
1.2,8.4E-5,0.0,0.0
1.3,5.6E-5,0.0,0.0
1.4,5.5E-5,0.0,0.0
1.5,3.1E-5,0.0,0.0
1.6,2.3E-5,0.0,0.0
1.7,2.8E-5,0.0,0.0
1.8,3.2E-5,0.0,0.0
1.9,1.4E-5,0.0,0.0
2.0,1.2E-5,0.0,0.0
2.1,1.0E-6,0.0,0.0
2.2,5.0E-6,0.0,0.0
2.3,1.2E-5,0.0,0.0
2.4,1.7E-5,0.0,0.0
2.5,0.0,0.0,0.0
2.6,0.0,0.0,0.0
2.7,0.0,0.0,0.0
2.8,4.0E-6,0.0,0.0
2.9,0.0,0.0,0.0
