SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.432005,0.431981,0.431895,0.430626
-18,0.412687,0.413708,0.414442,0.414535
-16,0.391213,0.392548,0.39216,0.391712
-14,0.364451,0.364787,0.364405,0.364442
-12,0.331411,0.332266,0.331531,0.33262
-10,0.292078,0.291954,0.291901,0.291046
-9,0.268513,0.269423,0.26983,0.269561
-8,0.245378,0.244971,0.245237,0.243752
-7,0.218782,0.220249,0.218763,0.219078
-6,0.19202,0.193154,0.193027,0.192821
-5,0.164587,0.165397,0.165862,0.165467
-4,0.137185,0.137464,0.137415,0.138098
-3.0,0.109932,0.110511,0.109856,0.110939
-2.8,0.104827,0.104799,0.104468,0.105154
-2.6,0.09985,0.099235,0.099988,0.099375
-2.4,0.093928,0.094071,0.094328,0.094079
-2.2,0.089752,0.089071,0.089027,0.08944
-2.0,0.084179,0.084614,0.084051,0.084392
-1.8,0.080007,0.080315,0.079361,0.078892
-1.6,0.07503,0.074887,0.074755,0.074695
-1.4,0.070211,0.070837,0.070139,0.070352
-1.2,0.065912,0.065331,0.066001,0.06519
-1.0,0.061461,0.060928,0.061913,0.062008
-0.8,0.056823,0.05683,0.057218,0.057205
-0.6,0.052825,0.053233,0.052727,0.053545
-0.4,0.048661,0.049336,0.04941,0.049179
-0.2,0.045527,0.045552,0.045621,0.045482
0.0,0.041672,0.041837,0.041707,0.041669
0.2,0.037883,0.038318,0.038119,0.037964
0.4,0.034549,0.034917,0.035277,0.034712
0.6,0.031894,0.031465,0.031582,0.032359
0.8,0.028638,0.028807,0.028518,0.028581
1.0,0.026144,0.026173,0.02609,0.025805
1.2,0.023653,0.023553,0.023353,0.023306
1.4,0.020538,0.020848,0.021147,0.02077
1.6,0.018263,0.019174,0.018169,0.018723
1.8,0.016347,0.016434,0.016418,0.016443
2.0,0.01448,0.014534,0.014765,0.014739
2.2,0.013042,0.013007,0.012817,0.012886
2.4,0.011368,0.011643,0.011197,0.011486
2.6,0.009759,0.00993,0.009812,0.009737
2.8,0.008545,0.008291,0.008287,0.00842
3.0,0.007207,0.007022,0.006927,0.007238
3.2,0.005996,0.006153,0.006327,0.005999
3.4,0.00524,0.005287,0.005093,0.005308
3.6,0.004233,0.004343,0.004213,0.004446
3.8,0.003635,0.003695,0.003683,0.003512
4.0,0.002893,0.002984,0.003092,0.002964
4.2,0.002333,0.002629,0.002601,0.002472
4.4,0.002059,0.002079,0.001939,0.00198
4.6,0.001719,0.00155,0.001556,0.001583
4.8,0.001196,0.001286,0.001349,0.001358
5.0,0.001024,0.001028,9.99E-4,0.001075
5.5,5.79E-4,5.45E-4,5.63E-4,5.71E-4
6.0,2.79E-4,2.85E-4,2.42E-4,2.96E-4
6.5,1.09E-4,1.25E-4,1.17E-4,1.13E-4
7.0,4.0E-5,4.9E-5,6.2E-5,6.3E-5
7.5,1.1E-5,3.0E-5,2.7E-5,1.2E-5
8.0,7.0E-6,3.0E-6,1.0E-5,6.0E-6
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,1.0E-6
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
