SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.4,0.34,0.35,0.44
-18,0.41,0.37,0.39,0.38
-16,0.38,0.39,0.34,0.34
-14,0.38,0.33,0.34,0.29
-12,0.37,0.32,0.36,0.33
-10,0.23,0.28,0.31,0.31
-9,0.39,0.23,0.25,0.3
-8,0.33,0.28,0.31,0.2
-7,0.19,0.21,0.27,0.14
-6,0.23,0.19,0.19,0.2
-5,0.16,0.39,0.19,0.17
-4,0.18,0.17,0.19,0.13
-3.0,0.26,0.03,0.08,0.15
-2.8,0.09,0.12,0.07,0.04
-2.6,0.14,0.07,0.07,0.05
-2.4,0.06,0.19,0.06,0.05
-2.2,0.11,0.15,0.09,0.14
-2.0,0.05,0.09,0.09,0.08
-1.8,0.03,0.07,0.1,0.01
-1.6,0.06,0.02,0.06,0.01
-1.4,0.1,0.04,0.07,0.04
-1.2,0.06,0.12,0.08,0.06
-1.0,0.06,0.04,0.08,0.07
-0.8,0.03,0.02,0.0,0.02
-0.6,0.02,0.1,0.05,0.02
-0.4,0.01,0.05,0.04,0.0
-0.2,0.03,0.06,0.03,0.0
0.0,0.11,0.0,0.03,0.03
0.2,0.01,0.02,0.0,0.03
0.4,0.02,0.0,0.0,0.06
0.6,0.0,0.08,0.01,0.06
0.8,0.03,0.01,0.02,0.04
1.0,0.0,0.02,0.01,0.0
1.2,0.05,0.08,0.06,0.01
1.4,0.0,0.03,0.02,0.0
1.6,0.0,0.01,0.0,0.0
1.8,0.05,0.0,0.0,0.03
2.0,0.02,0.0,0.04,0.01
2.2,0.0,0.02,0.01,0.04
2.4,0.0,0.02,0.05,0.0
2.6,0.0,0.0,0.0,0.01
2.8,0.01,0.03,0.0,0.0
3.0,0.0,0.0,0.0,0.0
3.2,0.0,0.0,0.0,0.01
3.4,0.0,0.0,0.02,0.0
3.6,0.0,0.0,0.0,0.0
3.8,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
4.2,0.0,0.02,0.0,0.0
4.4,0.01,0.0,0.0,0.0
4.6,0.0,0.0,0.0,0.0
4.8,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
