SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.4231,0.4389,0.4328,0.4358
-18,0.4064,0.4134,0.4134,0.4046
-16,0.3986,0.3898,0.3917,0.4011
-14,0.3648,0.351,0.358,0.3677
-12,0.3234,0.3266,0.3367,0.3298
-10,0.2934,0.2956,0.302,0.2964
-9,0.2652,0.2652,0.2679,0.2683
-8,0.2505,0.2387,0.2475,0.2488
-7,0.2227,0.2203,0.2215,0.2276
-6,0.2042,0.1871,0.1949,0.1933
-5,0.1651,0.1643,0.1659,0.1612
-4,0.1318,0.1394,0.137,0.1381
-3.0,0.1133,0.1125,0.107,0.1023
-2.8,0.1053,0.0998,0.101,0.1057
-2.6,0.0997,0.0977,0.1007,0.093
-2.4,0.0968,0.0958,0.1073,0.0937
-2.2,0.0888,0.0869,0.0898,0.0975
-2.0,0.0859,0.0848,0.0763,0.0879
-1.8,0.0817,0.0772,0.0787,0.0843
-1.6,0.0756,0.0752,0.0758,0.0673
-1.4,0.0713,0.0689,0.0713,0.0701
-1.2,0.0652,0.0634,0.0673,0.0696
-1.0,0.0636,0.0655,0.0646,0.0659
-0.8,0.0565,0.0552,0.0563,0.06
-0.6,0.055,0.0565,0.0555,0.0536
-0.4,0.0482,0.0569,0.052,0.0516
-0.2,0.0461,0.0475,0.0418,0.0456
0.0,0.0438,0.0452,0.0405,0.0406
0.2,0.0362,0.0385,0.0351,0.0389
0.4,0.0358,0.0332,0.0285,0.0339
0.6,0.0331,0.0289,0.0298,0.033
0.8,0.0284,0.0281,0.0266,0.0318
1.0,0.0252,0.0275,0.0239,0.0239
1.2,0.0209,0.0266,0.0231,0.0166
1.4,0.0194,0.0189,0.0192,0.0176
1.6,0.0196,0.0205,0.0245,0.0196
1.8,0.0175,0.0161,0.0165,0.0203
2.0,0.0164,0.0149,0.0166,0.0112
2.2,0.0115,0.0119,0.0127,0.0134
2.4,0.0112,0.0091,0.0095,0.0131
2.6,0.0096,0.0079,0.0108,0.011
2.8,0.0103,0.0103,0.0083,0.0105
3.0,0.0051,0.0073,0.0084,0.0057
3.2,0.0071,0.0079,0.0056,0.0063
3.4,0.0059,0.004,0.0032,0.0033
3.6,0.003,0.006,0.0039,0.0029
3.8,0.0046,0.0044,0.0033,0.0027
4.0,0.0022,0.0037,0.0029,0.0016
4.2,0.0018,0.0037,0.0023,9.0E-4
4.4,8.0E-4,0.0028,0.0018,0.0015
4.6,0.0026,0.0019,0.0012,0.0023
4.8,0.0019,0.0014,0.0013,0.0024
5.0,9.0E-4,0.0022,0.0028,9.0E-4
5.5,9.0E-4,2.0E-4,4.0E-4,2.0E-4
6.0,3.0E-4,1.0E-4,4.0E-4,2.0E-4
6.5,0.0,0.0,1.0E-4,0.0
7.0,2.0E-4,2.0E-4,0.0,0.0
7.5,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
