DT,TEB_RZ,TEB_NRZ,TEB_NRZT
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.2497,0.0,0.0
20,0.2518,0.0,0.0
21,0.2487,0.0,0.2524
22,0.2501,0.0,0.4987
23,0.2506,0.0,0.4931
24,0.2487,0.0,0.5063
25,0.2463,0.0,0.4914
26,0.2501,0.0,0.4974
27,0.2508,0.0,0.4931
28,0.2489,0.0,0.5042
29,0.2479,0.0,0.5091
30,0.2502,0.2465,0.3837
31,0.247,0.1308,0.2469
32,0.2542,0.1234,0.2423
33,0.2499,0.124,0.2502
34,0.2482,0.1254,0.2513
35,0.2497,0.123,0.2549
36,0.2522,0.1267,0.2483
37,0.2504,0.1259,0.2505
38,0.2512,0.1203,0.2491
39,0.2547,0.1286,0.2519
40,0.1276,0.1299,0.2467
41,0.1248,0.1263,0.2516
42,0.1286,0.1233,0.2482
43,0.1215,0.1241,0.2482
44,0.1209,0.1241,0.2535
45,0.1253,0.1244,0.2501
46,0.1254,0.1199,0.2477
47,0.1246,0.1245,0.2506
48,0.1243,0.1253,0.2495
49,0.2513,0.1249,0.2517
50,0.2519,0.1249,0.252
51,0.2484,0.1263,0.2495
52,0.2501,0.125,0.2502
53,0.25,0.1217,0.2502
54,0.2516,0.1242,0.2471
55,0.2499,0.1275,0.2507
56,0.2518,0.1248,0.2532
57,0.2508,0.1262,0.2501
58,0.2524,0.1231,0.2506
59,0.2488,0.1231,0.2467
60,0.2503,0.2471,0.2554
61,0.2507,0.1246,0.1893
62,0.2493,0.1257,0.1901
63,0.2493,0.1207,0.1925
64,0.251,0.1211,0.19
65,0.2481,0.1286,0.1886
66,0.2466,0.1261,0.187
67,0.2478,0.1256,0.1844
68,0.2439,0.1232,0.1843
69,0.2497,0.1199,0.1905
70,0.1243,0.1248,0.1893
71,0.1219,0.1218,0.1872
72,0.1283,0.1277,0.1851
73,0.1219,0.1231,0.1912
74,0.1249,0.1308,0.1827
75,0.123,0.1258,0.184
76,0.1268,0.1261,0.1933
77,0.123,0.1226,0.1872
78,0.1251,0.1222,0.1881
79,0.2505,0.123,0.183
80,0.2497,0.1273,0.1867
81,0.254,0.1261,0.25
82,0.2503,0.1273,0.281
83,0.2492,0.1255,0.2854
84,0.2503,0.1209,0.2798
85,0.2465,0.1225,0.2878
86,0.25,0.1302,0.2727
87,0.25,0.1241,0.2857
88,0.2446,0.1301,0.2859
89,0.2506,0.1239,0.2828
90,0.252,0.2491,0.2514
91,0.249,0.1273,0.1886
92,0.2492,0.1244,0.1844
93,0.2528,0.1202,0.1909
94,0.2474,0.125,0.1858
95,0.2485,0.127,0.1917
96,0.2503,0.1288,0.1859
97,0.2492,0.1245,0.1857
98,0.2512,0.1263,0.1839
99,0.2477,0.1215,0.1881
100,0.1251,0.1293,0.1903
101,0.1303,0.1276,0.1868
102,0.1305,0.1241,0.1889
103,0.1242,0.1182,0.1868
104,0.1226,0.1258,0.1893
105,0.1258,0.1218,0.1937
106,0.1305,0.1246,0.1811
107,0.123,0.1211,0.1879
108,0.1253,0.1212,0.1854
109,0.2507,0.1241,0.1923
110,0.2478,0.1233,0.183
111,0.2493,0.1298,0.2499
112,0.2471,0.1276,0.2789
113,0.254,0.1195,0.2771
114,0.2497,0.1226,0.2868
115,0.2481,0.1318,0.2769
116,0.2509,0.1244,0.2854
117,0.2495,0.1203,0.2781
118,0.2487,0.1253,0.2844
119,0.2503,0.1265,0.2883
120,0.2504,0.2453,0.2488
