SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.35,0.51,0.47,0.42
-18,0.33,0.39,0.37,0.39
-16,0.39,0.4,0.41,0.44
-14,0.3,0.41,0.41,0.39
-12,0.26,0.32,0.34,0.41
-10,0.16,0.35,0.31,0.29
-9,0.25,0.29,0.37,0.32
-8,0.17,0.29,0.29,0.29
-7,0.23,0.25,0.26,0.19
-6,0.21,0.19,0.23,0.18
-5,0.11,0.24,0.17,0.21
-4,0.05,0.23,0.23,0.21
-3.0,0.05,0.2,0.18,0.15
-2.8,0.12,0.17,0.25,0.21
-2.6,0.01,0.16,0.2,0.24
-2.4,0.07,0.16,0.22,0.19
-2.2,0.03,0.14,0.17,0.13
-2.0,0.01,0.14,0.21,0.19
-1.8,0.04,0.21,0.21,0.23
-1.6,0.0,0.12,0.22,0.14
-1.4,0.03,0.16,0.2,0.14
-1.2,0.03,0.12,0.23,0.17
-1.0,0.0,0.17,0.2,0.19
-0.8,0.0,0.16,0.2,0.15
-0.6,0.02,0.09,0.2,0.17
-0.4,0.0,0.2,0.21,0.17
-0.2,0.02,0.15,0.2,0.21
0.0,0.0,0.18,0.2,0.2
0.2,0.0,0.13,0.16,0.11
0.4,0.05,0.17,0.26,0.12
0.6,0.03,0.18,0.22,0.15
0.8,0.0,0.17,0.21,0.14
1.0,0.0,0.21,0.21,0.17
1.2,0.0,0.19,0.18,0.18
1.4,0.0,0.07,0.22,0.09
1.6,0.03,0.13,0.23,0.14
1.8,0.0,0.11,0.26,0.16
2.0,0.0,0.15,0.16,0.16
2.2,0.0,0.18,0.24,0.18
2.4,0.0,0.11,0.19,0.15
2.6,0.0,0.13,0.2,0.15
2.8,0.0,0.14,0.19,0.16
3.0,0.0,0.11,0.15,0.16
3.2,0.0,0.15,0.2,0.12
3.4,0.02,0.16,0.23,0.12
3.6,0.0,0.15,0.23,0.17
3.8,0.0,0.09,0.24,0.18
4.0,0.0,0.19,0.18,0.13
4.2,0.0,0.15,0.28,0.15
4.4,0.0,0.13,0.23,0.16
4.6,0.0,0.12,0.17,0.14
4.8,0.0,0.15,0.2,0.14
5.0,0.0,0.1,0.24,0.18
5.5,0.0,0.12,0.24,0.15
6.0,0.0,0.09,0.23,0.15
6.5,0.0,0.14,0.16,0.13
7.0,0.0,0.13,0.21,0.15
7.5,0.0,0.13,0.3,0.18
8.0,0.0,0.11,0.22,0.19
8.5,0.0,0.12,0.2,0.1
9.0,0.0,0.07,0.19,0.13
9.5,0.0,0.09,0.18,0.14
10.0,0.0,0.19,0.17,0.18
