SNR,TEB_T1,TEB_T2,TEB_T3,TEB_T4
-20,0.35,0.44,0.43,0.41
-18,0.41,0.37,0.4,0.43
-16,0.34,0.38,0.45,0.34
-14,0.35,0.49,0.37,0.48
-12,0.41,0.35,0.41,0.38
-10,0.26,0.47,0.39,0.39
-9,0.28,0.32,0.32,0.28
-8,0.25,0.3,0.29,0.24
-7,0.2,0.32,0.3,0.23
-6,0.18,0.32,0.29,0.26
-5,0.23,0.27,0.32,0.14
-4,0.14,0.31,0.27,0.25
-3.0,0.13,0.28,0.26,0.28
-2.8,0.15,0.28,0.21,0.16
-2.6,0.14,0.18,0.22,0.11
-2.4,0.13,0.25,0.25,0.22
-2.2,0.09,0.29,0.31,0.23
-2.0,0.02,0.21,0.31,0.19
-1.8,0.03,0.2,0.24,0.15
-1.6,0.05,0.26,0.24,0.12
-1.4,0.05,0.25,0.27,0.14
-1.2,0.07,0.25,0.18,0.13
-1.0,0.09,0.2,0.23,0.13
-0.8,0.09,0.26,0.27,0.11
-0.6,0.01,0.24,0.25,0.21
-0.4,0.09,0.2,0.25,0.17
-0.2,0.02,0.24,0.23,0.13
0.0,0.0,0.32,0.28,0.18
0.2,0.06,0.28,0.21,0.18
0.4,0.01,0.31,0.16,0.09
0.6,0.03,0.25,0.26,0.12
0.8,0.05,0.27,0.2,0.12
1.0,0.0,0.2,0.25,0.19
1.2,0.03,0.22,0.25,0.16
1.4,0.02,0.28,0.21,0.16
1.6,0.0,0.21,0.22,0.05
1.8,0.03,0.18,0.22,0.18
2.0,0.03,0.21,0.22,0.19
2.2,0.03,0.22,0.27,0.1
2.4,0.0,0.22,0.18,0.09
2.6,0.0,0.28,0.29,0.09
2.8,0.0,0.26,0.22,0.11
3.0,0.0,0.33,0.26,0.12
3.2,0.0,0.24,0.27,0.14
3.4,0.0,0.2,0.29,0.09
3.6,0.0,0.24,0.2,0.1
3.8,0.0,0.28,0.29,0.08
4.0,0.0,0.18,0.3,0.12
4.2,0.0,0.28,0.22,0.14
4.4,0.0,0.19,0.23,0.1
4.6,0.0,0.24,0.23,0.08
4.8,0.0,0.28,0.28,0.07
5.0,0.0,0.24,0.23,0.13
5.5,0.0,0.27,0.18,0.11
6.0,0.0,0.28,0.19,0.07
6.5,0.0,0.24,0.24,0.1
7.0,0.0,0.25,0.22,0.07
7.5,0.0,0.29,0.21,0.09
8.0,0.0,0.15,0.23,0.1
8.5,0.0,0.24,0.21,0.09
9.0,0.0,0.17,0.21,0.04
9.5,0.0,0.24,0.28,0.12
10.0,0.0,0.2,0.24,0.09
